,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,APPLICATION_TYPE,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
1129,C-10266-51077,2010-09-27,2010-09-23,CERTIFIED,H-2B,PA,2010-12-01,2011-04-30,VINTAGE FARM CORPORATION,1245 DOE RUN ROAD,,COATESVILLE,PA,19320,JEREMY ALAN SCHROEDER/ LAW OFFICES,FLOURTOWN,PA,410.674-022,STABLE ATTENDANT,5.0,5,8.11,HR,8.11,HR
1130,C-09321-47206,2009-11-20,2009-11-17,PARTIAL CERTIFIED,H-2B,PA,2010-02-15,2010-12-15,"DISTEFANO LANDSCAPING SERVICES, INC.",181 ROBBINS ROAD,,DOWNINGTOWN,PA,19335,DANIEL G ANNA,MEDIA,PA,408.687-014,"LABORER, LANDSCAPE",35.0,29,,,,
1131,C-09355-47812,2009-12-24,2009-12-17,CERTIFIED,H-2B,PA,2010-04-01,2010-12-15,FRANK A BLENCE III DBA BLENCE TREE & LANDSCAPING,1205 MARSHALLTON-THORNDALE ROAD,,DOWINGTON,PA,19335,ANNA & ANNA P.C.,MEDIA,PA,408.687-014,"LABORER, LANDSCAPE",6.0,6,9.91,HR,9.91,HR
1132,C-09356-47903,2009-12-28,2009-12-18,CERTIFIED,H-2B,PA,2010-04-01,2010-12-15,"SERBIAN LANDSCAPE SERVICES, INC. D/B/A SANDONE LAN",216 CREEK BEND DRIVE,,DOWNINGTOWN,PA,19335,DANIEL GEORGE ANNA,MEDIA,PA,408.687-014,"LABORER, LANDSCAPE",5.0,5,9.91,HR,9.91,HR
1133,C-10004-48458,2010-01-08,2010-01-04,PARTIAL CERTIFIED,H-2B,PA,2010-04-01,2010-12-31,ENVIRONMENTAL DESIGNSCAPES LLC,3947 W. LINCOLN HWY BOX 176,,DOWNINGTOWN,PA,19335,APRIL MCKINNEY,BAY CITY,TX,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",8.0,4,9.91,HR,9.91,HR
1134,C-10004-48465,2010-01-08,2010-01-04,CERTIFIED,H-2B,PA,2010-04-01,2010-12-20,MATTIA LANDSCAPE & NURSERY INC,141 WALLACE AVE,,DOWNINGTON,PA,19335,DANIEL GEORGE ANNA/ ANNA & ANNA P.C.,MEDIA,PA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",7.0,7,9.91,HR,9.91,HR
1135,C-09257-46452,2009-10-19,2009-09-14,DENIED,H-2B,PA,2009-12-16,2010-03-31,C.M. JONES INC,960 SWEDESFORD RD,"PO BOX 502, PAOLI, PA 19301",EXTON,PA,19341,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",35.0,0,9.4,HR,9.4,HR
1136,C-09341-47515,2009-12-09,2009-12-07,CERTIFIED,H-2B,PA,2010-03-02,2010-12-10,"BAXTER LANDSCAPE CONTRACTING, LLC",501 BALDERSTON DRIVE,,EXTON,PA,19341,SAMANTHA E. F. ROBERTS,WEST CHESTER,PA,408.687-014,"LABORER, LANDSCAPE",5.0,5,9.91,HR,9.91,HR
1137,C-09358-48122,2009-12-30,2009-12-23,PARTIAL CERTIFIED,H-2B,PA,2010-04-01,2010-12-15,"C. M. JONES, INC.",960  SWEDESFORD RD.,,EXTON,PA,19341,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",65.0,63,9.91,HR,9.91,HR
1138,C-09323-47305,2010-01-07,2009-11-19,CERTIFIED,H-2B,PA,2009-10-01,2010-05-01,"TLC PHILADELPHIA STADIUMS, INC.",308 COMMERCE DRIVE,,EXTON,PA,19341,MATTHEW I. HIRSCH,WAYNE,PA,291.457-022,VENDOR,5.0,5,,,,
1139,C-09364-48329,2010-01-12,2009-12-29,CERTIFIED,H-2B,PA,2010-04-01,2010-12-01,"CELTIC ROOTS, INC.",120 BIDDLE DRIVE,,EXTON,PA,19341,"STEVEN P. BARSAMIAN,  ESQ",PHILADELPHIA,PA,408.687-014,"LABORER, LANDSCAPE",4.0,4,9.91,HR,9.91,HR
1140,C-10007-48571,2010-01-19,2010-01-07,CERTIFIED,H-2B,PA,2010-04-01,2010-12-01,"LAKESIDE CULTURAL CARE, INC.",751 COCKERHAM LANE,,EXTON,PA,19341,STEVEN BARSAMIAN,PHILADELPHIA,PA,408.687-014,"LABORER, LANDSCAPE",6.0,6,,,,
1141,C-10004-48433,2010-01-19,2009-12-31,CERTIFIED,H-2B,PA,2010-04-01,2010-12-01,"R.E.I.T. TURF MANAGEMENT, LLC",256 EAGLEVIEW BLVD.,SUITE 515,EXTON,PA,19341,STEVEN P. BARSAMIAN,PHILADELPHIA,PA,408.687-014,"LABORER, LANDSCAPE",47.0,47,9.91,HR,9.91,HR
1142,C-10007-48570,2010-01-22,2010-01-07,PARTIAL CERTIFIED,H-2B,PA,2010-04-01,2010-12-15,"GREEN STAR CABLING CO., INC.",300 OAK LANE,,EXTON,PA,19341,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,869.664-014,CONSTRUCTION WORKER I,17.0,16,,,,
1143,C-10077-49688,2010-05-13,2010-03-18,DENIED,H-2B,PA,2010-04-01,2010-12-15,"JNJ LANDSCAPING, INC.",206 RAVENWOOD ROAD,,EXTON,PA,19341,"SHARON DENISE ALEXANDER, MATURANO & ASSOCIATES",KENNETT SQUARE,PA,408.687-014,"LABORER, LANDSCAPE",10.0,0,,,,
1144,C-09362-48146,2009-12-30,2009-12-23,CERTIFIED,H-2B,PA,2010-04-01,2010-11-30,"HERKER BUILDING & LAWN MAINTENANCE, INC.",2 LA FRANCE WAY,,GLEN MILLS,PA,19342,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",20.0,20,9.91,HR,9.91,HR
1145,C-09362-48172,2009-12-31,2009-12-24,CERTIFIED,H-2B,PA,2010-04-01,2010-12-30,GEORGE E. LEY CO.,"130 DEVEREUX,",,GLENMOORE,PA,19343,ROBERT L. WINGFIELD,DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",35.0,35,,HR,9.92,HR
1146,C-09362-48210,2010-01-07,2009-12-24,CERTIFIED,H-2B,PA,2010-04-01,2010-12-24,SOMERSET NURSERY,1697 POTTSTOWN PIKE,,GLENNMORE,PA,19343,SARAH E. FARRELL,VASS,NC,406.684-018,GARDEN WORKER,3.0,3,8.46,HR,8.46,HR
1147,C-09363-48276,2010-01-07,2009-12-28,PARTIAL CERTIFIED,H-2B,PA,2010-04-01,2010-12-01,"EARTH CARE, INC.",69 RISBON RD.,,HONEY BROOK,PA,19344,"STEVEN P. BARSAMIAN,  ESQ",PHILADELPHIA,PA,408.687-014,"LABORER, LANDSCAPE",40.0,39,9.91,HR,9.91,HR
1148,C-10265-51070,2010-09-27,2010-09-22,CERTIFIED,H-2B,FL,2010-12-01,2011-04-30,"HERRINGSWELL STABLES, LTD.",P.O. BOX 202,,LEWISVILLE,PA,19351,JEREMY ALAN SCHROEDER,FLOURTOWN,PA,410.674-022,STABLE ATTENDANT,11.0,11,,,,
1149,C-09355-47765,2009-12-24,2009-12-17,CERTIFIED,H-2B,PA,2010-04-01,2010-12-15,TOWN & COUNTRY LAWN CARE INC,177 RED OAK DRIVE,,LINCOLN UNIVERSITY,PA,19352,DANIEL GEORGE ANNA/ ANNA & ANNA P.C.,MEDIA,PA,408.687-014,"LABORER, LANDSCAPE",6.0,6,9.91,HR,9.91,HR
1150,C-09358-48126,2010-01-11,2009-12-23,CERTIFIED,H-2B,PA,2010-04-01,2010-12-20,J & A LANDSCAPING,86 MCCORMICK WAY,,LINCOLN UNIVERSITY,PA,19352,DANIEL GEORGE ANNA,MEDIA,PA,408.687-014,"LABORER, LANDSCAPE",6.0,6,9.91,HR,9.91,HR
1151,C-10015-48764,2010-02-17,2010-01-14,DENIED,H-2B,PA,2010-04-01,2010-09-30,STEVE KLESARIS RACING STABLE,314 BELMONT COURT,,LINCOLN UNIVERSITY,PA,19352,JEREMY ALAN SCHROEDER / LAW OFFICES OF JEREMY A. S,FLOURTOWN,PA,410.674-010,ANIMAL CARETAKER,7.0,0,,,,
1152,C-10053-49429,2010-03-23,2010-02-22,CERTIFIED,H-2B,DE,2010-04-01,2010-09-30,STEVE KLESARIS RACING STABLE,314 BELMONT COURT,,LINCOLN UNIVERSITY,PA,19352,JEREMY ALAN SCHROEDER,FLOURTOWN,PA,410.674-022,STABLE ATTENDANT,7.0,7,,,,
1153,C-10224-50825,2010-08-24,2010-08-12,CERTIFIED,H-2B,FL,2010-10-01,2011-03-31,STEVE KLESARIS RACING STABLE,314 BELMONT COURT,,LINCOLN UNIVERSITY,PA,19352,JEREMY ALAN SCHROEDER / LAW OFFICES OF JEREMY A. S,FLOURTOWN,PA,410.674-022,STABLE ATTENDANT,5.0,5,7.85,HR,7.85,HR
1154,C-09352-47762,2009-12-23,2009-12-16,CERTIFIED,H-2B,PA,2010-03-01,2010-12-01,LANG'S LAWN CARE,128 PENNSYLVANIA AVE,,MALVERN,PA,19355,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",4.0,4,9.91,HR,9.91,HR
1155,C-09355-47815,2009-12-24,2009-12-17,CERTIFIED,H-2B,PA,2010-04-01,2010-12-07,"RAINMAKER IRRIGATION, INC.",17 S. BACTON HILL ROAD,,FRAZER,PA,19355,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",8.0,8,9.91,HR,9.91,HR
1156,C-09358-48098,2009-12-29,2009-12-22,PARTIAL CERTIFIED,H-2B,PA,2010-04-01,2010-12-20,WHITE MANOR COUNTRY CLUB,831 PROVIDENCE ROAD,,MALVERN,PA,19355,ELIZABETH WHITLEY,LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",23.0,17,9.91,HR,9.91,HR
1157,C-09364-48340,2010-01-15,2009-12-29,CERTIFIED,H-2B,PA,2010-04-01,2010-12-01,APPLEBROOK GOLF CLUB,1604 PAOLI PIKE,,MALVERN,PA,19355,CARL ALEXANDER HEMPHILL/MJC LABOR SOLUTIONS LLC,UPPER DARBY,PA,408.687-014,"LABORER, LANDSCAPE",4.0,4,9.91,HR,9.91,HR
1158,C-09292-46719,2009-11-17,2009-10-19,DENIED,H-2B,PA,2009-10-01,2010-01-15,"STEINBAUTEN, INC.",953 BROAD RUN ROAD,,WEST CHESTER,PA,19380,SARDAR DURRANI/DURRANI LAW FIRM LTD.,NANUET,NY,844.364-010,CEMENT MASON,6.0,0,14.78,HR,14.78,HR
1159,C-09341-47518,2009-12-31,2009-12-07,CERTIFIED,H-2B,PA,2010-03-02,2010-12-10,"SCHNATZ & ROHRER LANDSCAPING, INC.",1117 AIRPORT RD.,,WEST CHESTER,PA,19380,SAMANTHA E. F. ROBERTS,WEST CHESTER,PA,408.687-014,"LABORER, LANDSCAPE",5.0,5,9.91,HR,9.91,HR
1160,C-10015-48775,2010-01-20,2010-01-14,CERTIFIED,H-2B,PA,2010-04-01,2010-12-15,RUDY'S LAWN AND LANDSCAPE INC.,1442 POTTSTOWN PIKE #269,,WEST CHESTER,PA,19380,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",8.0,8,9.91,HR,9.91,HR
1161,C-10041-49293,2010-02-16,2010-02-10,CERTIFIED,H-2B,PA,2010-04-01,2010-12-15,"RIVERVIEW LANDSCAPING AND TREE SERVICE, INC.",1554 PAOLI PIKE #319,,WEST CHESTER,PA,19380,CRAIG MCDOUGAL,NORMAN,OK,408.687-014,"LABORER, LANDSCAPE",5.0,5,9.91,HR,9.91,HR
1162,C-10110-49923,2010-05-05,2010-04-20,PARTIAL CERTIFIED,H-2B,PA,2010-05-01,2010-09-30,"TLC REFRESHMENTS, INC.",797 TREE LANE,,WEST CHESTER,PA,19380,MATTHEW I HIRSCH,WAYNE,PA,291.457-022,VENDOR,10.0,4,8.99,HR,8.99,HR
1163,C-10102-49850,2010-05-07,2010-04-12,CERTIFIED,H-2B,PA,2010-03-01,2010-12-20,"STEINBAUTEN, INC.",953 BROAD RUN ROAD,,WEST CHESTER,PA,19380,ELDONIE GORDON,NANUET,NY,844.364-010,CEMENT MASON,4.0,4,16.1,HR,16.1,HR
1164,C-09324-47317,2009-12-04,2009-11-20,CERTIFIED,H-2B,PA,2009-12-01,2010-03-31,THE ADIRONDACK GROUP INC. D.B.A. THE FENCE AUTHORI,100 COLONIAL WAY,,WEST CHESTER,PA,19382,"SHARON DENISE ALEXANDER, MATURANO & ASSOCIATES",KENNETT SQUARE,PA,529.686-070,PRODUCTION HELPER,11.0,11,,,,
1165,C-10064-49569,2010-03-17,2010-03-05,CERTIFIED,H-2B,NY,2010-04-01,2010-11-30,"HEPCO QUARRIES, INC.",127 S. WALNUT STREET,,WEST CHESTER,PA,19382,CRAIG D. MCDOUGAL,NORMAN,OK,677.685-050,STONE SPLITTER,4.0,4,11.78,HR,11.78,HR
1166,C-10070-49623,2010-04-05,2010-03-11,PARTIAL CERTIFIED,H-2B,PA,2010-04-01,2010-12-15,"THE ADIRONDACK GROUP, INC. D/B/A THE FENCE AUTHORI",100 COLONIAL WAY,,WEST CHESTER,PA,19382,"SHARON DENISE ALEXANDER, MATURANO & ASSOCIATES",KENNETT SQUARE,PA,408.687-014,"LABORER, LANDSCAPE",14.0,10,9.91,HR,9.91,HR
1167,C-09317-47142,2009-11-24,2009-11-13,PARTIAL CERTIFIED,H-2B,PA,2010-02-01,2010-12-01,"OUTSIDE UNLIMITED, LLC",44 PENNS GREENE DR.,P.O. BOX 378,WEST GROVE,PA,19390,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",34.0,29,9.91,HR,9.91,HR
1168,C-10013-48710,2010-01-15,2010-01-12,CERTIFIED,H-2B,PA,2010-04-01,2010-12-15,"PANTANO & SONS, INC.",316 W. POPLAR STREET,,NORRISTOWN,PA,19401,"WILLIAM VELIE VELIE, ATTORNEYS AT LAW, PLLC",NORMAN,OK,869.664-014,CONSTRUCTION WORKER I,5.0,5,,,,
1169,C-10120-50019,2010-05-26,2010-04-30,CERTIFIED,H-2B,PA,2010-04-01,2011-01-31,"DS DOBAI'S CONSTRUCTION, INC.",561 RITTENHOUSE BLVD.,,NORRISTOWN,PA,19403,KEVIN MICHAEL REILLY,ANNAPOLIS,MD,869.664-014,CONSTRUCTION WORKER I,18.0,18,,,,
1170,C-09287-46659,2009-10-21,2009-10-14,CERTIFIED,H-2B,PA,2009-11-15,2010-03-31,"JOHN B. WARD & CO., INC.",400 W. CHURCH ROAD,,KING OF PRUSSIA,PA,19406,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,529.686-070,PRODUCTION HELPER,9.0,9,9.11,HR,9.11,HR
1171,C-09293-46727,2009-11-30,2009-10-20,CERTIFIED,H-2B,PA,2009-12-01,2010-06-30,ALFRESCO HOME,421 FEHELEY DR.,SUITE A,KING OF PRUSSIA,PA,19406,APRIL D. MCKINNEY,BAY CITY,TX,929.687-030,MATERIAL HANDLER,4.0,4,,,,
1172,C-09358-48130,2009-12-30,2009-12-23,CERTIFIED,H-2B,PA,2010-04-01,2010-11-30,"JOHN B. WARD & CO., INC.",400 W. CHURCH ROAD,,KING OF PRUSSIA,PA,19406,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",9.0,9,9.91,HR,9.91,HR
1173,C-10007-48563,2010-01-12,2010-01-07,CERTIFIED,H-2B,PA,2010-04-01,2010-11-30,EARTH TONES LANDSCAPE DESIGN,288 LINCOLN ROAD,,KING OF PRUSSIA,PA,19406,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",15.0,15,9.91,HR,9.91,HR
1174,C-09365-48407,2010-01-13,2009-12-31,CERTIFIED,H-2B,PA,2010-04-01,2010-12-01,"STENGER LANDSCAPING, INC.",400 W. CHURCH ROAD,,KING OF PRUSSIA,PA,19406,STEVEN P. BARSAMIAN,PHILADELPHIA,PA,408.687-014,"LABORER, LANDSCAPE",8.0,8,9.91,HR,9.91,HR
1175,C-10105-49894,2010-05-04,2010-04-15,PARTIAL CERTIFIED,H-2B,PA,2010-04-15,2010-12-15,UNITED TECTONICS CORP D/B/A UNITEX,20142 VALLEY FORGE CIRCLE,,KING OF PRUSSIA,PA,19406,CARLOS A. SILVA,CANOGA PARK,CA,869.664-014,CONSTRUCTION WORKER I,17.0,15,12.0,HR,12.0,HR
1176,C-10126-50060,2010-05-17,2010-05-06,DENIED,H-2B,PA,2010-07-01,2010-07-31,ALFRESCO HOME,"421 FEHELEY DR., SUITE A",,KING OF PRUSSIA,PA,19406,APRIL DAWN MCKINNEY,BAY CITY,TX,922.687-058,"LABORER, STORES",4.0,0,10.78,HR,10.78,HR
1177,C-09362-48175,2009-12-31,2009-12-24,PARTIAL CERTIFIED,H-2B,PA,2010-04-01,2010-12-17,DANALU INC. DBA NICOLAI LANDSCAPING,700 PENLLYN BLUE PIKE,,BLUE BELL,PA,19422,RITA ROMERO,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",6.0,5,9.91,HR,9.91,HR
1178,C-10032-49141,2010-02-12,2010-02-01,CERTIFIED,H-2B,PA,2010-04-01,2010-11-26,MEADOWLANDS COUNTRY CLUB,711 BOEHM'S CHURCH ROAD,,BLUE BELL,PA,19422,CARL ALEXANDER HEMPHILL,UPPER DARBY,PA,408.687-014,"LABORER, LANDSCAPE",5.0,5,9.91,HR,9.91,HR
1179,C-09357-48034,2009-12-29,2009-12-22,PARTIAL CERTIFIED,H-2B,PA,2010-04-01,2010-12-20,PUHL'S LANDSCAPE COMPANY INC,1087 NEW DEHAVEN STREET,,WEST CONSHOHOCKEN,PA,19428,SARAH FARRELL,VASS,NC,408.687-014,"LABORER, LANDSCAPE",15.0,13,,,,
1180,C-10006-48537,2010-02-09,2010-01-06,DENIED,H-2B,PA,2010-04-01,2010-12-15,H.E. SMITH INC.,3267 PHOENIXVILLE PIKE,,DEVAULT,PA,19432,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",25.0,0,9.91,HR,9.91,HR
1181,C-09316-47137,2009-11-25,2009-11-12,CERTIFIED,H-2B,PA,2010-02-22,2010-12-18,CLARKE'S LANDSCAPING AND LAWNCARE INC.,3151 FUNKS ROAD,,HATFIELD,PA,19440,MICHELLE SKOLE LAW OFFICE OF MICHELLE SKOLE,BENSALEM,PA,408.687-014,"LABORER, LANDSCAPE",14.0,14,9.91,HR,9.91,HR
1182,C-10071-49629,2010-03-17,2010-03-12,CERTIFIED,H-2B,PA,2010-05-01,2010-11-30,GREEN VALLEY COUNTRY CLUB,201 W. RIDGE PIKE,,LAFAYETTE HILL,PA,19444,MATTHEW S. DUNN,NEW YORK,NY,350.677-030,WAITER/WAITRESS,7.0,7,,,,
1183,C-09362-48200,2009-12-31,2009-12-24,CERTIFIED,H-2B,PA,2010-04-01,2010-11-30,COUZINS INC.,177 WISSAHICKON AVE,,NORTH WALES,PA,19454,"WILLIAM VELIE VELIE, ATTORNEYS AT LAW, PLLC",NORMAN,OK,408.687-014,"LABORER, LANDSCAPE",2.0,2,9.91,HR,9.91,HR
1184,C-09350-47613,2009-12-29,2009-12-15,CERTIFIED,H-2B,PA,2010-02-15,2010-12-15,"H & R LANDSCAPING, INC.","480 S GRAVES ROAD, SUITE 100",,PLYMOUTH MEETING,PA,19462,RITA ROMERO / FEDERATION OF EMPLOYERS & WORKERS OF,BAY CITY,TX,408.687-014,"LABORER, LANDSCAPE",65.0,65,9.91,HR,9.91,HR
1185,C-09358-48084,2009-12-30,2009-12-23,CERTIFIED,H-2B,PA,2010-04-01,2010-12-17,TEXADA LANDSCAPING INC,1822 GALLAGHER ROAD,,PLYMOUTH MEETING,PA,19462,DANIEL ANNA,MEDIA,PA,408.687-014,"LABORER, LANDSCAPE",3.0,3,9.91,HR,9.91,HR
1186,C-09294-46757,2009-11-18,2009-10-21,DENIED,H-2B,PA,2009-12-15,2010-04-05,"T.J.'S OUTDOOR MAINTENANCE, INC.",6 GERLOFF ROAD,,SCHWENKSVILLE,PA,19473,"SANJUANITA GONZALEZ,  ESQ.",PHILADELPHIA,PA,869.664-014,CONSTRUCTION WORKER I,12.0,0,11.41,HR,11.41,HR
1187,C-10008-48594,2010-01-12,2010-01-07,CERTIFIED,H-2B,PA,2010-04-01,2010-12-23,"T.J.'S OUTDOOR MAINTENANCE, INC.",6 GERLOFF ROAD,,SCHWENKSVILLE,PA,19473,SANJUANITA GONZALEZ,PHILADELPHIA,PA,408.687-014,"LABORER, LANDSCAPE",30.0,30,9.91,HR,9.91,HR
1188,C-09356-47853,2009-12-28,2009-12-18,PARTIAL CERTIFIED,H-2B,PA,2010-04-01,2010-12-15,"COVENTRY PROPERTY SERVICES, INC.",P.O. BOX 369,,SPRING CITY,PA,19475,"AMIGOS LABOR SOLUTIONS, INC.",DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",24.0,21,9.92,HR,9.92,HR
1189,C-09365-48404,2010-01-06,2009-12-30,PARTIAL CERTIFIED,H-2B,PA,2010-04-01,2010-12-15,"EAST COAST EROSION BLANKETS, LLC",443 BRICKER ROAD,,BERNVILLE,PA,19506,INTERNATIONAL LABOR MANAGEMENT,VASS,NC,929.687-030,MATERIAL HANDLER,11.0,8,8.48,HR,8.48,HR
1190,C-09364-48319,2010-01-05,2009-12-29,PARTIAL CERTIFIED,H-2B,PA,2010-04-01,2010-12-15,"NEW CASTLE LAWN & LANDSCAPE, INC.",3 EAST POINTE DR.,,BIRDSBORO,PA,19508,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"LABORER, LANDSCAPE",17.0,11,8.09,HR,8.09,HR
1191,C-10070-49619,2010-03-16,2010-03-11,PARTIAL CERTIFIED,H-2B,PA,2010-04-01,2010-12-15,BLUE SPRUCE LANDSCAPING,144 FAIRVILLE ROAD,,CHADDS FORD,PA,19517,DANIEL GEORGE ANNA,MEDIA,PA,408.687-014,"LABORER, LANDSCAPE",8.0,7,9.91,HR,9.91,HR
1192,C-09288-46673,2009-11-16,2009-10-15,DENIED,H-2B,PA,2009-12-01,2010-03-31,"PICKERING VALLEY LANDSCAPING, INC.",804 MANOR ROAD,,ELVERSON,PA,19520,"STEVEN P. BARSAMIAN, ESQUIRE, LAW OFFICE OF STEVEN",PHILADELPHIA,PA,408.687-014,"LABORER, LANDSCAPE",10.0,0,9.91,HR,9.91,HR
1193,C-09364-48353,2010-01-15,2009-12-30,PARTIAL CERTIFIED,H-2B,PA,2010-04-01,2010-12-01,"PICKERING VALLEY LANDSCAPE,INC.",804 MANOR ROAD,,ELVERSON,PA,19520,"STEVEN P. BARSAMIAN,  ESQ",PHILADELPHIA,PA,408.687-014,"LABORER, LANDSCAPE",35.0,33,,,,
1194,C-10231-50871,2010-08-24,2010-08-19,CERTIFIED,H-2B,PA,2010-09-01,2011-04-01,"STOKESAY CASTLE, LLC",141 STOKESAY CASTLE LANE,,READING,PA,19606,MICHAEL X. HARTOFELIS,ASTORIA,NY,350.677-030,WAITER/WAITRESS,30.0,30,7.61,HR,7.61,HR
1195,C-10204-50613,2010-08-13,2010-07-23,DENIED,H-2B,DE,2010-09-14,2011-09-14,AQUILINO P. ANDRES JR.,173 HAUT BRION AVENUE,,NEWARK,DE,19702,,,,309.674-014,PERSONAL ATTENDANT,1.0,0,11.5,HR,11.5,HR
1196,C-10011-48627,2010-01-13,2010-01-08,CERTIFIED,H-2B,DE,2010-04-01,2010-12-24,D. F. DISTRIBUTION INC. D/B/A CLOUDBURST LAWN  SPR,950 RIDGE ROAD SUITE E-8,,CLAYMONT,DE,19703,MJC LABOR SOLUTIONS LLC/ CARL A. HEMPHILL,UPPER DARBY,PA,408.687-014,"LABORER, LANDSCAPE",16.0,16,9.91,HR,9.91,HR
1197,C-10008-48616,2010-01-13,2010-01-08,PARTIAL CERTIFIED,H-2B,DE,2010-04-01,2010-12-01,FIELDSTONE GOLF CLUB,1000 DEAN ROAD,,GREENVILLE,DE,19707,"ROBERT WINGFIELD / AMIGO'S LABOR SOLUTIONS, INC.",DALLAS,TX,408.687-014,"LABORER, LANDSCAPE",23.0,10,9.2,HR,9.2,HR
1198,C-10169-50312,2010-07-02,2010-06-18,DENIED,H-2B,CA,2010-06-14,2010-12-14,"MAKWA USA, INC.",220 EAST DELAWARE AVENUE,,NEWARK,DE,19711,JEREMY J. LIME,HAINES CITY,FL,353.363-010,"GUIDE, SIGHTSEEING",60.0,0,12.91,HR,12.91,HR
1199,C-09358-48124,2009-12-30,2009-12-23,CERTIFIED,H-2B,DE,2010-03-15,2010-12-15,"FIELD OF DREAMS LAWN & LANDSCAPING, INC.",289 AIRPORT RD.,PO BOX 748,NEW CASTLE,DE,19720,GINNY MUILENBURG,POST FALLS,ID,408.687-014,"LABORER, LANDSCAPE",6.0,6,9.91,HR,9.91,HR
1200,C-10007-48573,2010-01-22,2010-01-07,CERTIFIED,H-2B,DE,2010-03-01,2010-12-31,"CIRILLO BROS, INC.",761 GRANTHAM LANE,,NEW CASTLE,DE,19720,"IAN BENOUIS, ATTY AT LAW",MANCHACA,TX,869.664-014,CONSTRUCTION WORKER I,20.0,20,,,,
1201,C-10019-48807,2010-02-17,2010-01-15,DENIED,H-2B,DE,2010-03-01,2010-12-15,FOREVER GREEN LANDSCAPING INC.,340 CHURCHMEN'S RD.,,NEW CASTLE,DE,19720,NINA QURESHI/IMMIGRATION LAW OFFICE OF NINA QURESH,WILMINGTON,DE,408.687-014,"LABORER, LANDSCAPE",9.0,0,10.83,HR,10.85,HR
1202,C-10075-49663,2010-03-31,2010-03-16,CERTIFIED,H-2B,DE,2010-04-01,2010-12-15,FOREVER GREEN LANDSCAPING INC.,340 CHURCHMEN'S RD.,,NEW CASTLE,DE,19720,MS. NINA QURESHI,WILMINGTON,DE,406.687-010,LANDSCAPE SPECIALIST,9.0,9,10.85,HR,10.85,HR
1203,C-10148-50208,2010-06-02,2010-05-28,CERTIFIED,H-2B,MD,2010-04-01,2010-12-01,DELAWARE FEED INC.,4 PARKWAY CIRCLE,,NEW CASTLE,DE,19720,CRAIG MCDOUGAL,NORMAN,OK,410.674-010,ANIMAL CARETAKER,8.0,8,8.04,HR,8.04,HR
1204,C-09321-47242,2009-12-22,2009-11-17,DENIED,H-2B,DE,2009-12-19,2010-02-28,COPELAND'S TREE SERVICE INC,211 BEESON AVE,,WILMINGTON,DE,19801,NINA QURESHI/IMMIGRATION LAW OFFICE OF NINA QURESH,WILMINGTON,DE,921.687-034,WOOD HANDLER,6.0,0,10.85,HR,10.85,HR
