,CASE_NUMBER,RECENT_DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVIALING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
1497,H-400-14017-060505,2014-01-31,2014-01-17,Certification,H-2B,FL,2014-04-01,2014-10-31,Austin Outdoor LLC - Jacksonville,11590 Davis Creek Road East,,Jacksonville,FL,32256,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,30,8.9,Hour,8.9,Hour
1498,H-400-14017-082900,2014-01-31,2014-01-17,Certification,H-2B,FL,2014-04-01,2014-10-17,Austin Outdoor LLC - Port St. Lucie,2665 SW Domina Road,,Port St. Lucie,FL,34953,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,16,9.32,Hour,9.32,Hour
1499,H-400-14017-897013,2014-02-03,2014-01-18,Certification,H-2B,AZ,2014-02-15,2014-11-30,"Gothic Landscape, Inc",2526 E Southern Ave,,Phoenix,AZ,85040,CORPORATE & EMPLOYEE SERVICES,CHARLES THURGOOD,PHOENIX,AZ,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,55,9.29,Hour,9.29,Hour
1500,H-400-14008-869625,2014-02-06,2014-01-08,Certification,H-2B,MO,2014-04-01,2014-12-14,Saul's Custom Designs,10601 Trenton Avenue,,St. Louis,MO,63132,"Arthur G. Carr III, Esq.",Arthur Carr III,St. Louis,MO,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,20,12.25,Hour,12.25,Hour
1501,H-400-14010-369449,2014-01-24,2014-01-10,Certification,H-2B,LA,2014-03-15,2014-12-15,Green Escapes Nursery Inc.,40482 Abby James Road,,Prairieville,LA,70769,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,JONI SNOW,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,10,8.41,Hour,8.41,Hour
1502,H-400-14014-224540,2014-03-12,2014-02-17,Denied,H-2B,NH,2014-06-15,2014-11-15,BRANDLI'S PIZZA GRILLE INC.,2 COMMON COURT,UNIT A28,NORTH CONWAY,NH,03860,,,,,35-9099,"Food Preparation and Serving Related Workers, All",Food Preparation and Server,0,8.14,Hour,8.14,Hour
1503,H-400-14014-489854,2014-02-07,2014-01-24,Certification,H-2B,PA,2014-04-01,2014-12-15,"IVS LANDSCAPING, LTD.",30 WEEKS DRIVE,,GARNET VALLEY,PA,19080,MATURANO & ASSOCIATES,SHARON ALEXANDER,KENNETT SQUARE,PA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer/Groundkeeper,10,14.04,Hour,14.04,Hour
1504,H-400-14015-966437,2014-01-29,2014-01-15,Certification,H-2B,NY,2014-03-15,2014-11-15,"Mandy Spring Farm Nursery, Inc.","1637 County Road, Route 28",,Granville,NY,12832,WORKFORCE ADVANTAGE,FERNANDO SAENZ,MECHANICSVILLE,VA,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,10,9.28,Hour,9.28,Hour
1505,H-400-14003-992796,2014-01-17,2014-01-03,Partial Certification,H-2B,AR,2014-02-28,2014-12-15,Land Design Inc,7521 Young Road,,North Little Rock,AR,72118,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,27,8.74,Hour,8.74,Hour
1506,H-400-14005-305900,2014-01-17,2014-01-05,Certification,H-2B,MO,2014-03-03,2014-11-28,"Canyon Stone, Inc.",550 E. Old Hwy 56,,Olathe,KS,66061,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,47-2061,Construction Laborers,Construction Laborers,12,12.0,Hour,12.0,Hour
1507,H-400-14008-525599,2014-01-22,2014-01-08,Certification,H-2B,MA,2014-04-01,2014-12-15,"Michael P. Neath Landscape Construction, Inc.",1185 Falmouth Road Suite 002,PO BOX 328,Centerville,MA,02632,,,,,37-3011,Landscaping and Groundskeeping Workers,Landscapers,2,15.9,Hour,15.9,Hour
1508,H-400-14015-795327,2014-01-29,2014-01-15,Certification,H-2B,NH,2014-04-20,2014-10-31,BALD PEAK COLONY CLUB,PO BOX 201,180 BALD PEAK DRIVE,MELVIN VILLAGE,NH,03850,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,35-9011,Dining Room and Cafeteria Attendants and Bartender,BUSPERSONS,10,9.0,Hour,9.0,Hour
1509,H-400-14015-976874,2014-01-29,2014-01-15,Certification,H-2B,KS,2014-04-01,2014-11-30,"Total Quality Concepts, Inc.",11713 King Street,,Overland Park,KS,66210,"Polsinelli, PC",JEFFREY BELL,KANSAS CITY,MO,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,2,12.37,Hour,12.37,Hour
1510,H-400-14007-714517,2014-01-22,2014-01-07,Certification,H-2B,MI,2014-04-24,2014-10-29,"Cloghaun, Inc.","PO Box 1540, 7504 Market Street",,Mackinac Island,MI,49757,"TIMOTHY J. O'LEARY, ATTORNEY AT LAW",TIMOTHY OLEARY,WASHINGTON,DC,37-2012,Maids and Housekeeping Cleaners,Housekeeper,2,9.37,Hour,9.37,Hour
1511,H-400-14007-348938,2014-02-28,2014-01-31,Denied,H-2B,TX,2014-02-04,2014-12-01,"Kellystone, Inc.",14601 E. Hwy 290,,Manor,TX,78621,,,,TX,47-2061,Construction Laborers,Laborer,0,11.89,Hour,11.89,Hour
1512,H-400-14007-496810,2014-01-30,2014-01-07,Certification,H-2B,GA,2014-04-01,2014-12-15,"Milo Enterprises, Inc.","3000 Old Alabama Rd., #119-413",,Alpharetta,GA,30022,"Amigo's Labor Solutions, Inc.",Robert Wingfield,Dallas,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,13,9.18,Hour,9.18,Hour
1513,H-400-14007-838801,2014-01-21,2014-01-07,Certification,H-2B,ND,2014-01-15,2014-10-31,MUNICH ELEVATOR & OIL CO.,PO BOX 100,403 PACIFIC AVENUE,MUNICH,ND,58352,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,45-2091,Agricultural Equipment Operators,GRAIN/AG LABORER,3,15.93,Hour,15.93,Hour
1514,H-400-14007-662267,2014-02-03,2014-01-20,Certification,H-2B,TX,2014-02-04,2014-12-01,"Temple Lawn and Landscape, LLC",10950 FM 3117,,Temple,TX,76501,"THE FOWLER LAW FIRM, PC",DANIEL KOWALSKI,AUSTIN,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,15,10.21,Hour,10.21,Hour
1515,H-400-13357-122180,2014-01-07,2013-12-23,Certification,H-2B,KS,2014-02-13,2014-12-13,"Curby's Lawn & Garden, LLC",14835 S. Gardner Rd.,"mailing: PO Box 301, Olathe KS 66051",Gardner,KS,66030,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,15,9.75,Hour,9.75,Hour
1516,H-400-13360-988800,2014-01-21,2014-01-07,Partial Certification,H-2B,CO,2014-04-01,2014-11-30,"HIGHLANDS LANDSCAPING & FENCING, LLC",5789 SHERIDAN BLVD.,,ARVADA,CO,80002,"JOSEPH LAW FIRM, PC",AMBER BLASINGAME,AURORA,CO,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,14,13.35,Hour,13.35,Hour
1517,H-400-13351-296744,2014-05-08,2014-04-17,Withdrawn,H-2B,CA,2014-04-20,2015-04-20,Toby Weiss,53 Domingo Avenue,,Berkeley,CA,94705,"Immigration Corp., P.C.",Roger Kubein,San Francisco,CA,39-9011,Childcare Workers,Nanny,0,11.21,Hour,11.21,Hour
1518,H-400-13364-547688,2014-01-13,2013-12-30,Certification,H-2B,PA,2014-04-01,2014-12-01,"Green Leaf Landscape & LawnCare, Inc.",1245 Flatwoods Road,,Vanderbilt,PA,15486,"Amigos Labor Solutions, Inc.","Robert Wingfield, Jr.",Dallas,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,7,9.28,Hour,9.28,Hour
1519,H-400-13364-744871,2014-01-13,2013-12-30,Certification,H-2B,FL,2014-02-01,2014-11-20,"WHATEVER ENTERPRISES, LLC",8803 NUNDY AVE.,"[MAIL: 11705 BOYETTE RD, RIVERVIEW, FL 33569]",GIBSONTON,FL,33534-0000,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,RIO HONDO,TX,35-3021,"Combined Food Preparation and Serving Workers,",Combined Food Preparation & Serving (Mobile),22,7.25,Hour,7.25,Hour
1520,H-400-13351-119205,2013-12-30,2013-12-17,Certification,H-2B,MA,2014-04-01,2014-11-01,Hyannis Flea Market Inc.,500 Main Street,,Hyannis,MA,02601,,,,,41-2031,Retail Salespersons,Retail Salesperson,3,12.85,Hour,12.85,Hour
1521,H-400-13352-587321,2013-12-30,2013-12-18,Certification,H-2B,NY,2014-04-01,2014-10-31,EAST BAY DETAILING  INC,PO BOX 400,19 HOWELL PLACE,SPEONK,NY,11972,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,53-7061,Cleaners of Vehicles and Equipment,BOAT CLEANER,5,10.95,Hour,10.95,Hour
1522,H-400-13352-206587,2013-12-30,2013-12-18,Partial Certification,H-2B,OH,2014-03-03,2014-11-21,"The Brickman Group, Ltd LLC","2275 Research Blvd., Suite 600",,Rockville,MD,20850,,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,22,11.44,Hour,11.44,Hour
1523,H-400-13352-667163,2013-12-30,2013-12-18,Partial Certification,H-2B,IN,2014-03-03,2014-11-21,"The Brickman Group, Ltd LLC","2275 Research Blvd., Suite 600",,Rockville,MD,20850,,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,19,11.68,Hour,11.68,Hour
1524,H-400-13354-443469,2014-01-16,2014-01-02,Certification,H-2B,CA,2014-04-01,2014-11-30,Evergreen Lodge,33160 Evergreen Rd,,Groveland,CA,95321,"WILLIAM VELIE, ATTORNEY AT LAW, PLLC",WILLIAM VELIE,NORMAN,OK,37-2012,Maids and Housekeeping Cleaners,House keeper,4,10.76,Hour,10.76,Hour
1525,H-400-13354-894546,2014-02-20,2014-02-06,Certification,H-2B,PA,2014-03-01,2014-12-31,"Rick's Lawn and Landscaping, Inc.",115 E Hilltop Road,,West Chester,PA,19382,"WILLIAM VELIE, ATTORNEY AT LAW, PLLC",WILLIAM VELIE,NORMAN,OK,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,6,10.08,Hour,10.08,Hour
1526,H-400-13354-934938,2014-01-23,2014-01-08,Certification,H-2B,WY,2014-04-15,2014-10-31,America's Best Value Inn-Covered Wagon Motel,730 S Main St.,PO Box 236,Lusk,WY,82225,"WILLIAM VELIE, ATTORNEY AT LAW, PLLC",WILLIAM VELIE,NORMAN,OK,37-2012,Maids and Housekeeping Cleaners,Housekeeper,4,8.87,Hour,8.87,Hour
1527,H-400-13354-488500,2014-01-28,2014-01-14,Certification,H-2B,PA,2014-03-15,2014-12-15,"AMC Nursery & Landscaping, Inc.",70 Hatfield-Souderton Pike Suite 200,,Souderton,PA,18964,"WILLIAM VELIE, ATTORNEY AT LAW, PLLC",WILLIAM VELIE,NORMAN,OK,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,15,10.08,Hour,10.08,Hour
1528,H-400-13354-520463,2014-01-03,2013-12-20,Certification,H-2B,MA,2014-04-01,2014-12-01,SIMMONS IRRIGATION,104 MEADOWBROOK ROAD,,NORTH CHATHAM,MA,02650,"CAPE LABOR SOLUTIONS, LLC",PETYA FEENEY,CHATHAM,MA,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPERS,3,15.9,Hour,15.9,Hour
1529,H-400-13357-915763,2014-01-08,2013-12-23,Certification,H-2B,MD,2014-03-17,2014-12-12,"Kane Landscapes, Inc.",105 Douglas Ct.,"mailing: P.O. Box 650369, Potomac Falls, VA 20165",Sterling,VA,20166,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,14,10.36,Hour,10.36,Hour
1530,H-400-13357-413008,2014-01-07,2013-12-23,Certification,H-2B,PA,2014-03-01,2014-12-10,"Clarke's Landscaping & Lawn Care, Inc.",3151 Funks Road,,Hatfield,PA,19440,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,11,10.0,Hour,10.0,Hour
1531,H-400-14017-385410,2014-01-31,2014-01-17,Certification,H-2B,OH,2014-04-01,2014-12-01,ADAM RESSLER,12750 BROADWAY AVENUE,,GARFIELD HTS,OH,44125,LAW OFFICE OF NICOLETA D. WOJNAR,NICOLETA WOJNAR,CLEVELAND,OH,37-3011,Landscaping and Groundskeeping Workers,Landscaper,10,12.05,Hour,12.05,Hour
1532,H-400-14017-481966,2014-02-05,2014-01-22,Certification,H-2B,SC,2014-03-15,2014-12-15,"The Collins Group, Inc.",P. O. Box 982 (mailing),6550 Liberty Hwy.,Pendleton,SC,29670,The Labor Company LLC (TLC),Evelyn Wright,Amherst,VA,37-3011,Landscaping and Groundskeeping Workers,landscape laborer,15,12.26,Hour,12.26,Hour
1533,H-400-14017-902317,2014-01-31,2014-01-17,Partial Certification,H-2B,MS,2014-04-01,2014-12-15,"Pro Lawn Landscape & Maintenance, Inc.",146 Reflection Cove,P.O. Box 1098  Madison MS 39130,Canton,MS,39046,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,11,8.67,Hour,8.67,Hour
1534,H-400-14017-809749,2014-01-31,2014-01-17,Partial Certification,H-2B,NC,2014-02-15,2014-12-01,Faust Inc.,1044 Lyerly Ridge Road,,Concord,NC,28027,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,8,9.19,Hour,9.19,Hour
1535,H-400-14017-299503,2014-01-31,2014-01-17,Certification,H-2B,PA,2014-03-15,2014-12-01,"Denison Landscaping, Inc.",4085 Jordan Street,,South Heights,PA,15081,WORKFORCE ADVANTAGE,FERNANDO SAENZ,MECHANICSVILLE,VA,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,40,9.14,Hour,9.14,Hour
1536,H-400-14017-161920,2014-02-10,2014-01-20,Certification,H-2B,TX,2014-04-01,2014-12-01,BIO LANDSCAPE AND MAINTENANCE INC.,10892 Shadow Wood,,HOUSTON,TX,77043,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA STRICKLAND-BIRKENSTOCK,DALLAS,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,98,9.16,Hour,9.16,Hour
1537,H-400-14016-704545,2014-02-27,2014-01-30,Certification,H-2B,OK,2014-04-15,2014-12-15,"Agraliners, LLC",42404 Moccasin Trail,PO Box 3489,Shawnee,OK,74802,"WILLIAM VELIE, ATTORNEY AT LAW, PLLC",Craig McDougal,NORMAN,OK,47-2132,"Insulation Workers, Mechanical",Field Crew Installer,2,19.82,Hour,19.82,Hour
1538,H-400-14016-125081,2014-02-20,2014-02-06,Certification,H-2B,MD,2014-04-01,2014-12-01,Hillbizon Farms,372 W Bay Front Road,,Lothian,MD,20711,"WILLIAM VELIE, ATTORNEY AT LAW, PLLC",Craig McDougal,NORMAN,OK,39-2021,Nonfarm Animal Caretakers,Horse Groom,3,11.62,Hour,11.62,Hour
1539,H-400-14017-423712,2014-02-11,2014-01-28,Certification,H-2B,VA,2014-04-01,2014-10-31,"W. R. Davenport, Jr.",1005 Poplar Neck Road,,White Stone,VA,22578,The Labor Company LLC (TLC),Evelyn Wright,Amherst,VA,53-7064,"Packers and Packagers, Hand",fish packers,10,7.79,Hour,7.79,Hour
1540,H-400-14015-489564,2014-02-26,2014-01-30,Certification,H-2B,MI,2014-04-01,2014-11-30,"THE BAYBERRY GROUP, INC",1 WOOD RIDGE ROAD,,GLEN ARBOR,MI,49636,Butzel Long,Scott Patterson,Bloomfield Hills,MI,35-2021,Food Preparation Workers,Prep Cooks,8,10.11,Hour,10.11,Hour
1541,H-400-14003-594716,2014-01-30,2014-01-16,Certification,H-2B,CA,2014-01-30,2014-11-17,"Apollo Farms, Inc",2703 April Road,,Agoura Hills,CA,91301,LLG ATTORNEY AT LAW,LISA GALLIATH,CARLSBAD,CA,39-2021,Nonfarm Animal Caretakers,Horse Show Groom,7,12.39,Hour,12.39,Hour
1542,H-400-14017-998796,2014-01-31,2014-01-17,Partial Certification,H-2B,CO,2014-04-01,2014-11-30,GREEN THUMB COMMERCIAL GROUNDS MAINTENANCE INC,7209 California drive,,colorado springs,CO,80923,HELP,JOSEPH YOUNG,GOFFSTOWN,NH,37-3011,Landscaping and Groundskeeping Workers,landscaping and grounds keeping workers,6,11.81,Hour,11.81,Hour
1543,H-400-14003-754300,2014-01-17,2014-01-03,Certification,H-2B,NJ,2014-04-01,2014-12-12,BTS Landscaping,2 Gold Mine Road,,Flanders,NJ,07836,"H-2B Labor Solutions, LLC",Luisa Ramirez,Pine Brook,NJ,37-3011,Landscaping and Groundskeeping Workers,Landscaping Labor,6,13.61,Hour,13.61,Hour
1544,H-400-14003-820259,2014-01-17,2014-01-03,Certification,H-2B,NC,2014-03-07,2014-12-01,Heaven & Earth Landscaping LLC,3102 Sun Valley Place,PO Box 1800,Indian Trail,NC,28079,International Labor Managment Corp,Daniel Fareel,Vass,NC,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,115,9.22,Hour,9.22,Hour
1545,H-400-14006-667037,2014-02-14,2014-01-31,Certification,H-2B,NY,2014-04-24,2014-11-10,"A of R Services, Inc.","Foster Plaza 5, 651 Holiday Drive, Suite 300",,Pittsburgh,PA,15220,"THE PIERCE LAW FIRM, LLC",ROBERT PIERCE,ANNAPOLIS,MD,39-3091,Amusement and Recreation Attendants,Carnival Worker,55,8.52,Hour,8.52,Hour
1546,H-400-14006-212849,2014-01-21,2014-01-06,Certification,H-2B,FL,2014-04-01,2014-11-14,Austin Outdoor LLC - Orlando,"1733  Benbow Court, Suite 1",,Apopka,FL,32703,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,29,8.79,Hour,8.79,Hour
1547,H-400-13363-812877,2014-01-10,2013-12-29,Certification,H-2B,DE,2014-02-03,2014-11-28,"Reclaimed Roofs, Inc.",609 Parker Ct.,,Wilmington,DE,19808,BENOUIS LAW OFFICE,KEMAL BENOUIS,MANCHACA,TX,53-7062,"Laborers and Freight, Stock, and Material Movers,",Laborer,3,12.87,Hour,12.87,Hour
1548,H-400-13352-291398,2013-12-30,2013-12-18,Certification,H-2B,PA,2014-03-03,2014-11-21,"The Brickman group, ltd LLC","2275 Research Blvd., Suite 600",,Rockville,MD,20850,,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,10,12.37,Hour,12.37,Hour
1549,H-400-13352-100005,2013-12-30,2013-12-18,Partial Certification,H-2B,TN,2014-03-03,2014-11-21,"The Brickman Group, Ltd LLC","2275 Reserach Blvd., Suite 600",,Rockville,MD,20850,,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,12,11.46,Hour,11.46,Hour
1550,H-400-13352-582643,2013-12-30,2013-12-18,Certification,H-2B,NY,2014-04-01,2014-11-10,SHINNECOCK HILLS GOLF CLUB,200 TUCKAHOE ROAD,,SOUTHAMPTON,NY,11968,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,35-9011,Dining Room and Cafeteria Attendants and Bartender,BUSPERSON,2,9.5,Hour,9.5,Hour
1551,H-400-13352-643423,2013-12-30,2013-12-18,Certification,H-2B,KY,2014-03-03,2014-11-21,"The Brickman Group, Ltd LLC","2275 Research Blvd., Suite 600",,Rockville,MD,20850,,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,25,10.6,Hour,10.6,Hour
1552,H-400-13352-734059,2013-12-30,2013-12-18,Certification,H-2B,ME,2014-04-01,2014-11-15,GREY HAVENS INN,PO BOX 1307,96 SEGUINLAND ROAD,KENNEBUNK,ME,04043,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,37-2012,Maids and Housekeeping Cleaners,HOUSEKEEPING,2,10.2,Hour,10.2,Hour
1553,H-400-13352-445136,2013-12-30,2013-12-18,Certification,H-2B,NY,2014-04-01,2014-11-30,SHAGWONG RESTAURANT,774 MAIN STREET,,MONTAUK,NY,11954,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,35-9011,Dining Room and Cafeteria Attendants and Bartender,BUSPERSON,7,9.5,Hour,9.5,Hour
1554,H-400-13352-584564,2013-12-30,2013-12-18,Certification,H-2B,NY,2014-04-01,2014-12-15,CLEMENTE PRESTOLINO LANDSCAPE CONTRACTOR,1024 BOWLING GREEN DRIVE,,WESTBURY,NY,11590,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,2,10.4,Hour,10.4,Hour
1555,H-400-13352-397933,2013-12-30,2013-12-18,Certification,H-2B,NY,2014-04-01,2014-12-20,MR LANDSCAPE INC,PO BOX 974,601 CHESTNUT RIDGE ROAD,NEW CITY,NY,10956,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,5,10.27,Hour,10.27,Hour
1556,H-400-13352-235766,2013-12-30,2013-12-18,Certification,H-2B,NY,2014-04-01,2014-11-30,CIFARELLI'S CRYSTAL CLEAR CLEANING CORP,PO BOX 1476,13000 MAIN ROAD,MATTITUCK,NY,11952,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,37-2011,"Janitors and Cleaners, Except Maids and",WINDOW WASHER,34,11.15,Hour,11.15,Hour
1557,H-400-13352-613110,2013-12-30,2013-12-18,Certification,H-2B,NY,2014-04-01,2014-11-30,MANUCCI'S AT THE MANOR,PO BOX 730,440 WEST LAKE DRIVE,MONTAUK,NY,11954,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,35-9011,Dining Room and Cafeteria Attendants and Bartender,BUSPERSON,3,9.5,Hour,9.5,Hour
1558,H-400-13352-300987,2013-12-30,2013-12-18,Certification,H-2B,MO,2014-03-28,2014-11-30,BREAD AND BUTTER LAWN CARE LLC,94 RIVERMEADOWS DRIVE,,FLORISSANT,MO,63031,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,2,12.15,Hour,12.15,Hour
1559,H-400-13352-607123,2013-12-30,2013-12-18,Partial Certification,H-2B,NJ,2014-02-15,2014-12-15,"Martin Nursery, LLP",12 Righter Road,,Randolph,NJ,07869,,,,,37-3011,Landscaping and Groundskeeping Workers,Landscape Labor,14,13.61,Hour,13.61,Hour
1560,H-400-13352-094188,2014-01-08,2013-12-18,Certification,H-2B,NY,2014-04-01,2014-11-30,J & P POOL SERVICE,PO BOX 1839,9 S. DEVON PLACE,MONTAUK,NY,11954,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,37-2011,"Janitors and Cleaners, Except Maids and",POOL CLEANER,3,15.15,Hour,15.15,Hour
1561,H-400-13352-131089,2013-12-30,2013-12-18,Certification,H-2B,TX,2014-02-20,2014-11-30,"ASTRO AMUSEMENT CO., INC.","2200 W. Higgins Road, Ste. 135",,Hoffman Estates,IL,60169,"Law Office of Joe A. Nichols, P.A.",Joe Nichols,Sanford,FL,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,100,8.34,Hour,8.34,Hour
1562,H-400-13352-639354,2013-12-30,2013-12-18,Partial Certification,H-2B,OH,2014-03-03,2014-12-15,"Mike Ward Landscaping, Inc.",10491 State Route 48,,Loveland,OH,45140,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,17,9.75,Hour,9.75,Hour
1563,H-400-13352-301816,2013-12-30,2013-12-18,Certification,H-2B,MO,2014-03-03,2014-12-15,"Shawnee Mission Tree Service, Inc.",8250 Cole Parkway,,Shawnee,KS,66227,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,30,9.75,Hour,9.75,Hour
1564,H-400-14015-199556,2014-01-31,2014-01-15,Certification,H-2B,NY,2014-04-20,2014-10-31,DEVON YACHT CLUB,PO BOX 2549,300 ABRAHANS LANDING ROAD,AMAGANSETT,NY,11930,U.S. AMERICANS INC,JOHN GISMONDI,WESTBURY,NY,35-3031,Waiters and Waitresses,WAITERS/WAITRESSES,14,11.0,Hour,11.0,Hour
1565,H-400-14015-167057,2014-01-29,2014-01-15,Partial Certification,H-2B,WY,2014-04-01,2014-11-30,"Chalk Buttes Landscaping, Inc.",201 Sanford Ave.,,Douglas,WY,82633,"AMIGOS LABOR SOLUTIONS, INC.",Robert Wingfield,DALLAS,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,9,10.1,Hour,10.1,Hour
1566,H-400-14016-292878,2014-02-05,2014-01-22,Partial Certification,H-2B,TX,2014-02-05,2014-12-01,"Horton Horticulture, Inc.",538 Everest,,San Antonio,TX,78209,"THE FOWLER LAW FIRM, PC",DANIEL KOWALSKI,AUSTIN,TX,37-3011,Landscaping and Groundskeeping Workers,Laborer,28,8.55,Hour,8.55,Hour
1567,H-400-14016-345510,2014-02-21,2014-02-07,Certification,H-2B,VA,2014-03-01,2014-12-15,"Rock Creek Innovations, Inc.",P. O. Box 306 (mailing),17178 Pouncey Tract Road (physical),Rockville,VA,23146,The Labor Company LLC (TLC),Evelyn Wright,Amherst,VA,37-3011,Landscaping and Groundskeeping Workers,landscape laborer,3,11.72,Hour,11.72,Hour
1568,H-400-14006-302486,2014-01-30,2014-01-06,Certification,H-2B,ND,2014-04-15,2014-11-15,LAWN KING LAWN SERVICES,1601 DYKE AVE,,GRAND FORKS,ND,58201,,,,,37-3011,Landscaping and Groundskeeping Workers,Landscaper,5,12.45,Hour,12.45,Hour
1569,H-400-13353-966850,2014-01-02,2013-12-19,Partial Certification,H-2B,DE,2014-03-15,2014-11-30,Fieldstone Golf Club / Troon Golf,1000 Dean Road,,Greenville,DE,19707,Amigos Labor Solutions,Robert Wingfield,Dallas,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,27,9.52,Hour,9.52,Hour
1570,H-400-13357-982435,2014-01-07,2013-12-23,Certification,H-2B,KS,2014-02-13,2014-12-13,"Signature Landscape, Inc.",15705 S. Pflumm Road,,Olathe,KS,66062,"másLabor H-2B, LLC",Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,110,9.75,Hour,9.75,Hour
