,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
1395,C-08308-40633,2009-01-05 16:12:38,2008-10-31 00:00:00,CERTIFIED,KS,2009-02-13 00:00:00,2009-12-01 00:00:00,"KONRADY'S LAWN & LANDSCAPING, INC.",4512 SPEAKER ROAD,,KANSAS CITY,KS,66106,ELIZABETH WHITLEY,"MAS LABOR H2B, LLC",LOVINGSTON,VA,"LABORER, LANDSCAPE",30,8.53,HR,8.53,HR
1396,C-08308-40634,2008-11-03 15:24:01,2008-10-31 00:00:00,PARTIAL CERTIFIED,UT,2009-01-02 00:00:00,2009-10-31 00:00:00,GARCIA PLASTERING,7848 W. WOOLLEY WAY,,MAGNA,UT,84044,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,45,8.52,HR,8.52,HR
1397,C-08308-40635,2008-11-03 14:30:41,2008-10-31 00:00:00,CERTIFIED,UT,2009-01-02 00:00:00,2009-10-31 00:00:00,TRUGREEN LANDCARE OF UTAH,2225 SOUTH 400 WEST,,SALT LAKE CITY,UT,84115,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,"LABORER, LANDSCAPE",50,8.09,HR,8.09,HR
1398,C-08308-40636,2009-01-02 11:26:28,2008-10-31 00:00:00,CERTIFIED,NY,2009-02-12 00:00:00,2009-12-01 00:00:00,BRISTOL'S GARDEN CENTER,7454 VICTOR - PITTSFORD RD.,,VICTOR,NY,14564,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",22,8.24,HR,8.24,HR
1399,C-08308-40637,2008-11-03 15:07:50,2008-10-31 00:00:00,CERTIFIED,UT,2009-01-02 00:00:00,2009-10-31 00:00:00,"EARTHTECH WEST II, LTD.",280 WEST 500 SOUTH,,LEVAN,UT,84639,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,15,9.58,HR,9.58,HR
1400,C-08308-40638,2009-02-05 09:44:24,2008-10-31 00:00:00,DENIED,UT,2009-01-02 00:00:00,2009-10-31 00:00:00,TRIPLE A LANDSCAPING,172 SOUTH STATE STREET,,OREM,UT,84058,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,"LABORER, LANDSCAPE",0,6.96,HR,6.96,HR
1401,C-08308-40639,2008-11-12 12:41:32,2008-10-31 00:00:00,CERTIFIED,UT,2009-01-15 00:00:00,2009-11-15 00:00:00,RAGING WATERS,1201 W 1700 SOUTH,,SALT LAKE CITY,UT,84104,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,"MAINTENANCE REPAIRER, INDUSTRIAL",10,10.93,HR,11.0,HR
1402,C-08308-40640,2009-03-02 11:37:07,2008-10-31 00:00:00,DENIED,NY,2009-02-01 00:00:00,2009-11-30 00:00:00,DOUBLE K MANAGEMENT CORP. DBA MONTAUK LAKE CLUB,126 SOUTH EDGEMERE ST.,P.O. BOX 2247,MONTAUK,NY,11954,A & D INTERNATIONAL/ DONNA MCLEAN,45 STERLING PL.,HEMPSTEAD,NY,DINING ROOM ATTENDANT,0,7.44,HR,8.0,HR
1403,C-08308-40641,2008-11-03 15:47:13,2008-10-31 00:00:00,CERTIFIED,UT,2009-01-02 00:00:00,2009-10-31 00:00:00,"BARTILE ROOFS, INC.",725 NORTH 1000 WEST,,CENTERVILLE,UT,84014,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,CONSTRUCTION WORKER II,25,8.36,HR,8.36,HR
1404,C-08308-40642,2008-11-03 14:27:50,2008-10-31 00:00:00,CERTIFIED,UT,2009-01-02 00:00:00,2009-10-31 00:00:00,"HIGH COUNTRY CONSTRUCTION, LLC",6784 W 9500 N,,HIGHLAND,UT,84003,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,30,9.58,HR,9.58,HR
1405,C-08308-40643,2008-12-17 12:04:54,2008-10-31 00:00:00,CERTIFIED,NY,2009-02-01 00:00:00,2009-12-01 00:00:00,AQUA TURF IRRIGATION SYSTEMS LLC,4 WAREHOUSE LANE,,ELMSFORD,NY,10523,WORKFORCE ADVANTAGE / FERNANDO SAENZ,P.O. BOX 9168,RICHMOND,VA,"LABORER, LANDSCAPE",17,9.19,HR,9.19,HR
1406,C-08308-40644,2008-11-03 15:21:44,2008-10-31 00:00:00,CERTIFIED,UT,2009-01-02 00:00:00,2009-10-31 00:00:00,BEAUTIFUL TILE,248 E. 9800 S.,,SALEM,UT,84653,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,40,9.58,HR,9.75,HR
1407,C-08308-40645,2008-11-03 14:13:20,2008-10-31 00:00:00,CERTIFIED,UT,2009-01-02 00:00:00,2009-10-31 00:00:00,"BLEGGCO MASONRY, INC.",1373 N. 600 E.,,MAPLETON,UT,84664,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,15,9.58,HR,9.58,HR
1408,C-08308-40646,2008-11-03 15:51:50,2008-10-31 00:00:00,CERTIFIED,UT,2009-01-02 00:00:00,2009-10-31 00:00:00,TCB LANDSCAPING,7356 N. WHILEAWAY RD,,PARK CITY,UT,84098,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,"LABORER, LANDSCAPE",20,8.09,HR,8.09,HR
1409,C-08308-40647,2009-03-02 16:21:32,2008-10-31 00:00:00,DENIED,PA,2009-02-13 00:00:00,2009-12-13 00:00:00,"GREEN START, INC.",145 SWAMP CREEK ROAD,,GILBERTSVILLE,PA,19525,"MAS LABOR H2B , LLC",ELIZABETH  WHITLEY,LOVINGSTON,VA,"LABORER, LANDSCAPE",0,9.4,HR,9.4,HR
1410,C-08308-40648,2008-12-11 08:39:46,2008-10-30 00:00:00,CERTIFIED,VA,2009-02-02 00:00:00,2009-11-30 00:00:00,VALLEYCREST LANDSCAPE MAINTENANCE,525 INDUSTRIAL PARK DRIVE,,NEWPORT NEWS,VA,23608,,,,,"LABORER, LANDSCAPE",95,8.09,HR,8.09,HR
1411,C-08308-40649,2008-12-11 10:11:18,2008-10-30 00:00:00,PARTIAL CERTIFIED,NC,2009-02-02 00:00:00,2009-11-30 00:00:00,THE BYRD'S GROUP,7509 GRIER ROAD,,CHARLOTTE,NC,28213,"MAS LABOR H2-B, LLC",ELIZABETH D. WHITLEY,LOVINGSTON,VA,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",15,8.14,HR,8.14,HR
1412,C-08308-40650,2008-12-31 15:18:09,2008-10-30 00:00:00,PARTIAL CERTIFIED,KS,2009-02-12 00:00:00,2009-12-12 00:00:00,MESSENGERS LANDSCAPE,7360 WEST 162ND STREET,SUITE 108,OVERLAND PARK,KS,66085,"MAS LABOR H2-B, LLC",ELIZABETH D. WHITLEY,LOVINGSTON,VA,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",18,8.53,HR,8.53,HR
1413,C-08308-40651,2009-01-09 09:25:19,2008-11-03 00:00:00,DENIED,FL,2009-02-01 00:00:00,2009-12-01 00:00:00,"ANCHOR BUILDING SERVICES, INC.","3304 NORTH LINDBERGH BOULEVARD,",,ST. ANN,MO,63074,"MICHAEL X. HARTOLFELIS, ESQ.","40-12 31ST AVE, SUITE 1",ASTORIA,NY,HOUSEKEEPER,0,7.22,HR,7.22,HR
1414,C-08308-40652,2008-12-11 08:57:50,2008-11-03 00:00:00,PARTIAL CERTIFIED,FL,2009-02-02 00:00:00,2009-11-30 00:00:00,"ALL PRO LAND CARE OF TALLAHASSEE, INC.",2800 MAHAN DRIVER,,TALLAHASSEE,FL,32308,"MAS LABOR H2B, LLC  C/O ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"LABORER, LANDSCAPE",25,8.04,HR,8.04,HR
1415,C-08308-40653,2008-12-17 10:00:09,2008-11-03 00:00:00,PARTIAL CERTIFIED,FL,2009-02-01 00:00:00,2009-12-01 00:00:00,"COVENANT HOSPITALITY, LLC",571 55TH AVE,,ST PETE BEACH,FL,33706,WILLIAM VELIE,"VELIE & VELIE, P.C.",NORMAN,OK,"CLEANER, HOUSEKEEPING",50,7.75,HR,7.75,HR
1416,C-08308-40655,2008-12-11 08:05:24,2008-11-03 00:00:00,CERTIFIED,MA,2009-02-01 00:00:00,2009-10-31 00:00:00,CROWN & ANCHOR INC.,247 COMMERCIAL ST.,,PROVINCETOWN,MA,2657,,,,,KITCHEN HELPER,12,9.48,HR,10.0,HR
1417,C-08308-40656,2008-12-11 10:01:10,2008-11-03 00:00:00,PARTIAL CERTIFIED,FL,2009-02-01 00:00:00,2009-12-01 00:00:00,CAROL KING LANDSCAPE MAINTENANCE INC.,7032 OLD CHENEY HIGHWAY,,ORLANDO,FL,32807,"MAS LABOR H2B, LLC  C/O ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"LABORER, LANDSCAPE",48,8.79,HR,8.79,HR
1418,C-08308-40657,2008-11-25 09:30:16,2008-11-03 00:00:00,CERTIFIED,TX,2009-01-01 00:00:00,2009-11-15 00:00:00,"ALPINE AMUSEMENT COMPANY, INC.",2648 WILD TIMOTHY ROAD,,NAPERVILLE,IL,60564,"JOE A. NICHOLS, ESQ","LAW OFFICE OF JOE A. NICHOLS, PA",SANFORD,FL,AMUSEMENT PARK WORKER,50,7.32,HR,7.77,HR
1419,C-08308-40658,2008-12-11 09:53:51,2008-11-03 00:00:00,CERTIFIED,FL,2009-02-02 00:00:00,2009-12-02 00:00:00,LMI LANDSCAPES INC,11901 FAYAL DRIVE,,JACKSONVILLE,FL,32258,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",20,8.06,HR,8.06,HR
1420,C-08308-40659,2008-12-11 09:43:00,2008-11-03 00:00:00,PARTIAL CERTIFIED,MA,2009-02-02 00:00:00,2009-12-01 00:00:00,"D. FOLEY LANDSCAPE, INC.",49 SUMMER STREET,,SOUTH WALPOLE,MA,2081,WORKFORCE ADVANTAGE/FERNANDO SAENZ,PO BOX 9168,RICHMOND,VA,"LABORER, LANDSCAPE",35,10.47,HR,10.47,HR
1421,C-08308-40660,2008-11-13 16:22:46,2008-11-03 00:00:00,PARTIAL CERTIFIED,CA,2009-01-02 00:00:00,2009-10-31 00:00:00,NORTH STAR CONSTRUCTION,1282 STABLER LANE # 630-206,,YUBA CITY,CA,95993,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,CONSTRUCTION WORKER I,2,12.18,HR,12.5,HR
1422,C-08308-40661,2009-02-02 15:56:27,2008-11-03 00:00:00,DENIED,FL,2009-02-01 00:00:00,2009-11-05 00:00:00,"ANCHOR BUILDING SERVICES, INC.",3304 NORTH LINDBERGH BOULEVARD,,ST. ANN,MO,63074,"MICHAEL X. HARTOLFELIS, ESQ. LOMA USA, INC","40-12 31ST AVE, SUITE1",ASTORIA,NY,"CLEANER, HOUSEKEEPING",0,7.48,HR,7.48,HR
1423,C-08308-40662,2008-12-11 10:21:52,2008-11-03 00:00:00,PARTIAL CERTIFIED,CT,2009-02-01 00:00:00,2009-11-30 00:00:00,ULTIMATE SERVICES PROFESSIONAL GROUNDS MANAGEMENT,31 TOSUN RD,,WOLCOTT,CT,6716,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",100,9.47,HR,9.65,HR
1424,C-08308-40663,2008-12-31 14:33:20,2008-11-03 00:00:00,CERTIFIED,FL,2009-02-15 00:00:00,2009-11-30 00:00:00,"COASTAL VENTURES MGMT, LLC DBW HILTON SANDESTIN",4012 COMMONS DRIVE W,SUITE 104-D,DESTIN,FL,32541,"DIANA D. CARLI, ESQ.",4012 COMMONS DRIVE WEST SUITE 104,DESTIN,FL,HOUSECLEANER,95,7.22,HR,7.5,HR
1425,C-08308-40664,2008-12-19 10:48:45,2008-10-31 00:00:00,PARTIAL CERTIFIED,MD,2009-02-03 00:00:00,2009-11-30 00:00:00,"THE BRICKMAN GROUP, LTD.",18277-D FLOWER HILL WAY,,GAITHERSBURG,MD,15237,,,,,"LABORER, LANDSCAPE",50,8.21,HR,8.21,HR
1426,C-08308-40665,2008-12-11 09:30:21,2008-11-03 00:00:00,PARTIAL CERTIFIED,MO,2009-02-05 00:00:00,2009-12-04 00:00:00,"KIRKWOOD MATERIAL SUPPLY, INC.",800 S. FILLMORE,,KIRKWOOD,MO,63122,"ARTHUR G. CARR III, ESQ.",2804 JANUARY AVE.,ST. LOUIS,MO,"LABORER, LANDSCAPE",30,8.75,HR,8.75,HR
1427,C-08308-40666,2008-12-17 09:38:39,2008-11-03 00:00:00,CERTIFIED,IN,2009-02-01 00:00:00,2009-11-01 00:00:00,GLIDDEN FENCE COMPANY,17808 SPRING MILL ROAD,P.O. BOX 481,WESTFIELD,IN,46074,WORKFORCE ADVANTAGE/  FERNANDO SAENZ,PO BOX 9168,RICHMOND,VA,FENCE ERECTOR,35,11.06,HR,11.06,HR
1428,C-08308-40667,2008-12-29 15:27:28,2008-10-31 00:00:00,CERTIFIED,VA,2009-02-08 00:00:00,2009-12-06 00:00:00,SHNI CORPORATION T/A COMFORT INN CENTRAL,2007 RICHMOND RD,,WILLIAMSBURG,VA,23185,"MAS LABOR H2B, LLC  ELIZABETH WHITLEY",650 FRONT ST.,LOVINGSTON,VA,"CLEANER, HOUSEKEEPING",11,6.55,HR,7.5,HR
1429,C-08308-40668,2008-12-11 12:22:11,2008-11-03 00:00:00,CERTIFIED,WA,2009-02-02 00:00:00,2009-11-30 00:00:00,"U.K. ELITE SOCCER, INC","210 MALAPARDIS RD., SUITE 201",,CEDAR KNOLLS,NJ,7927,KENDRA KEMBEL,1300 BENT CREEK BLVD,MECHANICSBURG,PA,HEAD COACH,100,10.74,HR,10.74,HR
1430,C-08308-40669,2009-01-06 10:52:58,2008-11-03 00:00:00,CERTIFIED,FL,2009-02-01 00:00:00,2009-12-01 00:00:00,"STAR MANAGEMENT GROUP, LLC",4301 1ST  AVE. NORTH,,SAINT PETERSBURG,FL,33713,WILLIAM P. VELIE,210 EAST MAIN STREET,NORMAN,OK,"CLEANER, HOUSEKEEPING",50,7.38,HR,7.38,HR
1431,C-08308-40670,2008-11-25 10:11:12,2008-11-03 00:00:00,CERTIFIED,AL,2009-02-02 00:00:00,2009-11-20 00:00:00,"GREENSCAPE CONTRACTORS, LLC","3322 SOUTH MEMORIAL PKWY, SUITE 531",,HUNTSVILLE,AL,35801,"GINNY MILLENBURG, LABOR CONULTANTS INTERNATIONAL",1810 E. SCHNEIDMILLER AVE. #350,POST FALLS,ID,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",15,7.26,HR,7.26,HR
1432,C-08308-40671,2008-12-11 08:47:09,2008-11-03 00:00:00,CERTIFIED,TX,2009-02-02 00:00:00,2009-10-30 00:00:00,"THE LANDSCAPE PARTNERS, LTD",7231 BAKER BLVD.,,RICHLAND HILLS,TX,76118,,,,,"LABORER, LANDSCAPE",30,7.71,HR,7.71,HR
1433,C-08308-40672,2008-12-11 09:47:44,2008-11-03 00:00:00,PARTIAL CERTIFIED,MO,2009-02-01 00:00:00,2009-12-01 00:00:00,"ANCHOR BUILDING SERVICES, INC.",3304 NORTH LINDBERGH BOULEVARD,,SAINT ANN,MO,63074,"MICHAEL X. HARTOLFELIS, ESQ. LOMA USA, INC","40-12 31ST AVE, SUITE1",ASTORIA,NY,HOUSEKEEPER,15,8.08,HR,8.08,HR
1434,C-08308-40673,2008-12-29 12:07:36,2008-11-03 00:00:00,CERTIFIED,FL,2009-02-01 00:00:00,2009-11-15 00:00:00,"ANCHOR BUILDING SERVICES, INC.",3304 NORTH LINDBERGH BOULEVARD,,ST. ANN,MO,63074,"MICHAEL X. HARTOLFELIS, ESQ. LOMA USA, INC","40-12 31ST AVE, SUITE1",ASTORIA,NY,"WAITER/WAITRESS, INFORMAL",100,7.38,HR,7.38,HR
1435,C-08308-40675,2008-11-14 15:44:49,2008-10-31 00:00:00,CERTIFIED,PA,2008-12-05 00:00:00,2009-03-30 00:00:00,"PICKERING VALLEY LANDSCAPING, INC",804 MANOR ROAD,,ELVERSON,PA,19520,"STEVEN P. BARSAMIAN, ESQUIRE",LAW OFFICE OF STEVEN P. BARSAMIAN,PHILADELPHIA,PA,"LABORER, LANDSCAPE",15,9.4,HR,9.4,HR
1436,C-08308-40676,2008-12-11 08:04:46,2008-11-03 00:00:00,CERTIFIED,MA,2009-02-01 00:00:00,2009-11-30 00:00:00,CROWN & ANCHOR INC.,247 COMMERCIAL ST,,PROVINCETOWN,MA,2657,,,,,HOUSEKEEPER,6,8.76,HR,10.0,HR
1437,C-08308-40677,2008-12-18 16:01:13,2008-11-03 00:00:00,PARTIAL CERTIFIED,FL,2009-02-02 00:00:00,2009-12-01 00:00:00,"COMPLETE LANDCARE, INC.",6659 MUCK POND RD.,,SEFFNER,FL,33584,"ROBERT D. KERSHAW, THE LAW OFFICE OF ROBERT KERSHA","3355 BEE CAVES RD., STE. 307",AUSTIN,TX,"LABORER, LANDSCAPE",25,8.11,HR,8.11,HR
1438,C-08308-40678,2008-12-17 10:10:29,2008-11-03 00:00:00,PARTIAL CERTIFIED,FL,2009-02-01 00:00:00,2009-12-01 00:00:00,"COVENANT HOSPITALITY, LLC",571 55TH AVE,,ST PETE BEACH,FL,33706,WILLIAM VELIE,"VELIE & VELIE, P.C.",NORMAN,OK,"CLEANER, HOUSEKEEPING",180,7.38,HR,7.38,HR
1439,C-08308-40679,2009-01-09 13:10:47,2008-11-03 00:00:00,CERTIFIED,TX,2009-02-03 00:00:00,2009-12-03 00:00:00,"LANDSCAPE ART, INC.",2303 DICKINSON AVE.,,LEAGUE CITY,TX,77573,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA (FE,2901 BUCKS BAYOU RD.,BAY CITY,TX,"LABORER, LANDSCAPE",15,6.77,HR,6.77,HR
1440,C-08308-40680,2008-11-03 16:34:10,2008-11-03 00:00:00,CERTIFIED,IL,2009-01-01 00:00:00,2009-10-31 00:00:00,NASC INC,47 WATER STREET,,MYSTIC,CT,6355,NANCY SCARCELLA,SILK & CO.,CLEVELAND,OH,"INSTRUCTOR, SPORTS",70,2833.0,MTH,2833.0,MTH
1441,C-08308-40681,2008-12-11 07:50:16,2008-11-03 00:00:00,PARTIAL CERTIFIED,AR,2009-02-03 00:00:00,2009-12-03 00:00:00,"THE GOOD EARTH CONSTRUCTION, LLC.",15601 CANTRELL ROAD,,LITTLE ROCK,AR,72223,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",20,6.93,HR,7.76,HR
1442,C-08308-40682,2009-02-20 13:41:53,2008-11-03 00:00:00,DENIED,MO,2009-02-05 00:00:00,2009-12-04 00:00:00,"MILLS FOUNDATIONS, LLC",1811 NORTH MONET ROAD,,NIXA,MO,65714,"ARTHUR G. CARR III, ESQ.",2804 JANUARY AVENUE,ST. LOUIS,MO,CONSTRUCTION WORKER I,0,8.31,HR,10.0,HR
1443,C-08308-40683,2009-01-07 09:58:40,2008-11-03 00:00:00,CERTIFIED,WA,2009-02-01 00:00:00,2009-09-30 00:00:00,ALPINE ASCENTS INTERNATIONAL,121 MERCER STREET,,SEATTLE,WA,98109,"JANET CHEETHAM, JOEL PAGET, RACHEL HUNERYAGER","RYAN, SWANSON & CLEVELAND, PLLC",SEATTLE,WA,"GUIDE, SIGHTSEEING",10,16.01,HR,16.01,HR
1444,C-08308-40684,2008-12-29 15:35:55,2008-11-03 00:00:00,CERTIFIED,FL,2009-02-01 00:00:00,2009-12-01 00:00:00,"SEASONAL EMPLOYEE CONCEPTS, LLC",626 SUNWARD DR.,,OFALLON,MO,63368,WILLIAM VELIE,"VELIE & VELIE, P.C.",NORMAN,OK,"CLEANER, HOUSEKEEPING",70,7.26,HR,7.26,HR
1445,C-08308-40685,2008-12-11 09:38:28,2008-11-03 00:00:00,PARTIAL CERTIFIED,MO,2009-02-03 00:00:00,2009-11-30 00:00:00,"THE BRICKMAN GROUP, LTD.",18227 D FLOWER HILL WAY,,GAITHERSBURG,MD,20879,,,,,"LABORER, LANDSCAPE",200,8.65,HR,8.65,HR
1446,C-08308-40686,2008-12-11 09:31:01,2008-11-03 00:00:00,PARTIAL CERTIFIED,MO,2009-02-05 00:00:00,2009-12-04 00:00:00,"FOLLMER YARD WORKS, INC.",2667 OAK DRIVE,,O'FALLEN,MO,63368,,,,,LANDSCAPE GARDENER,40,8.65,HR,8.75,HR
1447,C-08308-40687,2008-12-11 07:19:55,2008-11-03 00:00:00,PARTIAL CERTIFIED,FL,2009-02-01 00:00:00,2009-12-01 00:00:00,"ANCHOR BUILDING SERVICES, INC.",3304 NORTH LINDBERGH BOULEVARD,,SAINT ANN,MO,63074,"MICHAEL X. HARTOLFELIS, ESQ. LOMA USA, INC","40-12 31ST AVE, SUITE1",ASTORIA,NY,HOUSEKEEPER,12,7.26,HR,7.26,HR
1448,C-08308-40688,2009-01-06 16:03:42,2008-11-03 00:00:00,CERTIFIED,CT,2009-02-14 00:00:00,2009-12-14 00:00:00,"PERCO, INC.",157 WHALLEY AVENUE,,NEW HAVEN,CT,6511,,,,,"LABORER, LANDSCAPE",40,9.25,HR,9.25,HR
1449,C-08308-40689,2008-12-11 15:57:32,2008-11-03 00:00:00,PARTIAL CERTIFIED,KS,2009-02-03 00:00:00,2009-11-30 00:00:00,THE BRICKMAN GROUP LTD.,18227-D FLOWER HILL WAY,,GAITHERSBURG,MD,20879,,,,,"LABORER, LANDSCAPE",40,8.53,HR,8.53,HR
1450,C-08308-40690,2009-02-04 16:46:00,2008-10-31 00:00:00,CERTIFIED,MD,2009-02-02 00:00:00,2009-11-30 00:00:00,VALLEYCREST LANDSCAPE MAINTENANCE,24800 FREDERICK ROAD,,CLARKSBURG,MD,20871,,,,,"LABORER, LANDSCAPE",30,8.67,HR,8.67,HR
1451,C-08308-40691,2008-12-11 12:21:40,2008-11-03 00:00:00,CERTIFIED,FL,2009-02-01 00:00:00,2009-11-30 00:00:00,"GDK LEASING, INC. DBA AMPLEX",13100 34 STREET N.,,CLEARWATER,FL,33762,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",16,8.11,HR,8.11,HR
1452,C-08308-40692,2008-12-11 10:30:22,2008-11-03 00:00:00,CERTIFIED,MO,2009-02-05 00:00:00,2009-12-04 00:00:00,SELECT OUTDOOR SERVICES LLC,12430 TESSON FERRY ROAD,,ST LOUIS,MO,63128,"ARTHUR G. CARR III, ESQ.",2804 JANUARY AVE.,ST. LOUIS,MO,"LABORER, LANDSCAPE",20,8.65,HR,8.75,HR
1453,C-08308-40693,2008-12-11 07:31:31,2008-11-03 00:00:00,PARTIAL CERTIFIED,TX,2009-02-01 00:00:00,2009-11-30 00:00:00,"SHOOTER & LINDSEY, INC.",27271 KATY FREEWAY,,KATY,TX,77494,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,2901 BUCKS BAYOU ROAD,BAY CITY,TX,"LABORER, LANDSCAPE",35,6.77,HR,6.77,HR
1454,C-08308-40694,2008-12-11 10:17:18,2008-11-03 00:00:00,CERTIFIED,MA,2009-02-01 00:00:00,2009-10-31 00:00:00,PROVINCETOWN INN INC.,1 COMMERCIAL ST,,PROVINCETOWN,MA,2657,,,,,HOUSEKEEPER,15,8.76,HR,9.0,HR
1455,C-08308-40695,2008-12-24 16:18:10,2008-11-03 00:00:00,CERTIFIED,AZ,2009-01-01 00:00:00,2009-10-31 00:00:00,"SOUTHWEST CAULKING CONTRACTORS, INC.",5824 SOUTH 25TH ST.,,PHOENIX,AZ,85040,JESUS RAUL LEON/ SUAME CORP,1122 BUCKEYE RD. B8,PHOENIX,AZ,CONSTRUCTION WORKER I,1,16.67,HR,16.67,HR
1456,C-08308-40696,2008-12-11 09:23:22,2008-11-03 00:00:00,PARTIAL CERTIFIED,MO,2009-02-05 00:00:00,2009-12-04 00:00:00,"O'HARA LANDSCAPE/LAWN CARE, INC.",1040 NORTH LINDBERGH BOULEVARD,,ST. LOUIS,MO,63132,"ARTHUR G. CARR III, ESQ.",2804 JANUARY AVE.,ST. LOUIS,MO,"LABORER, LANDSCAPE",60,8.65,HR,8.75,HR
1457,C-08308-40697,2008-12-18 14:50:08,2008-10-31 00:00:00,CERTIFIED,MD,2009-02-01 00:00:00,2009-11-30 00:00:00,SUN VENTURES INC,2957 JESSUP ROAD,,JESSUP,MD,20794,,,,,"LABORER, LANDSCAPE",92,8.89,HR,8.89,HR
1458,C-08308-40698,2008-11-06 14:08:54,2008-11-03 00:00:00,CERTIFIED,CA,2008-10-01 00:00:00,2009-09-30 00:00:00,BELLA SARATOGA,14503 BIG BASIN WAY,,SARATOGA,CA,95070,FIONA MCENTEE,"AMERICAN SERVICES NETWORK, PC",CHICAGO,IL,CHEF,1,15.43,HR,15.43,HR
1459,C-08308-40699,2008-12-11 09:45:51,2008-11-03 00:00:00,PARTIAL CERTIFIED,MO,2009-02-05 00:00:00,2009-12-04 00:00:00,"CHESTERFIELD LANDSCAPE AND DESIGN, INC.",18118 CHESTERFIELD AIRPORT ROAD,,CHESTERFIELD,MO,63005,"ARTHUR G. CARR III, ESQ.",2804 JANUARY AVE.,ST. LOUIS,MO,"LABORER, LANDSCAPE",30,8.65,HR,8.75,HR
1460,C-08308-40700,2008-12-17 10:05:19,2008-11-03 00:00:00,PARTIAL CERTIFIED,FL,2009-02-01 00:00:00,2009-12-01 00:00:00,"SEASONAL EMPLOYEE CONCEPTS, LLC",626 SUNWARD DR.,,OFALLON,MO,63368,WILLIAM VELIE,"VELIE & VELIE, P.C.",NORMAN,OK,"CLEANER, HOUSEKEEPING",120,7.26,HR,7.26,HR
1461,C-08308-40701,2009-01-20 15:29:01,2008-11-03 00:00:00,DENIED,MA,2009-02-01 00:00:00,2009-10-31 00:00:00,EASTERN POINT YACHT CLUB,6 HANCOCK STREET,,GLOUCESTER,MA,1930,,,,,KITCHEN HELPER,0,10.26,HR,10.26,HR
1462,C-08308-40702,2008-12-11 07:18:18,2008-11-03 00:00:00,CERTIFIED,TX,2009-01-12 00:00:00,2009-11-11 00:00:00,"RTS LANDSCAPING, INC.",1005 N. RALPH HALL,,ROCKWALL,TX,75087,DENNY L LYNES OR LORI L WHITTEN,P.O. BOX 363,WYLIE,TX,"LABORER, LANDSCAPE",5,7.67,HR,7.67,HR
1463,C-08308-40703,2009-02-13 10:16:50,2008-11-03 00:00:00,DENIED,ME,2009-02-01 00:00:00,2009-11-30 00:00:00,ANCHORAGE BY THE SEA,125 SHORE ROAD,,OGUNQUIT,ME,3907,ROBERT LALTOO,96 LOGGING ROAD,CAPE NEDDICK,ME,HOUSEKEEPER,0,7.91,HR,8.85,HR
