,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
2031,C-07306-29076,2007-12-06 11:25:27,2007-11-02 00:00:00,CERTIFIED,LA,2008-02-15 00:00:00,2008-12-15 00:00:00,DERRICK SMITH CONSTRUCTION LLC,15327 WP STEWART RD,,BOGALUSA,LA,70427,FEDERATION OF EMPLOYERS AND,WORKERS  OF AMERICA,BAY CITY,TX,"LABORER, CONSTRUCTION OR LEAK GANG",10.0,8.1,HR,8.1,HR
2032,C-07305-29044,2007-12-06 11:30:09,2007-11-01 00:00:00,CERTIFIED,NV,2008-02-01 00:00:00,2008-11-30 00:00:00,"LANDSCAPES UNLIMITED, LLC",1201 ARIES DRIVE,,LINCOLN,NV,68512,GRACE  S. KAN,"KAN LAW,  P.C.",IRVING,TX,"LABORER, LANDSCAPE",40.0,7.78,HR,7.88,HR
2033,C-07324-30030,2007-12-06 11:31:26,2007-11-19 00:00:00,CERTIFIED,TX,2008-01-14 00:00:00,2008-11-14 00:00:00,M&S FRAMING,8203 WHITE OAK,,SAN ANTONIO,TX,78230,"SAM HADDAD, J.D., M.A.",ATTORNEY & COUNSELOR,AUSTIN,TX,GENERAL HELPER,25.0,7.82,HR,7.85,HR
2034,C-07337-30920,2007-12-06 11:33:00,2007-11-30 00:00:00,CERTIFIED,UT,2008-02-01 00:00:00,2008-11-30 00:00:00,SLEEPY RIDGE GOLF LINKS,700 SOUTH SLEEPY RIDGE DRIVE,,OREM,UT,84057,JAMES ALCALA,"ALCALA LAW FIRM, PC",SALT LAKE CITY,UT,"LABORER, LANDSCAPE",50.0,7.23,HR,7.8,HR
2035,C-07324-30033,2007-12-06 11:33:49,2007-11-19 00:00:00,CERTIFIED,TX,2008-02-01 00:00:00,2008-12-01 00:00:00,"LUPTON IRRIGATION, LLC",1401 O'REILLY CT.,,AUSTIN,TX,78734,ROBERT KERSHAW,"REINA & KERSHAW, P.C.",AUSTIN,TX,"LABORER, LANDSCAPE",20.0,7.38,HR,7.38,HR
2036,A-07337-30945,2007-12-06 11:36:45,2007-11-30 00:00:00,CERTIFIED,MD,2008-02-11 00:00:00,2008-11-19 00:00:00,"U.K. ELITE SOCCER, INC","210 MALAPARDIS ROAD, SUITE 201",,CEDAR KNOLLS,NJ,7927,"KENDRA S KEMBEL, ESQ.",1300 BENT CREEK BLVD.,MECHANICSBURG,PA,"INSTRUCTOR, SPORTS",100.0,20.0,HR,20.0,HR
2037,A-07334-30866,2007-12-06 11:38:22,2007-11-29 00:00:00,CERTIFIED,NC,2008-02-15 00:00:00,2008-12-15 00:00:00,"ELDRIDGE CONCRETE CONSTRUCTION, INC.",7962 HARPER HOUSE RD.,,NEWTON GROVE,NC,28366,"IAN BENOUIS, ATTORNEY AT LAW",14000 LA PALMA RANCH RD.,MANCHACA,TX,CONSTRUCTION WORKER II,65.0,8.71,HR,9.39,HR
2038,C-07340-31377,2007-12-06 11:38:57,2007-12-05 00:00:00,PARTIAL CERTIFIED,TX,2008-01-14 00:00:00,2008-11-13 00:00:00,"SANFORD & SONS, INC.",5364 CR 1005,,CENTER,TX,75935,DENNY L. LYNES OR LORI L. WHITTEN,ACTION VISA ASSISTANCE,WYLIE,TX,"LABORER, LANDSCAPE",12.0,7.06,HR,7.06,HR
2039,C-07305-29045,2007-12-06 11:50:22,2007-11-01 00:00:00,CERTIFIED,MO,2008-02-01 00:00:00,2008-11-15 00:00:00,"PRO-LAWNS, INC",P.O.BOX 577,,O'FALLEN,MO,63366,SUZANNE BROWN,"LAW OFFICES OF SUZANNE BROWN, P.C.",ST. LOUIS,MO,"LABORER, LANDSCAPE",10.0,7.88,HR,7.88,HR
2040,A-07318-29537,2007-12-06 11:51:27,2007-11-13 00:00:00,CERTIFIED,VA,2008-02-15 00:00:00,2008-12-15 00:00:00,NORFOLK LANDSCAPING COMPANY,1004 WEST 26TH STREET,,NORFOLK,VA,23505,WORKFORCE ADVANTAGE,FERNANDO E. SEANZ,RICHMOND,VA,"LABORER, LANDSCAPE",12.0,7.88,HR,7.88,HR
2041,A-07324-30062,2007-12-06 11:54:49,2007-07-19 00:00:00,CERTIFIED,PA,2008-02-15 00:00:00,2008-12-15 00:00:00,"CREATIVE EXTERIORS, INC.",53 TANNERY ROAD,,DILLSBURG,PA,17019,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD STREET, SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",18.0,7.61,HR,7.7,HR
2042,A-07327-30213,2007-12-06 11:57:35,2007-11-20 00:00:00,CERTIFIED,GA,2008-02-15 00:00:00,2008-12-15 00:00:00,"MILO ENTERPRISES, INC. D/B/A CHAMPION LAWN CARE",3000 OLD ALABAMA RD.,# 119-346,ALPHARETTA,GA,30022,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD STREET, SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",12.0,8.05,HR,8.1,HR
2043,C-07331-30494,2007-12-06 11:59:03,2007-11-26 00:00:00,CERTIFIED,MO,2008-02-15 00:00:00,2008-12-15 00:00:00,"TOPCARE LAWN SERVICE, INC.",373 AXMINISTER DRIVE,,FENTON,MO,63026,TONG (TONY) GAO,THE OFFICE OF TONY T. GAO,ST. LOUIS,MO,"LABORER, LANDSCAPE",260.0,7.88,HR,7.88,HR
2044,A-07330-30316,2007-12-06 12:03:26,2007-11-23 00:00:00,CERTIFIED,MD,2008-02-15 00:00:00,2008-12-15 00:00:00,"KINGSDENE NURSERIES, INC.",16435 YORK ROAD,,MONKTON,MD,21111,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD STREET, SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",8.0,8.45,HR,8.47,HR
2045,A-07319-29650,2007-12-06 12:08:00,2007-11-14 00:00:00,CERTIFIED,NJ,2008-02-01 00:00:00,2008-11-30 00:00:00,"JERSEY UNITED SOCCER, LLC",239 NORTH 2ND AVENUE,,MANVILLE,NJ,8835,"JEFFREY I. BRONSON, ESQ., P.C.",65 MADISON AVENUE,MORRISTOWN,NJ,"INSTRUCTOR, SPORTS",4.0,17830.0,YR,32500.0,YR
2046,A-07325-30179,2007-12-06 12:11:50,2007-11-20 00:00:00,CERTIFIED,MD,2008-02-13 00:00:00,2008-12-15 00:00:00,"CARROLL LANDSCAPING, INC",9700 COURT ROAD,,WINDSOR,MD,21244,"MAS LABOR H2B, LLC",ELIZABETH D. WHITLEY,LOVINGSTON,VA,"LABORER, LANDSCAPE",20.0,8.45,HR,9.0,HR
2047,C-07310-29149,2007-12-06 12:32:24,2007-11-05 00:00:00,DENIED,TX,2008-01-01 00:00:00,2008-10-31 00:00:00,THE MEKIN GROUP L.L.C.,2006 N. JACKSON RD,,PHARR,TX,78577,BELINDA RODRIGUEZ,PRO SERVICES,SAN ANTONIO,TX,WELDER FITTER,0.0,8.51,HR,8.51,HR
2048,C-07323-29897,2007-12-06 12:46:20,2007-11-16 00:00:00,CERTIFIED,MO,2008-02-01 00:00:00,2008-11-30 00:00:00,"MID-AMERICA POOL RENOVATIONS, INC.",6604 EAST 224TH TERRACE,,PECULIAR,MO,64078,GAIL GOEKE,"THE MCCRUMMEN IMMIGRATION LAW GROUP, LLC",NORTH KANSAS CITY,MO,CONSTRUCTION WORKER I,10.0,11.22,HR,11.22,HR
2049,C-07309-29133,2007-12-06 12:47:59,2007-11-05 00:00:00,CERTIFIED,LA,2007-12-01 00:00:00,2008-10-01 00:00:00,TREASURE CHEST CASINO,5050 WILLIAMS BOULEVARD,,KENNER,LA,70065,LINDA TURNER,"ADNIL SERVICES, INC.",BRUNSWICK,ME,COOK HELPER,14.0,6.12,HR,8.0,HR
2050,C-07337-30903,2007-12-06 13:10:14,2007-11-30 00:00:00,CERTIFIED,UT,2008-02-01 00:00:00,2008-11-30 00:00:00,"GREG H. GUST CONCRETE, INC.",6755 SOUTH 950 EAST,,MIDVALE,UT,84047,"JAMES ALCALA , ALCALA LAW FIRM",1380 WEST INDIANA AVENUE,SALT LAKE CITY,UT,CONSTRUCTION WORKER I,10.0,8.38,HR,8.38,HR
2051,C-07333-30712,2007-12-06 13:12:57,2007-11-28 00:00:00,CERTIFIED,TX,2008-02-15 00:00:00,2008-12-15 00:00:00,JOHNSON & SONS,1309 SUMMIT AVE. #9,,PLANO,TX,75074,"AMIGOS LABOR SOLUTIONS, INC.","3141 HOOD STREET, SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",13.0,7.56,HR,7.58,HR
2052,C-07332-30535,2007-12-06 13:20:53,2007-11-26 00:00:00,CERTIFIED,MO,2008-02-15 00:00:00,2008-12-15 00:00:00,"SFP LANDSCAPING, INC.",9800 GRAVOIS ROAD,,ST. LOUIS,MO,63123,ISOM,59 JUNIPER ROAD,ELDON,MO,"LABORER, LANDSCAPE",12.0,7.88,HR,7.88,HR
2053,A-07334-30840,2007-12-06 13:22:33,2007-11-29 00:00:00,CERTIFIED,SC,2008-02-15 00:00:00,2008-11-15 00:00:00,MARRIOTT VACATION CLUB INTERNATIONAL RESORT,1044 WM  HILTON PARKWAY,,HILTON HEAD,SC,29928,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA T. STRICKLAND,TABOR CITY,NC,HOUSECLEANER,81.0,7.61,HR,8.0,HR
2054,C-07334-30836,2007-12-06 13:33:17,2007-11-29 00:00:00,CERTIFIED,CA,2008-02-01 00:00:00,2008-11-30 00:00:00,NORTH STAR CONSTRUCTION,1282 STABLER LANE #630-206,,YUBA CITY,CA,95993,"JAMES ALCALA , ALCALA LAW FIRM",1380 WEST INDIANA AVENUE,SALT LAKE CITY,UT,CONSTRUCTION WORKER I,1.0,10.24,HR,10.24,HR
2055,C-07333-30717,2007-12-06 13:36:22,2007-11-28 00:00:00,CERTIFIED,TX,2008-02-15 00:00:00,2008-11-30 00:00:00,"COMMERCIAL LAWN SERVICE, INC.",1205 PHEASANT RUN,,SAN ANTONIO,TX,78253,FEDERATION OF EMPLOYERS AND,WORKERS  OF AMERICA,BAY CITY,TX,"LABORER, LANDSCAPE",12.0,7.0,HR,7.0,HR
2056,A-07338-31074,2007-12-06 13:37:26,2007-12-03 00:00:00,CERTIFIED,VA,2008-02-15 00:00:00,2008-12-15 00:00:00,"VIRGINIA TURF MANAGEMENT ASSOCIATES, INC.",915 DUKE STREET,P.O.BOX 160,PORTSMOUTH,VA,23704,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",P.O.BOX 6,DRAKE,CO,"LABORER, LANDSCAPE",100.0,7.88,HR,7.88,HR
2057,A-07338-31161,2007-12-06 13:40:22,2007-12-03 00:00:00,CERTIFIED,TN,2008-02-15 00:00:00,2008-12-15 00:00:00,"HOLBROOK ENTERPRISES, INC DBA/US LAWNS OF EAST CHA",PO BOX 636,,OOLTEWAH,TN,37363,,,,,"LABORER, LANDSCAPE",18.0,7.22,HR,7.22,HR
2058,C-07333-30727,2007-12-06 13:40:58,2007-11-29 00:00:00,CERTIFIED,TX,2008-01-14 00:00:00,2008-11-13 00:00:00,"T. HYDE ENTERPRISES, INC.",4815 KING ST.,,GREENVILLE,TX,75401,DENNY L. LYNES OR LORI L. WHITTEN,ACTION VISA ASSISTANCE,WYLIE,TX,"LABORER, LANDSCAPE",17.0,7.27,HR,7.27,HR
2059,A-07296-28567,2007-12-06 13:54:16,2007-10-22 00:00:00,CERTIFIED,FL,2008-01-15 00:00:00,2008-11-15 00:00:00,THE DAVEY TREE EXPERT COMPANY,8555 PLUMMER ROAD,,JACKSONVILLE,FL,32219,WORKFORCE ADVANTAGE,FERNANDO E. SAENZ,RICHMOND,VA,"LABORER, LANDSCAPE",15.0,8.3,HR,8.3,HR
2060,A-07337-30969,2007-12-06 14:03:44,2007-11-30 00:00:00,PARTIAL CERTIFIED,VA,2008-02-13 00:00:00,2008-12-15 00:00:00,HRC INCORPORATED,2813 CATAWBA ROAD,,BLACKSBURG,VA,24060,"MAS LABOR H2B, LLC  ELIZABETH D. WHITLEY",650 FRONT STREET / P.O. BOX 507,LOVINGSTON,VA,CONSTRUCTION WORKER II,20.0,9.35,HR,9.35,HR
2061,A-07337-31033,2007-12-06 14:06:24,2007-12-03 00:00:00,PARTIAL CERTIFIED,VA,2008-02-15 00:00:00,2008-10-31 00:00:00,"LIGHT HOUSE HOLF VIRGINIA, LLC",3463 FARMVILLE ROAD,,FARMVILLE,VA,23901,WORKFORCE ADVANTAGE / FERNANDO E. SAENZ,P.O. BOX 9168,RICHMOND,VA,"LABORER, LANDSCAPE",10.0,7.08,HR,8.0,HR
2062,A-07337-31005,2007-12-06 14:09:05,2007-12-03 00:00:00,CERTIFIED,VA,2008-02-15 00:00:00,2008-12-15 00:00:00,"GARCIA'S DRYWALL COMPANY, LLC",8312 NORRISTOWN DR.,,NORFOLK,VA,23518,WORKFORCE ADVANTAGE FERNANDO E. SAENZ,P.O. BOX 9168,RICHMOND,VA,CONSTRUCTION WORKER II,15.0,7.48,HR,7.48,HR
2063,A-07337-30940,2007-12-06 14:10:24,2007-11-30 00:00:00,CERTIFIED,MD,2008-02-15 00:00:00,2008-12-15 00:00:00,LANDSCAPE DEVELOPMENT COMPANY,16307 CARRS MILL ROAD,,WOODBINE,MD,21797,"WORKFORCE ADVANTAGE, GENERAL MANAGER FERNANDO E. S",P.O BOX 9168,RICHMOND,VA,"LABORER, LANDSCAPE",20.0,8.45,HR,8.45,HR
2064,A-07320-29877,2007-12-06 14:20:12,2007-11-16 00:00:00,PARTIAL CERTIFIED,MS,2008-02-13 00:00:00,2008-12-15 00:00:00,"HOLLINGSWORTH LAWN & LANDSCAPE, INC.",PO BOX 333,307 MIDWAY ROAD,SANDHILL,MS,39161,"MAS LABOR H2B, LLC",ELIZABETH D. WHITLEY,LOVINGSTON,VA,"LABORER, LANDSCAPE",13.0,7.37,HR,7.37,HR
2065,A-07337-31034,2007-12-06 14:20:42,2007-12-03 00:00:00,PARTIAL CERTIFIED,VA,2008-02-15 00:00:00,2008-12-15 00:00:00,"SOUTHERN LANDSCAPE GROUP, INC.",192 MILES LANE,,EVINGTON,VA,24550,WORKFORCE ADVANTAGE / FERNANDO E. SAENZ,P.O. BOX 9168,RICHMOND,VA,"LABORER, LANDSCAPE",20.0,7.7,HR,7.7,HR
2066,A-07337-30956,2007-12-06 14:25:11,2007-11-30 00:00:00,CERTIFIED,MD,2008-02-15 00:00:00,2008-12-15 00:00:00,"CFC ENTERPRISES, LLC",4220 BLACKROCK RD,,UPPERCO,MD,21155,WORKFORCE ADVANTAGE/FERNANDO E. SAENZ,P.O. BOX 9168,RICHMOND,VA,"LABORER, LANDSCAPE",15.0,8.45,HR,8.5,HR
2067,A-07338-31198,2007-12-06 14:31:54,2007-12-03 00:00:00,CERTIFIED,PA,2008-03-01 00:00:00,2008-11-30 00:00:00,VALLEY BROOK COUNTRY CLUB,425 HIDDEN VALLEY ROAD,,MCMURRAY,PA,15317,INTERNATIONAL LABOR MANAGEMENT,230 CARMERON AVE.,VASS,NC,"LABORER, LANDSCAPE",10.0,7.29,HR,7.29,HR
2068,A-07334-30853,2007-12-06 14:36:07,2007-11-29 00:00:00,CERTIFIED,NC,2008-02-11 00:00:00,2008-12-11 00:00:00,EASTERN SERVICES LLC DBA RALEIGH PAVING,5810 HILLSBOROUGH ST.,,RALEIGH,NC,27606,TAMMY ALECIO BILINGUAL HR CONSULTANTS INC.,PO BOX 5644,CARY,NC,CONSTRUCTION WORKER II,10.0,8.36,HR,9.88,HR
2069,A-07332-30608,2007-12-06 14:37:30,2007-11-27 00:00:00,CERTIFIED,MD,2008-02-15 00:00:00,2008-12-15 00:00:00,"RIGGS LANDSCAPING,  INC.",11032A ROCKY RIDGE RD.,,KEYMAR,MD,21757,FERNANDO E. SAENZ; WORKFORCE ADVANTAGE,P.O. BOX 9168,RICHMOND,VA,"LABORER, LANDSCAPE",3.0,8.45,HR,8.45,HR
2070,A-07331-30514,2007-12-06 14:38:33,2007-11-26 00:00:00,CERTIFIED,NY,2008-02-15 00:00:00,2008-12-15 00:00:00,DANIEL H. RAYNOR,35 VALORIE ROAD,,SOUTHHAMPTON,NY,11968,"MARIO DEMARCO, ESQ",815 HORSEBLOCK ROAD,FARMINGVILLE,NY,"BRICKLAYER HELPER, FIREBRICK AND REFRACTORY TILE",1.0,8.2,HR,8.2,HR
2071,A-07334-30830,2007-12-06 14:39:30,2007-11-28 00:00:00,CERTIFIED,MD,2008-02-15 00:00:00,2008-12-15 00:00:00,"BARTENFELDER LANDSCAPE SERVICE , INC.",1811 STILL POND WAY,,BEL AIR,MD,21015,AMIGOS LABOR SOLUTIONS,3141 HOOD STREET,DALLAS,TX,"LABORER, LANDSCAPE",32.0,8.48,HR,8.48,HR
2072,A-07331-30513,2007-12-06 14:40:27,2007-11-26 00:00:00,CERTIFIED,NY,2008-02-15 00:00:00,2008-12-25 00:00:00,MONTAUK MANOR CONDOMINIUM,236 EDGEMERE STREET,,MONTAUK,NY,11954,"MARIO DEMARCO, ESQ.",815 HORSEBLOCK ROAD,FARMINGVILLE,NY,"CLEANER, HOUSEKEEPING",6.0,8.58,HR,8.58,HR
2073,A-07331-30475,2007-12-06 14:41:24,2007-11-23 00:00:00,CERTIFIED,MD,2008-02-13 00:00:00,2008-11-30 00:00:00,"SOUTH FORTY LANDSCAPING, INC.",10818 WILLIAMSON LANE,,COCKEYESVILLE,MD,21030,"MAS LABOR H2B, LLC",ELIZABETH D. WHITLEY,LOVINGSTON,VA,"LABORER, LANDSCAPE",17.0,8.45,HR,8.45,HR
2074,A-07330-30303,2007-12-06 14:44:16,2007-11-23 00:00:00,CERTIFIED,MD,2008-02-15 00:00:00,2008-12-15 00:00:00,"PROFESSIONAL MAINTENANCE SERVICES, INC.",13905 OLD STAGE ROAD,,BOWIE,MD,20720,,,,,"LABORER, LANDSCAPE",10.0,8.65,HR,8.65,HR
2075,A-07331-30453,2007-12-06 14:45:48,2007-11-23 00:00:00,CERTIFIED,VA,2008-02-15 00:00:00,2008-12-15 00:00:00,CLAUD'S LAWN CARE,1601 COUNTY STREET,,PORTSMOUTH,VA,23704,WORKFORCE ADVANTAGE / FERNANDO E. SAENZ,P.O. BOX 9168,RICHMOND,VA,"LABORER, LANDSCAPE",25.0,7.88,HR,7.88,HR
2076,A-07337-30941,2007-12-06 14:49:38,2007-11-29 00:00:00,CERTIFIED,MD,2008-02-15 00:00:00,2008-12-15 00:00:00,"HAROLD MARTZ & SON, INC.",8208 MORNING DEW LANE,,FREDERICK,MD,21702,"AMIGOS LABOR SOLUTINS, INC.","3141 HOOD STREET, SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",23.0,8.68,HR,8.7,HR
2077,A-07338-31075,2007-12-07 07:14:31,2007-12-03 00:00:00,CERTIFIED,VA,2008-02-15 00:00:00,2008-12-15 00:00:00,"VIRGINIA TURF MANAGEMENT ASSOCIATES, INC.",915 DUKE STREET,P.O.BOX 160,PORTSMOUTH,VA,23704,"KATHERIN L. AHL, AGENT LABOR SOLUTIONS, INC.",P.O.BOX 6,DRAKE,CO,TREE SURGEON,30.0,14.02,HR,14.02,HR
2078,C-07334-30804,2007-12-07 08:29:04,2007-11-29 00:00:00,CERTIFIED,MO,2008-02-15 00:00:00,2008-12-15 00:00:00,"METRO LAWN SPRINKLER SYSTEMS, INC.",291 INDACOM DRIVE,,ST. PETERS,MO,63376,A. WRIGHT,"417 S. MAIN STREET, SUITE 107",AMHERST,VA,"LABORER, LANDSCAPE",22.0,7.88,HR,7.9,HR
2079,C-07331-30484,2007-12-07 08:55:47,2007-11-26 00:00:00,PARTIAL CERTIFIED,MO,2008-02-15 00:00:00,2008-12-15 00:00:00,"M & P LANDSCAPING, INC.",1604 FAIRVIEW AVE.,,ST. LOUIS,MO,63132,"AMIGOS LABOR SOLUTINS, INC","3141 HOOD STREET, SUITE 440",DALLAS,TX,"LABORER, LANDSCAPE",14.0,7.88,HR,7.9,HR
2080,C-07333-30730,2007-12-07 09:08:25,2007-11-29 00:00:00,PARTIAL CERTIFIED,TX,2008-02-01 00:00:00,2008-12-01 00:00:00,"TEMPLE LAWN & LANDSCAPE, LLC",10950 FM 3117,,TEMPLE,TX,76501,ROBERT KERSHAW,"REINA & KERSHAW, P.C.",AUSTIN,TX,"LABORER, LANDSCAPE",8.0,7.48,HR,7.48,HR
2081,C-07334-30781,2007-12-07 09:15:34,2007-11-29 00:00:00,CERTIFIED,TX,2008-01-01 00:00:00,2008-10-31 00:00:00,SHADYSIDE FARM INC.,ONE HERITAGE TRAIL,,MAGNILIA,TX,77354,KAREN HUNTER COURREGES,"TINDALL & FOSTER, P.C.",HOUSTON,TX,ANIMAL CARETAKER,2.0,8.24,HR,8.24,HR
2082,C-07331-30486,2007-12-07 09:29:47,2007-11-26 00:00:00,CERTIFIED,MO,2008-02-15 00:00:00,2008-11-30 00:00:00,"DOCTOR'S AT THE LAKE, INC.",606 STATE ROAD TT,,SUNRISE BEACH,MO,65079,FEDERATION OF EMPLOYERS AND,WORKERS  OF AMERICA,BAY CITY,TX,"LABORER, LANDSCAPE",25.0,7.34,HR,7.34,HR
2083,C-07338-31059,2007-12-07 11:04:35,2007-12-03 00:00:00,CERTIFIED,WA,2008-02-15 00:00:00,2008-05-15 00:00:00,"NORTH PACIFIC SEAFOODS, INC.","4 NICKERSON STREET, STE. 400",,SEATTLE,WA,98109,"LIEBMAN-MIMBU, PLLC","270 S. HANFORD STREET, SUITE 100B",SEATTLE,WA,SUPERVISOR,2.0,29.57,HR,29.57,HR
2084,C-07310-29241,2007-12-07 11:07:05,2007-11-06 00:00:00,CERTIFIED,AZ,2008-02-01 00:00:00,2008-11-30 00:00:00,"RONNING LANDSCAPING, INC",535 E MCKELLIPS ROAD #127,,MESA,AZ,85203,C. JAN THURGOOD,CORPORATE & EMPLOYEE SERVICES,TEMPE,AZ,"LABORER, LANDSCAPE",50.0,7.32,HR,7.5,HR
2085,C-07324-30022,2007-12-07 11:10:01,2007-11-19 00:00:00,CERTIFIED,TX,2008-02-01 00:00:00,2008-11-30 00:00:00,TRUGREEN LANDCARE,214 RECOLETA ROAD,,SAN ANTONIO,TX,78216,ELIZABETH WHITLEY,"MAS LABOR H2B, LLC",LOVINGSTON,VA,"LABORER, LANDSCAPE",6.0,11.26,HR,11.26,HR
2086,C-07324-30086,2007-12-07 11:17:45,2007-11-19 00:00:00,CERTIFIED,TX,2008-02-01 00:00:00,2008-11-30 00:00:00,TRUGREEN LANDCARE,214 RECOLETA ROAD,,SAN ANTONIO,TX,78216,ELIZABETH D. WHITLEY,"MAS LABOR H2B, LLC",LOVINGSTON,VA,"LABORER, LANDSCAPE",20.0,7.0,HR,7.0,HR
2087,C-07312-29345,2007-12-07 11:21:26,2007-11-08 00:00:00,CERTIFIED,CO,2008-02-15 00:00:00,2008-11-30 00:00:00,"SANCTURY, INC.",7543 DANIELS PARK RD.,,SEDALIA,CO,80135,FEDERATION OF EMPLOYERS AND,WORKERS OF AMERICA,BAY CITY,TX,"LABORER, LANDSCAPE",20.0,8.51,HR,8.51,HR
2088,C-07312-29333,2007-12-07 11:29:29,2007-11-08 00:00:00,CERTIFIED,KS,2008-02-13 00:00:00,2008-12-01 00:00:00,"PINNACLE LAWN CARE, INC.",15315 KENNETH ROAD,,STANLEY,KS,66224,"MAS LABOR H2B, LLC, ELIZABETH D. WHITLEY",650 FRONT STREET,LOVINGSTON,VA,"LABORER, LANDSCAPE",17.0,8.33,HR,8.33,HR
2089,A-07339-31347,2007-12-07 11:40:34,2007-12-04 00:00:00,PARTIAL CERTIFIED,NC,2007-12-01 00:00:00,2008-06-01 00:00:00,"BRODIE CONTRACTORS, INC.",3901 COMPUTER DRIVE,,RALEIGH,NC,27609,PENNI P. BRADSHAW,"CONSTANGY, BROOKS & SMITH, LLC",WINSTON-SALEM,NC,BRICKLAYER,25.0,12.12,HR,12.77,HR
2090,A-07339-31348,2007-12-07 11:46:33,2007-12-04 00:00:00,PARTIAL CERTIFIED,NC,2007-12-01 00:00:00,2008-06-01 00:00:00,"BRODIE CONTRACTORS, INC.",3901 COMPUTER DRIVE,,RALEIGH,NC,27609,PENNI P. BRADSHAW,"CONSTANGY, BROOKS & SMITH, LLC",WINSTON-SALEM,NC,CONSTRUCTION WORKER II,25.0,9.71,HR,9.71,HR
2091,C-07330-30281,2007-12-07 12:10:07,2007-11-23 00:00:00,CERTIFIED,TX,2008-02-01 00:00:00,2008-12-01 00:00:00,MANUEL MANRIQUE CONSTRUCTION,10414 STEUBEN DRIVE,,SAN ANTONIO,TX,78230,BELINDA RODRIGUEZ,PRO SERVICES,SAN ANTONIO,TX,CARPENTER,17.0,7.82,HR,7.82,HR
2092,C-07337-30910,2007-12-07 12:12:42,2007-11-30 00:00:00,CERTIFIED,UT,2008-02-01 00:00:00,2008-11-30 00:00:00,ARMSTRONG SERVICES,2600 EAST 1300 SOUTH,,SALT LAKE CITY,UT,84108,"JAMES ALCALA , ALCALA LAW FIRM",1380 WEST INDIANA AVENUE,SALT LAKE CITY,UT,"LABORER, LANDSCAPE",20.0,7.8,HR,7.8,HR
2093,C-07337-30913,2007-12-07 12:15:03,2007-11-30 00:00:00,CERTIFIED,UT,2008-02-01 00:00:00,2008-11-30 00:00:00,"INTERNATIONAL PAINTING SYSTEMS, INC.",1431 WEST 1370 NORTH,,ST. GEORGE,UT,84770,"JAMES ALCALA , ALCALA LAW FIRM",1380 WEST INDIANA AVENUE,SALT LAKE CITY,UT,CONSTRUCTION WORKER II,20.0,10.49,HR,10.49,HR
2094,C-07320-29857,2007-12-07 13:15:38,2007-11-14 00:00:00,PARTIAL CERTIFIED,IN,2008-02-11 00:00:00,2008-12-01 00:00:00,THE BRICKMAN GROUP. LTD,18227 D. FLOWER HILL WAY,,GAITHERSBURG,MD,20879,,,,,"LABORER, LANDSCAPE",250.0,7.51,HR,7.51,HR
2095,C-07298-28687,2007-12-07 13:17:14,2007-10-25 00:00:00,CERTIFIED,AR,2008-02-01 00:00:00,2008-11-30 00:00:00,RIDGEWOOD FORESTRY,307 RIDGEWOOD CIRCLE,,ATLANTA,TX,75551,,,,,TREE PLANTER,270.0,9.45,HR,9.45,HR
2096,C-07302-28786,2007-12-07 13:18:32,2007-10-29 00:00:00,CERTIFIED,LA,2008-02-01 00:00:00,2008-12-01 00:00:00,PAVESTONE CO.,29095 KRENTEL RD.,,LACOMBE,LA,70445,JACKIE MITCHELL,3939 TWLVE OAKS AVENUE,BATON ROUGE,IL,MATERIAL HANDLER,5.0,8.71,HR,8.71,HR
2097,C-07309-29096,2007-12-07 13:19:48,2007-11-02 00:00:00,CERTIFIED,LA,2008-02-15 00:00:00,2008-12-15 00:00:00,"OASIS HORTICULTURE SERVICES, INC.",701 JEFFERSON HWY.,,JEFFERSON,LA,70121,FEDERATION OF EMPLOYERS AND,WORKERS  OF AMERICA,BAY CITY,TX,"LABORER, LANDSCAPE",25.0,6.94,HR,6.94,HR
