,CASE_NUMBER,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_CERTIFIED,PREVIALING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
808,H-400-12335-449682,2012-12-14 00:00:00,2012-11-30 00:00:00,Certified,H-2B,LA,2013-02-01 00:00:00,2013-12-01 00:00:00,"Landscape Services, L.L.C.",12993 Hammack Road,,Denham Springs,LA,70726,Jackie Mitchell,Baton Rouge,LA,37-3011,Landscaping and Groundskeeping Workers,Laborer,6,9.700000000000001,Hour,9.700000000000001,Hour
809,H-400-12335-324988,2012-12-14 00:00:00,2012-11-30 00:00:00,Certified,H-2B,TN,2013-03-01 00:00:00,2013-11-30 00:00:00,Blue Hawaiian Pools,135 Northstar Dr.,,Jackson,TN,38305,DANIELLE CLARK,WYLIE,TX,47-2061,Construction Laborers,CONSTRUCTION LABORER,7,11.97,Hour,11.97,Hour
810,H-400-12335-825779,2012-12-14 00:00:00,2012-11-30 00:00:00,Certified,H-2B,MS,2013-03-11 00:00:00,2013-11-30 00:00:00,"McClure Irrigation, Inc.",2610 Lakeland Drive,,Flowood,MS,39232,Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,14,8.120000000000001,Hour,8.120000000000001,Hour
811,H-400-12335-627483,2012-12-14 00:00:00,2012-11-30 00:00:00,Certified,H-2B,TX,2013-02-11 00:00:00,2013-10-31 00:00:00,"TAS, INC","5348 VEGAS DR.,#269",,LAS VEGAS,NV,89108-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendant,30,322.0,Week,322.0,Week
812,H-400-12335-491814,2012-12-14 00:00:00,2012-11-30 00:00:00,Certified,H-2B,CO,2013-03-11 00:00:00,2013-11-08 00:00:00,"CARIBOU CHALET, INC",1450 BIG THOMPSON AVE,,ESTES PARK,CO,80517,,,,37-2012,Maids and Housekeeping Cleaners,Housekeeper,14,8.75,Hour,8.75,Hour
813,H-400-12335-586754,2012-12-14 00:00:00,2012-11-30 00:00:00,Certified,H-2B,VA,2013-03-01 00:00:00,2013-12-31 00:00:00,The Lawn Barber Corporation,"1110 West Pembroke Ave., #8A",,Hampton,VA,23661,Elizabeth Whitley,Lovingston,VA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,7,8.1,Hour,8.1,Hour
814,H-400-12335-195113,2012-12-14 00:00:00,2012-11-30 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-20 00:00:00,MONTAUK IGA,654 MONTAUK HIGHWAY,,MONTAUK,NY,11954,JOHN GISMONDI,WESTBURY,NY,43-5081,Stock Clerks and Order Fillers,MARKING CLERK,12,8.5,Hour,8.5,Hour
815,H-400-12335-125306,2012-12-14 00:00:00,2012-11-30 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-20 00:00:00,RSLA INC,PO BOX 3237,62 MUIR BLVD,EAST HAMPTON,NY,11937,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,6,9.5,Hour,9.5,Hour
816,H-400-12335-803530,2012-12-14 00:00:00,2012-11-30 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-20 00:00:00,CLEMENTE PRESTOLINO LANDSCAPE CONTRACTOR,1024 BOWLING GREE DRIVE,,WESTBURY,NY,11590,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,2,9.5,Hour,9.5,Hour
817,H-400-12335-953374,2012-12-14 00:00:00,2012-11-30 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-11-30 00:00:00,TRAil's ENd LTD,63 South Euclid Ave,PO Box 231,MoNtauk,NY,11954,DeNig MiNto,HEMpStead,NY,35-9011,Dining Room and Cafeteria Attendants and Bartender,Dining Room & Hand out CaFeteria Bartender Helper,5,8.5,Hour,8.5,Hour
818,H-400-12335-035223,2012-12-14 00:00:00,2012-11-30 00:00:00,Certified,H-2B,CA,2012-12-15 00:00:00,2013-10-15 00:00:00,Ludwig Stables,4615 Via Grande,,Newbury Park,CA,91320,Martin Arburua,Solana Beach,CA,39-2021,Nonfarm Animal Caretakers,Horse Show Groom,1,10.71,Hour,10.71,Hour
819,H-400-12335-929458,2012-12-14 00:00:00,2012-11-30 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-11-30 00:00:00,SOLID ROCK WATER SYSTEMS INC,PO BOX 1178,330 SEVEN PONDS TOWD ROAD,WATER MILL,NY,11976,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,2,10.0,Hour,10.0,Hour
820,H-400-12335-752030,2012-12-14 00:00:00,2012-11-30 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-20 00:00:00,MGD HORTICULTURAL SERVICES INC,PO BOX 762,2505 DEEP HOLE DRIVE,MATTITUCK,NY,11952-0000,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,5,9.5,Hour,9.5,Hour
821,H-400-12335-088928,2012-12-14 00:00:00,2012-11-30 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-20 00:00:00,BELLOWS GARDENS INC,52 LEWIS STREET,,SOUTHAMPTON,NY,11968,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,6,9.5,Hour,9.5,Hour
822,H-400-12335-580419,2012-12-14 00:00:00,2012-11-30 00:00:00,Certified,H-2B,,2013-03-01 00:00:00,2013-12-20 00:00:00,RODNEY'S LANDSCAPING,996 JERUSALEM AVENUE,,UNIONDALE,NY,11553,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,2,9.5,Hour,9.5,Hour
823,H-400-12335-453462,2012-12-14 00:00:00,2012-11-30 00:00:00,Certified,H-2B,FL,2013-01-15 00:00:00,2013-11-10 00:00:00,"NETTERFIELD'S POPCORN & LEMONADE, INC",6119 THOMAS CIRCLE,"[MAIL: PO BOX 1438, LAND O'LAKES, FL 34639]",LAND O'LAKES,FL,34638,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,39,322.8,Week,322.8,Week
824,H-400-12337-028069,2012-12-14 00:00:00,2012-12-02 00:00:00,Withdrawn,H-2B,OK,2013-03-20 00:00:00,2013-12-20 00:00:00,VANTRIEST LANDSCAPE LLC,3013 WEST DETROIT STREET,,BROKEN ARROW,OK,74012-2147,KATHRYN HAWS,MONKEY ISLAND,OK,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,0,8.05,Hour,8.05,Hour
825,H-400-12293-159997,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,,2013-02-11 00:00:00,2013-11-30 00:00:00,Southern Botanical Inc,1525 Hinton St,,Dallas,TX,75235,RITA ROMERO,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,86,8.120000000000001,Hour,8.120000000000001,Hour
826,H-400-12293-215072,2012-12-17 00:00:00,2012-12-03 00:00:00,Partial Certified,H-2B,,2013-02-18 00:00:00,2013-12-01 00:00:00,San Juan Lawn Care,9694 Victoria Ln,"PO Box 1202, Boerne, TX 78006",Boerne,TX,78006,RITA ROMERO,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,4,8.790000000000001,Hour,8.790000000000001,Hour
827,H-400-12296-075116,2012-12-17 00:00:00,2012-12-03 00:00:00,Partial Certified,H-2B,NY,2013-02-25 00:00:00,2013-12-15 00:00:00,Carmine Labriola Contracting Corporation,200 Johnson Rd.,"200 Johnson Rd., Scarsdale, NY 10583",Scarsdale,NY,10583,RITA ROMERO,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,45,11.25,Hour,11.25,Hour
828,H-400-12297-288042,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NJ,2013-02-25 00:00:00,2013-12-20 00:00:00,Horizon Landscape Co Inc,411 W. Main St.,,Wyckoff,NJ,07481,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,14,10.36,Hour,10.36,Hour
829,H-400-12299-264038,2012-12-17 00:00:00,2012-12-03 00:00:00,Partial Certified,H-2B,NJ,2013-03-18 00:00:00,2013-12-13 00:00:00,Jacobsen Landscape Design & Construction,413 Godwin Ave,,Midland Park,NJ,07432,APRIL MCKINNEY,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape laborer,12,10.36,Hour,10.36,Hour
830,H-400-12300-176430,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NJ,2013-03-01 00:00:00,2013-12-15 00:00:00,Siggy's Perennial Gardens Inc,19 Carlson Court,,Closter,NJ,07624,RITA ROMERO,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,7,10.36,Hour,10.36,Hour
831,H-400-12318-403915,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,,2013-03-01 00:00:00,2013-12-31 00:00:00,Stockel's Lawn & Landscaping Inc,176 Woodward Rd,,Manalapan,NJ,07726,APRIL MCKINNEY,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,24,8.56,Hour,8.56,Hour
832,H-400-12320-375223,2012-12-17 00:00:00,2012-11-15 00:00:00,Certified,H-2B,LA,2013-02-15 00:00:00,2013-11-30 00:00:00,English Turn Property Owners Association,One Club House Drive,,New Orleans,LA,70131,"Robert Wingfield, Jr.",Dallas,TX,37-3011,Landscaping and Groundskeeping Workers,landscape laborer,13,8.28,Hour,8.28,Hour
833,H-400-12324-722094,2012-12-17 00:00:00,2012-12-03 00:00:00,Partial Certified,H-2B,MN,2013-03-18 00:00:00,2013-11-30 00:00:00,Green Horizons Inc,6980 Oxford St # 220,,St Louis Park,MN,55426,APRIL MCKINNEY,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Lawn maintenance laborers,38,9.63,Hour,9.63,Hour
834,H-400-12334-403721,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,PA,2013-03-15 00:00:00,2013-11-30 00:00:00,"U.K. ELITE SOCCER, INC.",210 MALAPARDIS ROAD,SUITE 201,CEDAR KNOLLS,NJ,07927,KENDRA ELLIOTT,ENOLA,PA,39-9032,Recreation Workers,camp counselors,14,8.16,Hour,8.16,Hour
835,H-400-12334-664002,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,IL,2013-03-15 00:00:00,2013-11-30 00:00:00,"Hawthorne Landscaping, Inc.",931 Brian Dr.,,Crest Hill,IL,60403,DANIELLE CLARK,WYLIE,TX,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,15,9.3,Hour,9.3,Hour
836,H-400-12334-353085,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NJ,2013-03-15 00:00:00,2013-11-30 00:00:00,"U.K. ELITE SOCCER, INC.",210 MALAPARDIS ROAD,SUITE 201,CEDAR KNOLLS,NJ,07927,KENDRA ELLIOTT,ENOLA,PA,39-9032,Recreation Workers,camp counselors,25,9.51,Hour,9.51,Hour
837,H-400-12335-958880,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,LA,2013-02-15 00:00:00,2013-12-15 00:00:00,"Beauford Enterprises, LLC",5516 Masonic Drive,,Alexandria,LA,71301,Patricia Hall,Lake Park,GA,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborers,21,8.08,Hour,8.08,Hour
838,H-400-12335-559077,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,AZ,2013-01-28 00:00:00,2013-11-25 00:00:00,"BROWN'S AMUSEMENTS, INC","550 W. BASELINE RD, STE 102-353",,MESA,AZ,85210-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,69,323.6,Week,323.6,Week
839,H-400-12337-346592,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,TX,2013-01-15 00:00:00,2013-11-15 00:00:00,"Slater Painting Company, Inc.",9607 Gray Blvd.,,Austin,TX,78758,SUZANNE MILLER,AUSTIN,TX,47-2141,"Painters, Construction and Maintenance",painter,15,12.75,Hour,12.75,Hour
840,H-400-12337-864678,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,,2013-02-01 00:00:00,2013-11-30 00:00:00,"JOSE'S CONCESSIONS, INC",10620 SOUTHERN HIGHLANDS PKWY STE110,,LAS VEGAS,NV,89141,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,123,8.15,Hour,8.15,Hour
841,H-400-12338-936348,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,TX,2013-03-15 00:00:00,2013-11-15 00:00:00,"K-Double-K Enterprises, Inc.",427 Aqua Way,,Bridgeport,TX,76426,DANIELLE CLARK,WYLIE,TX,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,10,11.15,Hour,11.15,Hour
842,H-400-12338-435943,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,CO,2013-03-15 00:00:00,2013-11-30 00:00:00,"SILVER SADDLE OF ESTES, LLC",1260 BIG THOMPSON AVENUE,,ESTES PARK,CO,80517,,,,37-2012,Maids and Housekeeping Cleaners,Maids and Housekeeping Cleaners,15,8.21,Hour,8.21,Hour
843,H-400-12338-563718,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-11-30 00:00:00,EAST BAY DETAILING INC,PO BOX 400,19 HOWELL PLACE,SPEONK,NY,11972,JOHN GISMONDI,WESTBURY,NY,53-7061,Cleaners of Vehicles and Equipment,BOAT CLEANER,5,9.0,Hour,9.0,Hour
844,H-400-12338-932617,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-20 00:00:00,DARIO'S LANDSCAPING & MASONRY INC,PO BOX 2024,170 TUCKAHOE LANE,SOUTHAMPTON,NY,11969,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,5,9.5,Hour,9.5,Hour
845,H-400-12338-985033,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-20 00:00:00,CHIPS EVERGREEN INC,PO BOX 142,34 MONTAUK HIGHWAY,EAST MORICHES,NY,11942,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,15,9.5,Hour,9.5,Hour
846,H-400-12338-207378,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-20 00:00:00,SERENE SCAPES OF LI INC,PO BOX 699,110 ARQONNE ROAD,HAMPTON BAYS,NY,11946,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,4,9.5,Hour,9.5,Hour
847,H-400-12338-481132,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NJ,2013-03-10 00:00:00,2013-12-15 00:00:00,J. LIEBERMAN LANDSCAPING,700 WILLIAM BLISS DRIVE,,NEW MILFORD,NJ,07646,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,4,10.36,Hour,10.36,Hour
848,H-400-12338-615315,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-11-30 00:00:00,NASSAU BUILDERS INC,938 ROUTE 109,,LINDENHURST,NY,11757,JOHN GISMONDI,WESTBURY,NY,47-3012,Helpers--Carpenters,YARD WORKER,3,10.950000000000001,Hour,10.950000000000001,Hour
849,H-400-12338-288625,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-01 00:00:00,"J TORTORELLA SWIMMING POOLS SERVICE AND MAIN., INC",296 WEST MONTAUK HIGHWAY,,HAMPTON BAYS,NY,11946,MELINDA RUBIN,HAMPTON BAYS,NY,37-2011,"Janitors and Cleaners, Except Maids and",POOL CLEANERS,30,8.97,Hour,8.97,Hour
850,H-400-12338-082900,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-20 00:00:00,NATURES GUARDIAN INC,PO BOX 644,425 COUNTY ROAD 39,WATER MILL,NY,11976,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,4,9.5,Hour,9.5,Hour
851,H-400-12338-054886,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-20 00:00:00,ISLAND DESIGN & LANDSCAPING INC.,482 DEER PARK AVENUE,,DIX HILLS,NY,11746,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,3,9.5,Hour,9.5,Hour
852,H-400-12338-542007,2012-12-17 00:00:00,2012-12-03 00:00:00,Partial Certified,H-2B,CT,2013-03-01 00:00:00,2013-12-15 00:00:00,NMP GOLF CONSTRUCTION CORP,"25 BISHOP AVENUE, SUITE A-2",,WILLISTON,VT,05495,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,13,11.1,Hour,11.1,Hour
853,H-400-12338-965976,2012-12-17 00:00:00,2012-12-03 00:00:00,Partial Certified,H-2B,NY,2013-03-01 00:00:00,2013-11-21 00:00:00,J. TORTORELLA SWIMMING POOLS INC.,1764 COUNTY ROAD 39,,SOUTHAMPTON,NY,11968,MELINDA RUBIN,HAMPTON BAYS,NY,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons,",MASON HELPERS,5,11.38,Hour,11.38,Hour
854,H-400-12338-039184,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-15 00:00:00,FOLEY'S LAWN CARE INC,112 HENRY ROAD,,SOUTHAMPTON,NY,11968,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,2,10.0,Hour,10.0,Hour
855,H-400-12338-736468,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-15 00:00:00,PANTALEONS FARM INC,445 ROUTE 25A,4 MONTGOMERY STREET,EAST SETAUKET,NY,11733,JOHN GISMONDI,WESTBURY,NY,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",NURSERY WORKER,4,10.0,Hour,10.0,Hour
856,H-400-12338-736935,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-20 00:00:00,LAKESIDE LAWN & LANDSCAPING,1050 WATERVIEW DRIVE,,SOUTHOLD,NY,11971,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,3,9.5,Hour,9.5,Hour
857,H-400-12338-651757,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-11-30 00:00:00,SERAPHIM LLC,6150 NORTHERN BLVD,,EAST NORWICH,NY,11732,JOHN GISMONDI,WESTBURY,NY,39-2021,Nonfarm Animal Caretakers,STABLE ATTENDANT,3,9.0,Hour,9.0,Hour
858,H-400-12338-837971,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-20 00:00:00,WAYNE WOOD INC,PO BOX 2166,35 BEECHWOOD DRIVE,SOUTHAMPTON,NY,11968,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,18,10.0,Hour,10.0,Hour
859,H-400-12338-081811,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,PA,2013-03-01 00:00:00,2013-12-15 00:00:00,C. Caramanico & Sons Inc,6 Race Street,,Upland,PA,19015,Sarah Farrell,Vass,NC,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,20,9.22,Hour,9.22,Hour
860,H-400-12338-680692,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-20 00:00:00,FAY HENDERSON LANDSCAPE DESIGN INC,PO BOX 2763,50 COOPER LANE,SOUTHAMPTON,NY,11969,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,3,9.5,Hour,9.5,Hour
861,H-400-12338-773284,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-20 00:00:00,HORIZONS UNLIMITED LANDSCAPE DESIGN INC,PO BOX 1588,64 OLD COUNTRY ROAD,EAST QUOGUE,NY,11942,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,4,9.5,Hour,9.5,Hour
862,H-400-12338-665015,2012-12-17 00:00:00,2012-12-03 00:00:00,Partial Certified,H-2B,FL,2013-02-01 00:00:00,2013-09-15 00:00:00,"WHM, LLC",5400 Plantation Road,,Captiva,FL,33924,Jay Ruby,Atlanta,GA,37-2012,Maids and Housekeeping Cleaners,Housekeepers,59,8.790000000000001,Hour,8.790000000000001,Hour
863,H-400-12338-725084,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,LA,2013-03-04 00:00:00,2013-12-27 00:00:00,"Basin Contractors, LLC",13000 Hwy. 76,,Rosedale,LA,70772,Ginny Muilenburg,Coeur d'Alene,ID,37-3011,Landscaping and Groundskeeping Workers,Grounds Keepers,10,8.19,Hour,8.19,Hour
864,H-400-12338-429631,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,NY,2013-03-01 00:00:00,2013-12-20 00:00:00,HUTCHISON LANDSCAPE SERVICES,19 RED CREEK CIRCLE,,HAMPTON BAYS,NY,11946,JOHN GISMONDI,WESTBURY,NY,37-3011,Landscaping and Groundskeeping Workers,LANDSCAPE LABORER,3,9.5,Hour,9.5,Hour
865,H-400-12338-357473,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,,2013-01-28 00:00:00,2013-10-25 00:00:00,"BOGUEY CONCESSIONS, LLC",42335 WASHINGTON ST. STE F#428,,PALM DESERT,CA,92211-0000,James Judkins,Rio Hondo,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,25,8.09,Hour,8.09,Hour
866,H-400-12338-760686,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,,2013-02-01 00:00:00,2013-11-15 00:00:00,"VICTOR MARCUS, INC",28900 TRIPLE CROWN RD,"[MAIL: 3337 W. FLORIDA AVE. PMB 243, HEMET, CA 92545]",ROMOLAND,CA,92585,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,11,8.16,Hour,8.16,Hour
867,H-400-12338-560501,2012-12-17 00:00:00,2012-12-03 00:00:00,Certified,H-2B,CA,2013-02-08 00:00:00,2013-11-10 00:00:00,"NOEL'S FOODS, INC.",5837 E. BRUNDAGE LANE,,BAKERSFIELD,CA,93307-0000,JAMES JUDKINS,RIO HONDO,TX,39-3091,Amusement and Recreation Attendants,Amusement and Recreation Attendants - Traveling Ca,10,8.23,Hour,8.23,Hour
868,H-400-12292-903375,2012-12-18 00:00:00,2012-12-04 00:00:00,Certified,H-2B,NJ,2013-03-01 00:00:00,2013-12-01 00:00:00,SONES TRAINING CORPORATION,392 NAUGHRIGHT RD,,LONG VALLEY,NJ,07853,STEVEN SKLAR,MAPLEWOOD,NJ,27-2022,Coaches and Scouts,Soccer coach,15,13.870000000000001,Hour,13.870000000000001,Hour
869,H-400-12296-580626,2012-12-18 00:00:00,2012-12-04 00:00:00,Certified,H-2B,TX,2013-02-04 00:00:00,2013-12-01 00:00:00,"Aguado Stone, Inc.",3601 CR 239,,Georgetown,TX,78633,DANIEL KOWALSKI,AUSTIN,TX,47-5051,"Rock Splitters, Quarry",Production Laborer,30,8.27,Hour,8.27,Hour
870,H-400-12299-528525,2012-12-18 00:00:00,2012-12-05 00:00:00,Certified,H-2B,NJ,2013-03-04 00:00:00,2013-12-12 00:00:00,Wood Landscaped Inc,185 Closter Dock Rd,,Closter,NJ,07624,RITA ROMERO,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,12,10.36,Hour,10.36,Hour
871,H-400-12304-729357,2012-12-18 00:00:00,2012-12-04 00:00:00,Partial Certified,H-2B,MD,2013-03-01 00:00:00,2013-11-01 00:00:00,"Moon Nurseries, Inc.",145 Moon Rd,"Mailing: PO Box 672, Chesapeake City, MD 21915",Chesapeake City,MD,21915,BRANDI COWAN,BAY CITY,TX,43-5081,Stock Clerks and Order Fillers,Warehouse Laborer,47,8.14,Hour,8.14,Hour
872,H-400-12304-562274,2012-12-18 00:00:00,2012-12-04 00:00:00,Certified,H-2B,CO,2013-03-01 00:00:00,2013-11-30 00:00:00,Robertson Lawn Sprinkler Co. Inc.,1050 East Cheyenne Rd,,Colorado Springs,CO,80905,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,25,10.0,Hour,10.0,Hour
873,H-400-12305-102211,2012-12-18 00:00:00,2012-12-04 00:00:00,Certified,H-2B,VA,2013-03-01 00:00:00,2013-11-30 00:00:00,Spike Inc.,"6308 Gravel Ave, Ste E","Mailing: 17 Bridge Street, Watertown, MA 02472",Alexandria,VA,22310,BRANDI COWAN,BAY CITY,TX,53-7062,"Laborers and Freight, Stock, and Material Movers,",Movers,20,9.02,Hour,9.02,Hour
874,H-400-12312-973843,2012-12-18 00:00:00,2012-12-04 00:00:00,Certified,H-2B,TX,2013-02-01 00:00:00,2013-11-30 00:00:00,Chick Landscaping Inc.,9710 Lark Trail,,Salado,TX,76571,BRANDI COWAN,BAY CITY,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,60,8.42,Hour,8.42,Hour
875,H-400-12314-029114,2012-12-18 00:00:00,2012-12-05 00:00:00,Certified,H-2B,NJ,2013-03-01 00:00:00,2013-11-30 00:00:00,Ciaglia Landscaping Design & Grounds Maintenance,24 Daniel Drive,,Matawan,NJ,07747,Craig McDougal,NORMAN,OK,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,3,10.5,Hour,10.5,Hour
876,H-400-12318-897234,2012-12-18 00:00:00,2012-12-05 00:00:00,Partial Certified,H-2B,MD,2013-02-15 00:00:00,2013-12-15 00:00:00,The Lawn Crew LLC,3337 E. Joppa Rd,"Mailing: P.O. Box 26163, Baltimore, MD 21210",Parkville,MD,21234,Brandi Cowan,Bay City,TX,37-3011,Landscaping and Groundskeeping Workers,Landscape Laborer,7,9.01,Hour,9.01,Hour
