,CASE_NO,DECISION_DATE,NPC_SUBMITTED_DATE,CASE_STATUS,VISA_CLASS,ALIEN_WORK_STATE,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,DOT_OCCUPATIONAL_CODE,DOT_NAME,SOC_CODE,SOC_NAME,JOB_TITLE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,PREVAILING_WAGE,PW_UNIT_OF_PAY,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY
532,C-10361-52723,2010-12-30,2010-12-27,CERTIFIED,H-2B,NJ,2011-04-01,2011-12-15,TGL MANAGEMENT INC,18 WILLIAM ST,PO BOX 168,CLOSTER,NJ,7624,RITA ROMERO,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",6.0,6,10.3,HR,10.3,HR
533,C-11010-53207,2011-01-13,2011-01-10,PARTIAL CERTIFIED,H-2B,NJ,2011-04-01,2011-12-05,"CUTTING EDGE LANDSCAPING, INC.",11 DUMONT AVENUE,,DUMONT,NJ,7628,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",25.0,23,10.3,HR,10.3,HR
534,C-10320-51798,2010-11-22,2010-11-16,CERTIFIED,H-2B,NJ,2011-03-01,2011-12-20,J. LIEBERMAN LANDSCAPING,700 WILLIAM BLISS DRIVE,,NEW MILFORD,NJ,7646,JOHN GISMONDI GISMONDI,WESTBURY,NY,408.161-010,Landscape Gardener,373011.0,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,4.0,4,,,,
535,C-11018-53433,2011-01-24,2011-01-18,CERTIFIED,H-2B,NJ,2011-03-01,2011-12-31,KEN'S TREE CARE,401 PAULDING AVE.,,NORTHVALE,NJ,7647,BRANDI COWAN,BAY CITY,TX,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",5.0,5,,,,
536,C-10308-51495,2010-11-09,2010-11-04,CERTIFIED,H-2B,NJ,2011-02-01,2011-12-01,IRISH LANDSCAPE DESIGNS,501 HIGH ST,,NORWOOD,NJ,7648,BRANDI COWAN,BAY CITY,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",12.0,12,10.3,HR,10.3,HR
537,C-11038-53832,2011-02-10,2011-02-07,CERTIFIED,H-2B,NJ,2011-04-01,2011-12-20,"LEWIS LANDSCAPING, INC.",26 JOHN CIRCLE,P.O. BOX 42,NORWOOD,NJ,7648,ELIZABETH D. WHITLEY,LOVINGSTON,VA,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",5.0,5,10.3,HR,10.3,HR
538,C-10355-52567,2011-01-18,2010-12-21,PARTIAL CERTIFIED,H-2B,NJ,2011-03-15,2011-12-31,B KOTH LANDSCAPE CONTRACTORS LLC,786 RIDGEWOOD AVE,,ORADELL,NJ,7649,"RAMON CERVANTES / ALS, INC.",LEXINGTON,KY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",10.0,9,10.3,HR,10.3,HR
539,C-11047-54079,2011-02-22,2011-02-16,PARTIAL CERTIFIED,H-2B,NJ,2011-04-01,2011-12-15,"ROB PATON LANDSCAPING, INC.",69 BROADWAY,,PARK RIDGE,NJ,7656,STEVEN ALAN MCKAY,HUDSON,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8.0,6,,,,
540,C-11080-54505,2011-04-22,2011-03-21,DENIED,H-2B,NJ,2011-04-01,2011-12-31,DULCE DE LECHE BAKERIES CORP,17 OAKDENE AVENUE,,TEANECK,NJ,7666,"HEDWIN SALMEN-NAVARRO/SALMEN NAVARRO & LAVERGNE, P",NEW YORK,NY,313.131-010,"Baker, Head",351011.0,Chefs and Head Cooks,"BAKER, HEAD",1.0,0,15.61,HR,15.61,HR
541,C-10308-51498,2010-11-09,2010-11-04,PARTIAL CERTIFIED,H-2B,NJ,2011-02-01,2011-12-01,LANDSCAPES BY MAPLE LEAF LLC,35 COUNTRY SQUIRE RD.,,OLD TAPPAN,NJ,7675,BRANDI COWAN,BAY CITY,TX,408.161-010,Landscape Gardener,373011.0,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,12.0,11,10.3,HR,10.3,HR
542,C-11066-54346,2011-03-24,2011-03-07,DENIED,H-2B,NJ,2011-06-27,2012-06-26,ANNA M. KEMP,5 BROOKSIDE AVENUE,,WESTWOOD,NJ,7675,JAIME MIQUEL RECABO,BRONXVILLE,NY,195.107-022,Social Group Worker,211021.0,"Child, Family, and School Social Workers",SOCIAL GROUP WORKER,1.0,0,12.29,HR,12.29,HR
543,C-11157-55006,2011-07-06,2011-06-06,DENIED,H-2B,NJ,2011-06-27,2012-06-26,ANNA M. KEMP,5 BROOKSIDE AVENUE,,WESTWOOD,NJ,7675,JAIME MIGUEL RECABO,BRONXVILLE,NY,195.107-022,Social Group Worker,211021.0,"Child, Family, and School Social Workers",SOCIAL GROUP WORKER,1.0,0,12.29,HR,12.29,HR
544,C-10328-52031,2010-11-30,2010-11-24,PARTIAL CERTIFIED,H-2B,NJ,2011-02-15,2011-12-15,"SICILIANO LANDSCAPE COMPANY, INC.",1 PARK STREET,,RED BANK,NJ,7701,KEMAL IAN BENOUIS/ BENOUIS LAW OFFICE,MANCHACA,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",20.0,19,8.88,HR,8.88,HR
545,C-11024-53561,2011-01-27,2011-01-24,CERTIFIED,H-2B,NJ,2011-04-01,2011-11-30,TIMOTHY A. HILLS,12 DES MOINES COURT,,TINTON FALLS,NJ,7712,"RON KATIRAEI, ESQ",JACKSON HEIGHTS,NY,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,15.0,15,8.42,HR,8.42,HR
546,C-10326-51943,2010-11-29,2010-11-22,CERTIFIED,H-2B,NJ,2011-03-01,2011-12-31,"L.B. FORCELLATI & SONS, INC.",1846 RT 35,,WALL,NJ,7719,LORI ANN WHITTEN OR DANIELLE RENE CLARK,WYLIE,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",10.0,10,8.88,HR,8.88,HR
547,C-10263-51060,2010-10-15,2010-09-20,DENIED,H-2B,NJ,2011-01-01,2012-01-01,NAJAT R DAHDOUH,8 ELLEN CT.,,CLIFFWOOD,NJ,7721,,,,309.367-010,House Sitter,399099.0,"Personal Care and Service Workers, All Other",HOUSE SITTER,1.0,0,20.0,HR,20.0,HR
548,C-10306-51460,2010-11-05,2010-11-02,CERTIFIED,H-2B,PA,2010-11-01,2011-08-31,EDWARD H. BARNEY,243 RT 537 E.,,COLTS NECK,NJ,7722,CRAIG D MCDOUGAL,NORMAN,OK,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,8.0,8,8.04,HR,8.04,HR
549,C-11024-53560,2011-01-27,2011-01-24,CERTIFIED,H-2B,NJ,2011-04-01,2011-11-13,"BEACON HILL SHOW STABLES, INC.",55 LAIRD ROAD,,COLTS NECK,NJ,7722,SHAWN F FRIESTAD,SAN DIEGO,CA,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,8.0,8,10.0,HR,10.0,HR
550,C-11034-53765,2011-02-08,2011-02-03,CERTIFIED,H-2B,NJ,2011-04-01,2011-11-13,"STONEHENGE STABLES, LLC",145A MERCER ROAD,,COLTS NECK,NJ,7722,SHAWN  FRANCIS FRIESTAD,SAN DIEGO,CA,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,5.0,5,9.0,HR,9.0,HR
551,C-10328-52032,2010-12-01,2010-11-24,PARTIAL CERTIFIED,H-2B,NJ,2011-02-15,2011-12-31,GREENLEAF ACQUISITION CORP. DBA GREENLEAF LANDSCAP,276 PINEBROOK RD.,,EATONTOWN,NJ,7724,KEMAL IAN BENOUIS,MANCHACA,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",35.0,34,8.88,HR,8.88,HR
552,C-10335-52094,2010-12-06,2010-12-01,PARTIAL CERTIFIED,H-2B,NJ,2011-03-01,2011-12-31,STOCKEL'S LAWN & LANDSCAPING INC,176 WOODWARD RD,,MANALAPAN,NJ,7726,APRIL MCKINNEY,BAY CITY,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",24.0,21,8.88,HR,8.88,HR
553,C-10320-51821,2010-12-01,2010-11-16,CERTIFIED,H-2B,NJ,2011-03-01,2011-12-20,CLINTAR LANDSCAPE MANAGEMENT,215 WOODWARD ROAD,,MANALAPAN,NJ,7726,JOHN GISMONDI GISMONDI,WESTBURY,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",7.0,7,8.88,HR,8.88,HR
554,C-10351-52411,2010-12-21,2010-12-17,CERTIFIED,H-2B,NJ,2011-03-01,2011-12-31,ALL SEASONS GROUNDS MAINTENANCE INC.,432 UNION HILL RD,,ENGLISHTOWN,NJ,7726,"CRAIG MCDOUGAL MCDOUGAL/ WILLIAM VELIE, ATTORNEYS",NORMAN,OK,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",9.0,9,8.88,HR,8.88,HR
555,C-11004-53034,2011-01-25,2011-01-04,CERTIFIED,H-2B,NJ,2011-03-15,2011-12-01,US GROUNDS MAINTENANCE CORP,137 FREEHOLD RD,,MANALAPAN,NJ,7726,CRAIG MCDOUGAL,NORMAN,OK,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",6.0,6,8.88,HR,8.88,HR
556,C-10350-52290,2010-12-20,2010-12-16,PARTIAL CERTIFIED,H-2B,NJ,2011-03-15,2011-11-15,PRENDERGAST LANDSCAPE CONTRACTORS,6 BRIAN CT,,FARMINGDALE,NJ,7727,BRANDI COWAN,BAY CITY,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",25.0,24,9.36,HR,9.36,HR
557,C-10327-51979,2010-11-29,2010-11-23,CERTIFIED,H-2B,FL,2010-11-30,2011-04-01,"KELLY JOHN BREEN, INC.",10 JOHNNY DRIVE,,FARMINGDALE,NJ,7727,"RON KATIRAELI, ESQ.",JACKSON HEIGHTS,NY,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,10.0,10,9.5,HR,9.5,HR
558,C-11024-53538,2011-01-27,2011-01-24,CERTIFIED,H-2B,NJ,2011-04-01,2011-11-30,KELLY JOHN BREEN,10 JOHNNY DRIVE,,FARMINGDALE,NJ,7727,"RON KATIRAEI, ESQ.",JACKSON HEIGHTS,NY,410.674-010,Animal Caretaker,392021.0,Nonfarm Animal Caretakers,ANIMAL CARETAKER,15.0,15,8.42,HR,8.42,HR
559,C-10322-51888,2010-11-24,2010-11-18,CERTIFIED,H-2B,NJ,2011-03-01,2011-11-30,"GOOD-N-TUFF LAWN & LANDSCAPING, INC.",60 HOWELL ROAD,,FREEHOLD,NJ,7728,ROBERT WINGFIELD,DALLAS,TX,408.161-010,Landscape Gardener,373011.0,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,8.0,8,8.88,HR,8.88,HR
560,C-10354-52451,2010-12-22,2010-12-20,PARTIAL CERTIFIED,H-2B,NJ,2011-03-15,2011-12-15,ENVIRONMENTAL DESIGNERS IRRIGATION INC,145 CHURCH ROAD,,HOWELL,NJ,7731,APRIL MCKINNEY / FEDERATION OF EMPLOYERS AND WORKE,BAY CITY,TX,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",10.0,9,9.79,HR,9.79,HR
561,C-11152-54985,2011-06-03,2011-06-01,CERTIFIED,H-2B,NJ,2011-04-01,2011-12-01,EDWIN T. BROOME,165-6 RIDDLE AVE.,,LONG  BRANCH,NJ,7740,GRAIG MCDOUGAL MCDOUGAL,NORMAN,OK,153.674-010,"Exerciser, Horse",392021.0,Nonfarm Animal Caretakers,"EXERCISER, HORSE",5.0,5,,,,
562,C-10357-52673,2010-12-29,2010-12-23,CERTIFIED,H-2B,NJ,2011-03-01,2011-12-31,BEST HORTICULTURAL SERVICES INC.,184 BOUNDARY RD,,MARLBORO,NJ,7746,CRAIG MCDOUGAL,NORMAN,OK,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",37.0,37,8.88,HR,8.88,HR
563,C-10319-51753,2010-11-19,2010-11-15,CERTIFIED,H-2B,NJ,2011-02-02,2011-12-01,"GENERAL OUTDOOR SERVICES, L.L.C.",234 US HWY 206,,ANDOVER,NJ,7821,LUISA RAMIREZ,PINE BROOK,NJ,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",8.0,8,9.89,HR,9.89,HR
564,C-10319-51750,2010-11-30,2010-11-15,CERTIFIED,H-2B,NJ,2011-02-01,2011-12-01,"HEROLD'S LANDSCAPING, LLC",194 ROUTE 206 SOUTH,,FLANDERS,NJ,7836,LUISA RAMIREZ,PINE BROOK,NJ,408.161-010,Landscape Gardener,373011.0,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,15.0,15,,,,
565,C-10342-52199,2010-12-10,2010-12-08,CERTIFIED,H-2B,NJ,2011-03-01,2011-12-15,"ENVIRONMENTAL DESIGN ASSOC., INC",705 BARTLEY-CHESTER RD.,,FLANDERS,NJ,7836,FERNANDO ERNESTO SAENZ,MECHANICSVILLE,VA,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",7.0,7,9.79,HR,9.79,HR
566,C-10336-52126,2010-12-06,2010-12-02,PARTIAL CERTIFIED,H-2B,NJ,2011-03-01,2011-12-01,"DUKE'S LANDSCAPE MANAGEMENT, INC.",50 RTE 46 WEST,,HACKETTSTOWN,NJ,7840,FERNANDO ERNESTO SAENZ,MECHANICSVILLE,VA,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",18.0,17,9.09,HR,9.09,HR
567,C-10322-51878,2010-12-01,2010-11-18,CERTIFIED,H-2B,NJ,2011-02-01,2011-12-01,"PURE SOCCER, LLC","SUITE 5B, THE AMERICAN HOUSE 1300 HOPE BRIDGEVILLE",,HOPE,NJ,7844,STEVEN ADAM SKLAR,MAPLEWOOD,NJ,153.117-010,Head Coach,272022.0,Coaches and Scouts,HEAD COACH,6.0,6,10.0,HR,10.0,HR
568,C-10319-51754,2010-11-18,2010-11-15,CERTIFIED,H-2B,NJ,2011-02-01,2011-12-01,"FULLERTON GROUNDS MAINTENANCE, L.L.C.",5 HOWARD BLVD.,,LEDGEWOOD,NJ,7852,LUISA RAMIREZ,PINE BROOK,NJ,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",30.0,30,9.89,HR,9.89,HR
569,C-10291-51231,2010-11-05,2010-10-18,DENIED,H-2B,NJ,2011-01-14,2011-11-21,"NEW JERSEY SOCCER GROUP, INC.",392 NAUGHRIGHT ROAD,PO BOX 3,LONG VALLEY,NJ,7853,VALENTINE ANASTASIA BROWN,PHILADELPHIA,PA,153.117-018,"Scout, Professional Sports",272022.0,Coaches and Scouts,"SCOUT, PROFESSIONAL SPORTS",55.0,0,13.9,HR,13.9,HR
570,C-10312-51598,2010-12-07,2010-11-08,DENIED,H-2B,NJ,2011-01-14,2011-11-21,"NEW JERSEY SOCCER GROUP, INC.",392 NAUGHRIGHT ROAD,,LONG VALLEY,NJ,7853,"VALENTINE ANASTASIA BROWN/DUANE MORRIS, LLP",PHILADELPHIA,PA,153.227-010,"Coach, Professional Athletes",272022.0,Coaches and Scouts,"COACH, PROFESSIONAL ATHLETES",55.0,0,13.9,HR,13.9,HR
571,C-11006-53102,2011-01-26,2011-01-06,CERTIFIED,H-2B,NJ,2011-02-15,2011-11-21,"NEW JERSEY SOCCER GROUP, INC.",392 NAUGHRIGHT ROAD,,LONG VALLEY,NJ,7853,VALENTINE ANASTASIA BROWN,PHILADELPHIA,PA,153.117-010,Head Coach,272022.0,Coaches and Scouts,HEAD COACH,47.0,47,13.9,HR,13.9,HR
572,C-11144-54958,2011-07-07,2011-05-24,CERTIFIED,H-2B,IL,2011-06-15,2012-03-30,"CSS, INC.",35  LOVE LANE,,NETCONG,NJ,7857,,,,248.362-010,Incoming-Freight Clerk,435071.0,"Shipping, Receiving, and Traffic Clerks",INCOMING FREIGHT CLERK,4.0,4,24.53,HR,24.53,HR
573,C-10322-51902,2010-12-02,2010-11-18,CERTIFIED,H-2B,NJ,2011-02-10,2011-12-10,"MARTIN NURSERY, LLP",12 RIGHTER ROAD,,RANDOLPH,NJ,7869,,,,408.161-010,Landscape Gardener,373011.0,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,14.0,14,9.89,HR,9.89,HR
574,C-11045-54033,2011-02-18,2011-02-14,CERTIFIED,H-2B,NJ,2011-04-01,2011-12-15,HAWK POINTE GOLF CLUB,294 ROUTE 31 SOUTH,,WASHINGTON,NJ,7882,STEVEN ALAN MCKAY,HUDSON,NY,305.281-010,Cook,352013.0,"Cooks, Private Household",COOK,5.0,5,8.27,HR,8.27,HR
575,C-11060-54286,2011-03-17,2011-03-01,CERTIFIED,H-2B,NJ,2011-04-01,2011-12-15,C. R. SHOTWELL LANDSCAPE,68 CASTLE RD.,P.O. BOX 227,WASHINGTON,NJ,7882,STEVEN ALAN MCKAY,HUDSON,NY,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",3.0,3,9.09,HR,9.09,HR
576,C-10326-51967,2010-12-03,2010-11-22,PARTIAL CERTIFIED,H-2B,NJ,2011-02-10,2011-12-10,"COLLINSON BROTHERS LANDSCAPING, INC.",183 WEST DEWEY AVENUE,,WHARTON,NJ,7885,,,,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",20.0,18,9.89,HR,9.89,HR
577,C-10351-52420,2010-12-21,2010-12-17,PARTIAL CERTIFIED,H-2B,NJ,2011-04-01,2011-12-15,LAKELAND LAWN AND LANDSCAPING CO INC,231 BERKSHIRE VALLEY RD,,WHARTON,NJ,7885,APRIL MCKINNEY,BAY CITY,TX,406.687-010,Landscape Specialist,373011.0,Landscaping and Groundskeeping Workers,LANDSCAPE SPECIALIST,15.0,14,,,,
578,C-10319-51751,2010-11-18,2010-11-15,CERTIFIED,H-2B,NJ,2011-02-01,2011-12-01,"THE CUTTING EDGE LANDSCAPE MAINTENANCE, INC",370 RICHARD MINE RD,,WHARTON,NJ,7885,LUISA RAMIREZ,PINE BROOK,NJ,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",9.0,9,9.89,HR,9.89,HR
579,C-11126-54856,2011-05-10,2011-05-06,CERTIFIED,H-2B,NJ,2011-05-20,2011-10-31,LAMINGTON FARM CLUB LLC DBA TRUMP NATIONAL GOLF CL,900 LAMINGTON ROAD,,BEDMINSTER,NJ,7921,,,,311.477-026,"Waiter/Waitress, Formal",353031.0,Waiters and Waitresses,"WAITER/WAITRESS, FORMAL",9.0,9,11.0,HR,11.0,HR
580,C-10316-51681,2010-11-17,2010-11-12,PARTIAL CERTIFIED,H-2B,NJ,2011-02-15,2011-12-15,VILLAGE GREEN LAWN CARE,95 INDUSTRIAL RD.,,BERKELEY HEIGHTS,NJ,7922,APRIL MCKINNEY,BAY CITY,TX,408.161-010,Landscape Gardener,373011.0,Landscaping and Groundskeeping Workers,LANDSCAPE GARDENER,20.0,17,,,,
581,C-10356-52577,2010-12-28,2010-12-22,CERTIFIED,H-2B,NY,2011-04-01,2011-11-30,"UK ELITE SOCCER, INC.",210 MALAPARDIS ROAD,,CEDAR KNOLLS,NJ,7927,"KENDRA S KEMBEL, ESQ.",ENOLA,PA,153.117-010,Head Coach,272022.0,Coaches and Scouts,HEAD COACH,6.0,6,10.88,HR,10.88,HR
582,C-10356-52608,2011-01-07,2010-12-22,CERTIFIED,H-2B,PA,2011-04-01,2011-11-30,"UK ELITE SOCCER, INC.",210 MALAPARDIS ROAD,SUITE 201,CEDAR KNOLLS,NJ,7927,"KENDRA S KEMBEL, ESQ.",ENOLA,PA,153.117-010,Head Coach,272022.0,Coaches and Scouts,HEAD COACH,35.0,35,,HR,8.55,HR
583,C-10356-52602,2011-01-10,2010-12-22,CERTIFIED,H-2B,MD,2011-04-01,2011-11-30,"UK ELITE SOCCER, INC.",210 MALAPARDIS ROAD,SUITE 201,CEDAR KNOLLS,NJ,7927,"KENDRA S KEMBEL, ESQ./ LAW OFFICE OF KENDRA S KEMB",ENOLA,PA,153.117-010,Head Coach,272022.0,Coaches and Scouts,HEAD COACH,23.0,23,10.12,HR,10.12,HR
584,C-11007-53178,2011-01-13,2011-01-07,CERTIFIED,H-2B,WA,2011-04-01,2011-11-30,"UK ELITE SOCCER, INC.",210 MALAPARDIS ROAD,SUITE 201,CEDAR KNOLLS,NJ,7927,"KENDRA S KEMBEL, ESQ.",ENOLA,PA,153.117-010,Head Coach,272022.0,Coaches and Scouts,HEAD COACH,5.0,5,10.94,HR,10.94,HR
585,C-11011-53286,2011-01-18,2011-01-11,CERTIFIED,H-2B,NJ,2011-04-01,2011-11-30,"UK ELITE SOCCER, INC.",210 MALAPARDIS ROAD,,CEDAR KNOLLS,NJ,7927,"KENDRA S KEMBEL, ESQ.",ENOLA,PA,153.117-010,Head Coach,272022.0,Coaches and Scouts,HEAD COACH,40.0,40,11.52,HR,11.52,HR
586,C-11082-54536,2011-03-25,2011-03-23,CERTIFIED,H-2B,NJ,2011-05-01,2011-11-30,ALSTEDE FARMS LLC,84 RT. 24,P.O BOX 278,CHESTER,NJ,7930,APRIL MCKINNEY / FEDERATION OF EMPLOYERS AND WORKE,BAY CITY,TX,222.387-058,Stock Clerk,435081.0,Stock Clerks and Order Fillers,STOCK CLERK,8.0,8,8.29,HR,8.29,HR
587,C-11206-55293,2011-07-29,2011-07-25,CERTIFIED,H-2B,NJ,2010-09-01,2012-06-17,WASHINGTON SPORTS GROUP LLC,230 NEW VERNON ROAD,,GILETTE,NJ,7933,,,,153.117-010,Head Coach,272022.0,Coaches and Scouts,HEAD COACH,15.0,15,10.45,HR,13.0,HR
588,C-11012-53313,2011-01-19,2011-01-12,PARTIAL CERTIFIED,H-2B,NJ,2011-04-01,2011-12-15,HONOR TREE SERVICE INC,270 KINGS RD.,,MADISON,NJ,7940,APRIL MCKINNEY,BAY CITY,TX,408.684-018,Tree Pruner,373013.0,Tree Trimmers and Pruners,TREE PRUNER,10.0,8,13.8,HR,13.8,HR
589,C-10334-52075,2010-12-03,2010-11-30,CERTIFIED,H-2B,NJ,2011-02-15,2011-12-15,"LIMBACH'S LANDSCAPING, LLC",31 NOE AVENUE,,MADISON,NJ,7940,LUISA RAMIREZ,PINE BROOK,NJ,406.684-014,"Groundskeeper, Industrial-Commercial",373011.0,Landscaping and Groundskeeping Workers,"GROUNDSKEEPER, INDUSTRIAL COMMERCIAL",12.0,12,9.89,HR,9.89,HR
590,C-11059-54245,2011-03-21,2011-02-28,DENIED,H-2B,NJ,2011-04-01,2011-12-01,"BOBBY CHEZ, INC. DBA BOBBY CHEZ SEAFOOD SPECIALTIE",1990 ROUTE 70 (MAIN OFFICE),8007 VENTNOR AVENUE (SUMMER ONLY LOCATION),CHERRY HILL,NJ,8003,SHEREEN C. CHEN,MARLTON,NJ,319.484-010,"Food Assembler, Kitchen",352021.0,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",25.0,0,8.34,HR,8.34,HR
591,C-11059-54247,2011-03-22,2011-02-28,DENIED,H-2B,NJ,2011-04-01,2011-12-01,"BOBBY CHEZ, INC. DBA BOBBY CHEZ SEAFOOD SPECIALTIE",1990 ROUTE 70,,CHERRY HILL,NJ,8003,SHEREEN C. CHEN,MARLTON,NJ,319.484-010,"Food Assembler, Kitchen",352021.0,Food Preparation Workers,"FOOD ASSEMBLER, KITCHEN",23.0,0,8.43,HR,8.43,HR
592,C-10314-51651,2010-11-16,2010-11-10,CERTIFIED,H-2B,NJ,2011-02-01,2011-10-31,THIRTY FATHOM FISH CORPORATION,"1809 CENTRAL AVE., PO BOX 772",,BARNEGAT LIGHT,NJ,8006,BRUCE CHURCHILL ALLEN,BEACHWOOD,OH,691.687-010,Production Helper,519198.0,Helpers--Production Workers,PRODUCTION HELPER,2.0,2,12.3,HR,12.3,HR
593,C-11018-53430,2011-01-24,2011-01-18,PARTIAL CERTIFIED,H-2B,NJ,2011-04-01,2011-11-15,CRAMARK INC. DBA THE CHICKEN OR THE EGG,207 N. BAY AVE.,,BEACH HAVEN,NJ,8008,ELIZABETH D. WHITLEY,LOVINGSTON,VA,313.374-010,"Cook, Fast Food",352011.0,"Cooks, Fast Food","COOK, FAST FOOD",15.0,14,,,,
594,C-11018-53435,2011-01-24,2011-01-18,PARTIAL CERTIFIED,H-2B,NJ,2011-04-01,2011-12-24,ENGLESIDE INC,30 ENGLESIDE AVE.,,BEACH HAVEN,NJ,8008,STEPHEN WARD,COEUR D'ALENE,ID,323.687-014,"Cleaner, Housekeeping",372012.0,Maids and Housekeeping Cleaners,"CLEANER, HOUSEKEEPING",10.0,9,8.23,HR,8.23,HR
595,C-11019-53449,2011-01-24,2011-01-18,CERTIFIED,H-2B,NJ,2011-04-01,2011-12-24,ENGLESIDE INC.,30 ENGLESIDE AVE.,,BEACH HAVEN,NJ,8008,STEPHEN WARD/LABOR CONSULTANTS INTERNATIONAL,COEUR D'ALENE,ID,529.137-054,"Supervisor, Ready-Mixed Food Preparation",511011.0,First-Line Supervisors/Managers of Production and Operating Workers,"SUPERVISOR, READY MIXED FOOD PREPARATION",10.0,10,8.29,HR,8.29,HR
596,C-11012-53301,2011-01-19,2011-01-12,CERTIFIED,H-2B,NJ,2011-04-01,2011-12-31,"G & G LANDSCAPING CONSTRUCTION, INC.","24059 W. MAIN STREET,  STE D",,COLUMBUS,NJ,8022,ELIZABETH D. WHITLEY,LOVINGSTON,VA,408.687-014,"Laborer, Landscape",373011.0,Landscaping and Groundskeeping Workers,"LABORER, LANDSCAPE",25.0,25,,,,
