AGENT_ATTORNEY_ADDRESS1,AGENT_ATTORNEY_ADDRESS2,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_POSTAL_CODE,AGENT_ATTORNEY_STATE,AGENT_POC_EMPLOYER_REP_BY_AGENT,ALIEN_WORK_CITY,ALIEN_WORK_STATE,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,CASE_NO,CASE_RECEIVED_DATE,CASE_STATUS,STATUS_STANDARDIZED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,DECISION_DATE,EDUCATION_LEVEL,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_COUNTRY,EMPLOYER_NAME,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,EMPLOYER_POSTAL_CODE,EMPLOYER_PROVINCE,EMPLOYER_REP_BY_AGENT,EMPLOYER_STATE,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,FULL_TIME_POSITION,FY,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,JOB_END_DATE,JOB_IDNUMBER,JOB_START_DATE,JOB_TITLE,LAWFIRM_NAME,MAJOR,NAICS_CODE,NAME_REQD_TRAINING,NATURE_OF_TEMPORARY_NEED,NBR_WORKERS_CERTIFIED,NBR_WORKERS_REQUESTED,NUM_MONTHS_TRAINING,ORGANIZATION_FLAG,OTHER_EDU,OTHER_WORKSITE_LOCATION,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,PRIMARY/SUB,PRIMARY_CROP,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,SOC_CODE,SOC_TITLE,SUPERVISE_HOW_MANY,SUPERVISE_OTHER_EMP,SWA_NAME,TRADE_NAME,TRAINING_REQ,VISA_CLASS,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_POSTAL_CODE,WORKSITE_LOCATION_STATE
,,CASPER,IDEL ENRIQUEZ,,WY,,,,,1633.33,Month,H-300-18355-725871,12/21/18,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,3/1/19,11/30/19,1/17/19,None,"441 Penland, Baggs WY 82321","P.O. Box 142, Baggs WY 82321",Baggs,UNITED STATES OF AMERICA,"GRIEVE ENTERPRISES, LLC",307-267-2195,,82321,,Y,WY,Y,6,Y,2019,12:00:00,12:00:00,7/16/19,7679403,1/11/19,Range Livestock Worker,Mountain Plains Ag Service,,112410,,Seasonal,3,3,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Craig Workforce Center,,N,H-2A,Craig,Moffat,81625,CO
,,CASPER,IDEL ENRIQUEZ,,WY,,,,,1663,Month,H-300-19029-950701,1/29/19,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,3/1/19,12/31/19,2/6/19,None,"70126 CR 102, Stoneham CO 80754","70126 CR 102, Stoneham CO 80754",Stoneham,UNITED STATES OF AMERICA,Pancost Ranch LLC,303-810-6890,,80754,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,7/31/19,7719053,2/5/19,Range Livestock Worker,Mountain Plains Ag Service,,112410,,Seasonal,1,1,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Stoneham,Weld,80754,CO
,,CASPER,IDEL ENRIQUEZ,,WY,,,,,1633.33,Month,H-300-19030-652725,1/30/19,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,4/1/19,11/30/19,2/19/19,None,"1001 Dougherty ct, Grand Junction CO 81505","1001 Dougherty ct, Grand Junction CO 81505",Grand Junction,UNITED STATES OF AMERICA,Main Canyon Ranch,970-640-7281,,81505,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,8/1/19,1966918,1/31/19,Range Livestock Worker,Mountain Plains Ag Service,,112410,,Seasonal,4,4,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,UT State Workforce,,N,H-2A,Vernal,Uinta,84078,UT
,,CASPER,IDEL ENRIQUEZ,,WY,,,,,1633.33,Month,H-300-19032-204655,2/1/19,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,4/1/19,10/31/19,2/21/19,None,"21490 US Hwy 40, Milner CO 80487","HC 66, Box 45, Steamboat Springs CO 80487",Milner,UNITED STATES OF AMERICA,"Camilletti & Sons, Inc",970-879-5260,,80487,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,7/16/19,7723517,2/8/19,Range Livestock Worker,Mountain Plains Ag Service,,112410,,Seasonal,8,8,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Milner,Routt,80487,CO
,,CASPER,IDEL ENRIQUEZ,,WY,,,,,1633.33,Month,H-300-19035-155262,2/4/19,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,4/15/19,10/31/19,2/27/19,None,"509 Ranch House Lane, Ridgway CO 81432","PO Box 190, Appalachia VA 24216",Ridgway,UNITED STATES OF AMERICA,Triple D Land Company LLC,276-275-4297,,81432,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,7/23/19,7726424,2/22/19,Range Livestock Worker,Mountain Plains Ag Service,,112410,,Seasonal,1,1,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Ridgway,Ouray,81432,CO
,,CASPER,IDEL ENRIQUEZ CARVAJAL,,WY,,,,,1584.22,Month,H-300-18331-450396,11/27/18,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/19,11/30/19,12/11/18,None,"Physical: 22990 RCR 54, Steamboat Springs CO 80487","Mailing: 22990 RCR 54, Steamboat Springs CO 80487",Steamboat Springs,UNITED STATES OF AMERICA,Harvey Ranch,970-870-9665,,80487,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,7/2/19,7650277,,Range Livestock Worker,Mountain Plains Ag Service,,112410,,Seasonal,2,2,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Steamboat Springs,Routt,80487,CO
,,CASPER,IDEL ENRIQUEZ,,WY,,,,,1584.22,Month,H-300-18345-659223,12/11/18,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/27/19,2/25/20,12/28/18,None,"20215 F. Road, Delta CO 81416","20215 F. Road, Delta CO 81416",Delta,UNITED STATES OF AMERICA,Sperry Livestock Corp.,970-250-5889,,81416,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,8/27/19,7670139,12/14/18,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,1,1,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Delta,Delta,81416,CO
,,CASPER,IDEL ENRIQUEZ CARVAJAL,,WY,,,,,1584.22,Month,H-300-18278-829165,10/5/18,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/1/19,9/30/19,11/7/18,None,"Physical: 38373 State Hwy 114, Saguache CO 81149","Mailing: P.O. Box 557, Saguache CO 81149",Saguache,UNITED STATES OF AMERICA,Corey J Hill,719-655-2661,,81149,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,5/17/19,7588424,10/5/18,Range Livestock Worker,Mountain Plains Ag Service,,112410,,Seasonal,3,3,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Department of Labor & Employment,,N,H-2A,Saguache,Saguache,81149,CO
,,CASPER,IDEL ENRIQUEZ,,WY,,,,,1633.33,Month,H-300-19143-725804,5/23/19,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,7/29/19,7/25/20,6/13/19,None,"8712 RBC Road 5, Meeker CO 81641","8712 County Rd. 5, Rifle CO 81650",Meeker,UNITED STATES OF AMERICA,Sam Robinson,970-878-4605,,81641,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,1/26/19,7876048,5/29/19,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,3,3,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Meeker,Garfield,81641,CO
,,CASPER,IDEL ENRIQUEZ,,WY,,,,,1633.33,Month,H-300-19014-916662,1/14/19,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,3/1/19,10/13/19,2/5/19,None,"1776 County Road 319, Ignacio CO 81137","PO Box 178, Ignacio CO 81137",Ignacio,UNITED STATES OF AMERICA,J Paul Brown,970-759-4157,,81137,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,6/22/19,7704790,1/18/19,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,2,2,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Ignacio,La Plata,81137,CO
,,CASPER,IDEL ENRIQUEZ,,WY,,,,,1633.33,Month,H-300-19030-604971,1/30/19,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,4/1/19,3/29/20,3/1/19,None,"5215 Main St, Mosca CO 81146","5215 Main St, Mosca CO 81146",Mosca,UNITED STATES OF AMERICA,Brown Livestock,719-588-8211,,81146,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,9/29/19,7722677,2/1/19,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,2,2,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Alamosa,Alamosa,81101,CO
,,CASPER,IDEL ENRIQUEZ CARVAJAL,,WY,,,,,1584.22,Month,H-300-18262-289224,9/19/18,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,11/30/18,11/27/19,10/19/18,None,"Physical: 5737 County Road 321, Ignacio CO 81137","Mailing: 5737 County Road 321, Ignacio CO 81137",Ignacio,UNITED STATES OF AMERICA,FOX FIRE FARMS/RICHARD PARRY,970-563-3186,,81137,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,5/30/19,7567260,9/20/18,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,1,1,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Ignacio,La Plata,81137,CO
,,CASPER,IDEL ENRIQUEZ CARVAJAL,,WY,,,,,1584.22,Month,H-300-18282-240595,10/9/18,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,12/31/18,12/28/19,11/16/18,None,"Physical: 1775 12 Road, Loma CO 81524","Mailing: 1775 12 Road, Loma CO 81524",Loma,UNITED STATES OF AMERICA,"Chacon Sheep Company, LLC",364-462-6361,,81524,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,6/30/18,7597425,,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,13,13,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Loma,Mesa,81524,CO
,,CASPER,IDEL ENRIQUEZ CARVAJAL,,WY,,,,50,1584.22,Month,H-300-18323-299454,11/19/18,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/29/19,1/27/20,12/13/18,None,"Physical: 2949 Pinon Circle, Craig CO 81625","Mailing: PO Box 789 , Craig CO 81626",Craig,UNITED STATES OF AMERICA,LR Smith Investments LLC,970-826-0632,,81625,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,,,,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,11,11,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,,,N,H-2A,Baggs,Carbon,82321,WY
,,CASPER,IDEL ENRIQUEZ,,WY,,,,,1584.22,Month,H-300-18339-505128,12/5/18,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,3/1/19,2/27/20,12/18/18,None,"Physical: 1775 12 Road, Loma CO 81524","Mailing: 1775 12 Road, Loma CO 81524",Loma,UNITED STATES OF AMERICA,"CHACON SHEEP COMPANY, LLC",970-462-6361,,81524,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,8/29/19,7661878,12/12/18,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,4,4,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,La Loma,Mesa,81524,CO
,,CASPER,IDEL ENRIQUEZ,,WY,,,,,1584.22,Month,H-300-18337-877268,12/3/18,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/29/19,1/27/20,12/19/18,None,"Physical: 578 Barclay Street, Craig CO 81625","Mailing: PO Box 215, Craig CO 81626",Craig,UNITED STATES OF AMERICA,Smith Rancho Land & Livestock LLC,970-824-2631,,81625,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,,,,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,12,12,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Craig,Moffat,81625,CO
,,CASPER,IDEL ENRIQUEZ,,WY,,,,,1584.22,Month,H-300-18338-551085,12/4/18,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/19,10/31/19,12/19/18,None,"Physical: 5174 County Road 237, Rifle CO 81650","Mailing: 4450 County Road 245, Newcastle CO 81647",Rifle,UNITED STATES OF AMERICA,Warren Roberts,970-984-2617,,81650,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,6/17/19,7658006,12/11/18,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,2,2,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Rifle,Garfield,81650,CO
,,CASPER,IDEL ENRIQUEZ CARVAJAL,,WY,,,,,1584.22,Month,H-300-18317-101730,11/13/18,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/30/19,1/27/20,12/20/18,None,"Physical: 425 Riverview Ave, Craig CO 81626","Mailing: PO Box 1046, Craig CO 81626",Craig,UNITED STATES OF AMERICA,Tuttle Livestock Company LLC,970-824-3785,,81626,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,7/30/19,7634885,11/15/18,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,8,8,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Craig,Moffat,81625,FL
,,CASPER,IDEL ENRIQUEZ CARVAJAL,,WY,,,,,1584.22,Month,H-300-18330-631993,11/26/18,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,1/29/19,1/27/20,12/21/18,None,"Physical: 59625 Lucres Drive, Montrose CO 81403","Mailing: 59625 Lucres Drive, Montrose CO 81403",Montrose,UNITED STATES OF AMERICA,Juan Inda,970-596-5609,,81403,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,7/29/19,7651849,11/29/18,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,5,5,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Montrose,Montrose,81403,CO
,,CASPER,IDEL ENRIQUEZ,,WY,,,,50,1633.33,Month,H-300-18351-200668,12/17/18,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/1/19,10/15/19,12/28/18,None,"679 Haughey Road, Craig CO 81625","679 Haughey Road, Craig CO 81625",Craig,UNITED STATES OF AMERICA,Villard Ranch LLC,970-326-7592,,81625,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,6/9/19,7676237,12/20/18,Sheepherder,Mountain Plains Ag Service,,112410,,Seasonal,2,2,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Craig,Moffat,81625,CO
,,CASPER,IDEL ENRIQUEZ CARVAJAL,,WY,,,,,1584.22,Month,H-300-18267-109992,9/24/18,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,12/1/18,3/31/19,10/16/18,None,"Physical: 1001 Dougherty ct, Grand Junction CO 81505","Mailing: 1001 Dougherty ct, Grand Junction CO 81505",Grand Junction,UNITED STATES OF AMERICA,Main Canyon Ranch,970-640-7281,,81505,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,1/30/19,1819997,9/25/18,Range Winter Cattle Herder,Mountain Plains Ag Service,,112410,,Seasonal,3,3,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,UT State Workforce,,N,H-2A,Vernal,Uintah,84078,UT
,,CASPER,IDEL ENRIQUEZ CARVAJAL,,WY,,,,50,1584.22,Month,H-300-18295-474894,10/22/18,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,1/1/19,4/30/19,11/16/18,None,"Physical: 441 Penland, Baggs WY 82321","Mailing: P.O. Box 142, Baggs WY 82321",Baggs,UNITED STATES OF AMERICA,"Grieve Enterprises, LLC",307-267-2195,,82321,,Y,WY,Y,6,Y,2019,12:00:00,12:00:00,3/1/19,7608479,10/26/18,Range Winter Cattle Herder,Mountain Plains Ag Service,,112410,,Seasonal,1,1,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Open Range Livestock,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO SWA,,N,H-2A,Craig,Moffat,81625,CO
,,CASPER,IDEL ENRIQUEZ CARVAJAL,,WY,,,,,1584.22,Month,H-300-18247-912070,9/4/18,DETERMINATION ISSUED - CERTIFICATION EXPIRED,DETERMINATION ISSUED - CERTIFICATION EXPIRED,12/1/18,3/31/19,10/2/18,None,"Physical: 351 School Street # 1, Craig CO 81625","Mailing: 351 School Street # 1, Craig CO 81625",Craig,UNITED STATES OF AMERICA,Diamond Peak Cattle Company,970-824-5750,,81625,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,1/30/19,7547034,9/19/18,Sheepherder,MOUNTAIN PLAINS AG SERVICE,,112410,,Seasonal,8,8,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,Sheep,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO State Workforce,,N,H-2A,Craig,Moffa,81625,CO
,,CASPER,KELLI GRIFFITH,,WY,,,,48,13.13,Hour,H-300-19031-315496,1/31/19,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,4/1/19,11/30/19,3/14/19,None,"351 School Street # 1, Craig CO 81625 (Physical Address)","351 School Street # 1, Craig CO 81625 (Mailing Address)",Craig,UNITED STATES OF AMERICA,Diamond Peak Cattle Company,970-824-5750,,81625,,Y,CO,Y,6,Y,2019,7:00:00,4:00:00,7/31/19,CO7704826,1/16/19,Hay Farm/Livestock Worker,MOUNTAIN PLAINS AGRICULTURAL SERVICE,,112410,,Seasonal,8,8,,Association - Filing as Agent (H-2A Only),,Y,,,PRI,General Farm Workers,N,,45-2091,Agricultural Equipment Operators,,N,Colorado State Workforce,,N,H-2A,Craig,Moffat,81625,CO
,,Craig,Kandance Kropinak,,CO,,,,45,1633.33,Month,H-300-18353-779093,12/22/18,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/15/19,10/1/19,1/25/19,None,990 County road 12A,,Ridgway,UNITED STATES OF AMERICA,"BROKEN ARROW RANCH, INC",970-626-5793,,81432,,Y,CO,Y,6,Y,2019,12:00:00,12:00:00,7/1/19,7682971,1/10/19,Livestock Worker,High Country Agricultural Services,na,1121,,Seasonal,6,6,,Individual Employer,na,N,,,PRI,General Farm Workers,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,Delta Workforce Center,,N,H-2A,Ridgway,Ouray,81432,CO
,,Waynesville,MANUEL FICK,,NC,,,,48,13.13,Hour,H-300-19035-224109,2/4/19,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,3/23/19,12/31/19,3/7/19,None,30305 1/2 County Road 7,,Flagler,UNITED STATES OF AMERICA,GRAND FARMING ENTERPRISES,719-349-0135,,80815,,Y,CO,Y,3,Y,2019,8:00:00,5:00:00,8/11/19,7721731,2/27/19,General Ranch Worker,USA FARM LABOR,,1119,,Seasonal,4,4,,Individual Employer,,Y,,,PRI,General Farm Workers,N,,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",,N,CO SWA,,N,H-2A,Flagler,Kit Carson County,80815,CO
,,PALISADE,KIMBERLY NOLAND,,CO,,,,35,10.69,Hour,H-300-18348-690125,12/14/18,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,2/15/19,10/31/19,2/13/19,None,3548 E 1/2 ROAD,"(MAILING ADDRESS:  PO BOX 1435, PALISADE, CO  81526)",PALISADE,UNITED STATES OF AMERICA,"HIGH COUNTRY ORCHARDS, LLC",970-464-1150,,81526,,Y,CO,Y,1,Y,2019,7:00:00,3:00:00,6/24/19,7661940,12/10/18,Farm Worker,KIMBERLY NOLAND,,111339,,Seasonal,14,14,,Individual Employer,,N,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Mesa County Workforce Center,,N,H-2A,Palisade,Mesa,81526,CO
,,PALISADE,KIMBERLY NOLAND,,CO,,,,35,13.13,Hour,H-300-19053-352702,2/22/19,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,4/30/19,9/10/19,3/26/19,None,329 33 3/4 ROAD,,PALISADE,UNITED STATES OF AMERICA,SOWELL ORCHARDS FRUIT AND SALES,970-270-0769,,81526,,Y,CO,Y,1,Y,2019,6:00:00,2:00:00,7/5/19,7740934,2/21/19,Farm Worker,KIMBERLY NOLAND,,111339,,Seasonal,8,8,,Individual Employer,,N,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Mesa County Workforce Center,,N,H-2A,Palisade,Mesa,81526,CO
,,PALISADE,KIMBERLY NOLAND,,CO,,,,40,13.13,Hour,H-300-19148-009728,5/28/19,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,8/1/19,11/1/19,6/14/19,None,250 SOUTH GRAND MESA DRIVE,,CEDAREDGE,UNITED STATES OF AMERICA,"WILLIAMS ORCHARDS, LLC",970-856-7007,,81413,,Y,CO,Y,1,Y,2019,7:00:00,4:00:00,9/16/19,7864259,5/23/19,Orchard Worker,H-2A Agent,,111339,,Seasonal,19,19,,Individual Employer,,Y,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Delta County Workforce Center,,N,H-2A,Cedaredge,Delta,81413,CO
,,PALISADE,KIMBERLY NOLAND,,CO,,,,40,13.13,Hour,H-300-19053-272171,2/22/19,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,4/30/19,9/8/19,3/21/19,None,3491 E ROAD,,PALISADE,UNITED STATES OF AMERICA,"3491 E ROAD, LLC",970-464-9189,,81526,,Y,CO,Y,1,Y,2019,8:00:00,4:00:00,7/4/19,7739975,2/21/19,Farm Worker,KIMBERLY NOLAND,,111339,,Seasonal,14,14,,Individual Employer,,N,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Mesa County Workforce Agency,,N,H-2A,Palisade,Mesa,81526,CO
,,PALISADE,KIMBERLY NOLAND,,CO,,,,35,13.13,Hour,H-300-19023-291459,1/23/19,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,4/1/19,9/30/19,2/22/19,None,860 RAPID CREEK ROAD,,PALISADE,UNITED STATES OF AMERICA,"KOKOPELLI FARMS, INC.",970-270-1411,,81526,,Y,CO,Y,1,Y,2019,8:00:00,4:00:00,7/1/19,7710260,1/22/19,Orchard Worker,KIMBERLY NOLAND,,111339,,Seasonal,5,5,,Individual Employer,,N,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Mesa County Workforce Center,,N,H-2A,Palisade,Mesa,81526,CO
,,PALISADE,KIMBERLY NOLAND,,CO,,,,35,13.13,Hour,H-300-19053-591902,2/22/19,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,4/30/19,9/5/19,3/28/19,None,3654 F ROAD,,PALISADE,UNITED STATES OF AMERICA,MAX L. NOLAND FAMILY LTD. PARTNERSHIP,970-464-0597,,81526,,Y,CO,Y,1,Y,2019,6:00:00,2:00:00,7/3/19,7739976,2/21/19,Farm Worker,KIMBERLY NOLAND,,111339,,Seasonal,25,25,,Individual Employer,,N,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Mesa County Workforce Agency,,N,H-2A,Palisade,Mesa,81526,CO
,,PALISADE,KIMBERLY NOLAND,,CO,,,,40,13.13,Hour,H-300-19095-216779,4/5/19,DETERMINATION ISSUED - CERTIFICATION,DETERMINATION ISSUED - CERTIFICATION,5/25/19,10/1/19,4/29/19,None,7513 HIGH MESA ROAD,"(MAILING ADDRESS:  C/O ATA, PO BOX 550, OLATHE, CO  81425)",OLATHE,UNITED STATES OF AMERICA,EFREN SUAREZ GARCIA,970-323-5914,,81425,,Y,CO,Y,1,Y,2019,6:00:00,2:00:00,7/28/19,7787687,4/5/19,Farm Worker,KIMBERLY NOLAND,,111339,,Seasonal,7,7,,Individual Employer,,N,,,PRI,Peaches,N,,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",,N,Delta County Workforce Center,SUAREZ ORCHARD,N,H-2A,Olathe,Delta,81425,CO
