AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_STATE,AGENT_POC_EMPLOYER_REP_BY_AGENT,AGENT_POC_EMP_REP_BY_AGENT,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,CASE_NUMBER,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,DECISION_DATE,EDUCATION_LEVEL,EMPLOYEE_POSTAL_CODE,EMPLOYEE_WORKSITE_CITY,EMPLOYEE_WORKSITE_COUNTY,EMPLOYEE_WORK_STATE,EMPLOYER_ADDRESS_1,EMPLOYER_ADDRESS_2,EMPLOYER_CITY,EMPLOYER_COUNTRY,EMPLOYER_NAME,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,EMPLOYER_POSTAL_CODE,EMPLOYER_PROVINCE,EMPLOYER_STATE,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,FEIN,FULL_TIME_POSITION,FY,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,JOB_END_DATE,JOB_IDNUMBER,JOB_START_DATE,JOB_TITLE,LAWFIRM_NAME,MAJOR,NAICS_CODE,NAME_REQUIRED_TRAINING,NATURE_OF_TEMPORARY_NEED,NBR_WORKERS_CERTIFIED,NBR_WORKERS_REQUESTED,NPC_SUBMITTED_DATE,NUMBER_OF_HOURS,NUM_MONTHS_TRAINING,OTHER_EDUCATION,OTHER_WORKSITE_LOCATION,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,PAY_RANGE_UNIT,PREVAILING_WAGE,PW_UNIT_OF_PAY,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,SOC_CODE,SOC_TITLE,SUBMITTED_DATE,SUPERVISE_HOW_MANY,SUPERVISE_OTHER_EMP,SWA_NAME,TRADE_NAME_DBA,TRAINING_REQUIRED,VISA_TYPE,WORKSITE_ADDRESS_1,WORKSITE_ADDRESS_2,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_POSTAL_CODE,WORKSITE_STATE,
CENTENNIAL,DANIEL KOWALSKI,CO,Y,,,$17.46 ,,H-400-17269-561566,Certification,4/1/18,11/30/18,3/1/18,None,80229,Denver,Adams,CO,2505 E 74th Ave,,Denver,UNITED STATES OF AMERICA,A-1 Chipseal CO.,303-464-9267,,80229,,CO,N,,,Y,2018,6:00 AM,6:00 PM,,,,Laborer,Ware Immigration,,237310,,Peakload,30,30,,40,,,Y,26.19,28.5,Hour,,,N,,47-2061,Construction Laborers,1/1/18,,N,,Rocky Mountain Pavement,N,H-2B,,,,,,,
VAIL,AMY NOVAK,CO,Y,,,$14.51 ,,H-400-17277-086408,Certification,4/1/18,11/30/18,3/1/18,None,80004,Arvada,Jefferson,CO,"12650 West 64th Avenue, Unit E #430",,Arvada,UNITED STATES OF AMERICA,"Landscape Consultants & Contractors, Inc.",303-980-0360,,80004,,CO,N,,,Y,2018,7:00 AM,4:00 PM,,,,Landscape Laborers,NOVAK LAW OFFICE,,56173,,Peakload,22,22,,35,,,Y,21.77,21.77,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
Vail,Amy Novak,CO,Y,,,$12.92 ,,H-400-17282-109354,Certification,4/1/18,1/31/19,3/1/18,None,81631,Eagle,Eagle,CO,775 Chambers Avenue (physical),"PO Box 2123, Eagle, CO 81631 (mailing)",Eagle,UNITED STATES OF AMERICA,"TCC Contractors, Inc.",970-328-2340,,81631,,CO,N,,,Y,2018,8:00 AM,4:30 PM,,,,Roofing Laborer,NOVAK LAW OFFICE,,238160,,Peakload,25,25,,40,,,Y,19.38,19.38,Hour,,,N,,47-3016,Helpers--Roofers,1/1/18,,N,,TCC Roofing Contractors,N,H-2B,,,,,,,
CENTENNIAL,DANIEL KOWALSKI,CO,Y,,,$14.51 ,,H-400-17319-832732,Certification,4/1/18,10/31/18,3/1/18,None,80110,Englewood,Denver,CO,2190 S . Raritan Street,,Englewood,UNITED STATES OF AMERICA,"Weston Landscape and Design, Inc.",303-944-7495,,80110,,CO,N,,,Y,2018,7:00 AM,8:00 PM,,,,Landscape Laborer,Ware Immigration,,561730,,Peakload,21,21,,35,,,Y,21.77,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
CHARLOTTESVILLE,Elizabeth Whitley,VA,Y,,,$21.34 ,,H-400-17324-487762,Certification,4/1/18,11/30/18,3/1/18,None,80540,Lyons,Boulder,CO,3587 Stone Canyon Road,"Mailing: PO Box 2526, Longmont, CO 80502",Lyons,UNITED STATES OF AMERICA,Red Canyon Roofing LLC,303-667-9816,,80540,,CO,N,,,Y,2018,7:00 AM,2:30 PM,,,,Roofers,"MASLABOR H2B, LLC",,238160,,Seasonal,25,25,,35,,,Y,32.01,,Hour,,,N,,47-2181,Roofers,1/1/18,,N,,,N,H-2B,,,,,,,
Vail,AMY NOVAK,CO,Y,,,$10.11 ,,H-400-17327-315080,Certification,4/1/18,11/30/18,3/1/18,None,80517,Estes Park,Larimer,CO,145 East Elkhorn Avenue (physical),"PO Box 3345, Estes Park, CO 80517 (mailing)",Estes Park,UNITED STATES OF AMERICA,Galex LLC,970-586-0886,,80517,,CO,N,,,Y,2018,8:00 AM,4:00 PM,,,,Dishwasher,NOVAK LAW OFFICE,,7225,,Peakload,8,8,,40,,,N,,,Hour,,,N,,35-9021,Dishwashers,1/1/18,,N,,Chelito's Mexican Restaurant,N,H-2B,,,,,,,
Vail,AMY NOVAK,CO,Y,,,$16.72 ,,H-400-17327-338177,Certification,4/1/18,10/26/18,3/1/18,None,81657,Vail,Eagle,CO,2189 Chamonix Lane (physical),"PO Box 6094, Vail, CO 81658 (mailing)",Vail,UNITED STATES OF AMERICA,Seasonal Landscapes,970-390-6479,,81657,,CO,N,,,Y,2018,8:00 AM,4:30 PM,,,,Landscape Maintenance Crew Member,NOVAK LAW OFFICE,,541320,,Seasonal,5,5,,35,,,Y,25.08,25.08,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
Vail,Amy Novak,CO,Y,,,$16.72 ,,H-400-17327-344278,Certification,4/1/18,11/30/18,3/1/18,None,81631,Eagle,Eagle,CO,916 B Chambers Avenue (physical),"PO Box 2049, Eagle, CO 81631 (mailing)",Eagle,UNITED STATES OF AMERICA,Mountain Top Ventures,970-328-4129,,81631,,CO,N,,,Y,2018,7:00 AM,5:30 PM,,,,Landscaper,Novak Law Office,,561730,,Peakload,23,23,,35,,,Y,25.08,25.08,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,SHC Nursery & Landscape,N,H-2B,,,,,,,
Vail,Amy Novak,CO,Y,,,$16.96 ,,H-400-17327-446279,Certification,4/1/18,11/30/18,3/1/18,None,81632,Edwards,Eagle,CO,"1019 Edwards Village Road, B-5 (physical)","PO Box 1956, Edwards, CO 81632 (mailing)",Edwards,UNITED STATES OF AMERICA,Double M Asphalt & Coatings Inc.,970-926-3343,,81632,,CO,N,,,Y,2018,9:00 AM,5:00 PM,,,,Construction Laborer,NOVAK LAW OFFICE,,488490,,Seasonal,7,7,,35,,,Y,25.44,25.44,Hour,,,N,,47-2061,Construction Laborers,1/1/18,,N,,,N,H-2B,,,,,,,
Vail,AMY NOVAK,CO,Y,,,$13.46 ,,H-400-17327-551475,Certification,4/1/18,11/30/18,3/1/18,None,81631,Eagle,Eagle,CO,775 Chambers Avenue (physical),"PO Box 3024, Eagle, CO 81631 (mailing)",Eagle,UNITED STATES OF AMERICA,"Stucco Works, Inc.",970-328-6700,,81631,,CO,N,,,Y,2018,9:00 AM,5:00 PM,,,,Helpers-Plasterers,NOVAK LAW OFFICE,,238160,,Peakload,10,10,,35,,,Y,20.19,20.19,Hour,,,N,,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and",1/1/18,,N,,,N,H-2B,,,,,,,
Vail,Amy Novak,CO,Y,,,$16.72 ,,H-400-17327-696065,Certification,4/1/18,11/1/18,3/1/18,None,81631,Eagle,Eagle,CO,1040 Chambers Ave Ste 2 (physical),"PO Box 2134, Eagle, CO 81631 (mailing)",Eagle,UNITED STATES OF AMERICA,Ceres Design & Arborscape,970-328-6080,,81631,,CO,N,,,Y,2018,9:00 AM,5:00 PM,,,,Landscaper,NOVAK LAW OFFICE,,541320,,Peakload,45,45,,35,,,Y,25.08,25.08,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,Ceres Landcare,N,H-2B,,,,,,,
Vail,Amy Novak,CO,Y,,,$15.45 ,,H-400-17327-988607,Certification,4/1/18,10/31/18,3/1/18,None,80525,Fort Collins,Larimer,CO,1808 Remington Street,,Fort Collins,UNITED STATES OF AMERICA,Ramirez Landscaping LLC,970-685-9600,,80525,,CO,N,,,Y,2018,7:00 AM,5:00 PM,,,,Landscape Laborer,NOVAK LAW OFFICE,,561730,,Peakload,6,6,,35,,,Y,23.18,23.18,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
VAIL,AMY NOVAK,CO,Y,,,$15.45 ,,H-400-17329-045418,Certification Expired,4/1/18,9/1/18,3/1/18,High School/GED,80525,Fort Collins,Larimer,CO,3930 Automation Way,,Fort Collins,UNITED STATES OF AMERICA,"Triple Crown Sports, Inc.",970-223-6644,,80525,,CO,N,,,Y,2018,7:00 AM,4:00 PM,,,,Grounds Support Associate,NOVAK LAW OFFICE,,713940,,Peakload,1,1,,40,,,N,,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
CENTENNIAL,DANIEL KOWALSKI,CO,Y,,,$14.51 ,,H-400-17331-173754,Certification,4/1/18,10/31/18,3/1/18,None,80016,Aurora,Arapahoe,CO,605 S. Kuner Rd.,#104,Brighton,UNITED STATES OF AMERICA,KJT Enterprises LLC,303-598-0678,,80601,,CO,N,,,Y,2018,7:00 AM,4:30 PM,,,,Landscape Laborer,WARE IMMIGRATION,,561730,,Peakload,10,10,,40,,,Y,21.77,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,KJT Landscaping,N,H-2B,,,,,,,
CENTENNIAL,DANIEL KOWALSKI,CO,Y,,,$14.51 ,,H-400-17331-665419,Certification,4/1/18,11/30/18,3/1/18,None,80231,Denver,Arapahoe,CO,2174 S. Valentia Street,,Denver,UNITED STATES OF AMERICA,"Horizon Landscaping, Inc.",303-750-7868,,80231,,CO,N,,,Y,2018,7:00 AM,4:00 PM,,,,Landscape Technician,WARE IMMIGRATION,,561730,,Peakload,15,15,,40,,,Y,21.77,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,Horizon Landscape & Irrigation,N,H-2B,,,,,,,
CENTENNIAL,DANIEL KOWALSKI,CO,Y,,,$14.51 ,,H-400-17332-699621,Certification,4/1/18,10/31/18,3/1/18,None,80229,Thornton,Adams,CO,8640 Welby Road,,Thornton,UNITED STATES OF AMERICA,Martinson Snow Removal Inc.,303-424-3708,,80229,,CO,N,,,Y,2018,6:00 AM,2:00 PM,,,,Landscape Laborer,WARE IMMIGRATION,,561730,,Peakload,10,10,,40,,,Y,21.77,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,Martinson Services,N,H-2B,,,,,,,
AUSTIN,ROBERT KERSHAW,TX,Y,,,$14.51 ,,H-400-17334-996833,Certification,4/1/18,11/30/18,3/1/18,None,80018,Aurora,Arapahoe,CO,79 S. DeGaulle St.,,Aurora,UNITED STATES OF AMERICA,Quintana's Luxury Landscape,303-341-2581,,80018,,CO,N,,,Y,2018,8:00 AM,5:00 PM,,,,Laborer,"THE KERSHAW LAW FIRM, PC",,561730,,Peakload,15,15,,40,,,Y,21.77,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
AUSTIN,ROBERT KERSHAW,TX,Y,,,$15.45 ,,H-400-17335-940907,Certification,4/1/18,10/31/18,3/1/18,None,80513,Berthoud,Larimer,CO,1060 East County Road 6C,,Berthoud,UNITED STATES OF AMERICA,Rocky Mountain Environmental Construction Inc.,970-532-1717,,80513,,CO,Y,3,,Y,2018,8:00 AM,5:00 PM,,,,Laborer,"THE KERSHAW LAW FIRM, PC",,561730,,Peakload,12,12,,40,,,Y,23.18,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
,,,N,,,$14.51 ,,H-400-17338-828897,Certification,4/1/18,10/31/18,3/1/18,None,80011,Aurora,Arapahoe,CO,932 SALIDA WAY,,AURORA,UNITED STATES OF AMERICA,OUTSIDE DREAMS LLC,303-359-9533,,80011,,CO,N,,,Y,2018,8:00 AM,4:30 PM,,,,Landscape Laborer,,,561730,,Seasonal,15,15,,40,,,Y,21.77,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
WINDSOR,BRADLEY AHL,CO,Y,,,$14.51 ,,H-400-17353-202631,Certification,4/1/18,10/31/18,3/1/18,None,80134,Parker,Douglas,CO,8000 PRESERVATION TRAIL,,PARKER,UNITED STATES OF AMERICA,"COLORADO GOLF CLUB, INC.",720-317-2451,,80134,,CO,N,,,Y,2018,5:00 AM,1:30 PM,,,,Landscaping and Groundskeeping Workers,"LABOR SOLUTIONS, INC.",,561730,,Seasonal,22,22,,40,,,N,21.77,27,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
CHARLOTTESVILLE,Elizabeth Whitley,VA,Y,,,$24.00 ,,H-400-17354-186850,Certification,4/1/18,12/31/18,3/1/18,None,80504,Longmont,Boulder,CO,804 Summer Hawk #2106,,Longmont,UNITED STATES OF AMERICA,Lyons Prestige Stoneworks LLC,720-409-7557,,80504,,CO,Y,3,,Y,2018,7:00 AM,4:00 PM,,,,Stonemasons,"MASLABOR H2B, LLC",,238140,,Seasonal,30,30,,40,,,Y,36,,Hour,,,N,,47-2021,Brickmasons and Blockmasons,1/1/18,,N,,,N,H-2B,,,,,,,
AVON,CHRISTOPHER POOLEY,CO,Y,,,$12.92 ,,H-400-17362-297501,Certification,4/1/18,11/30/18,3/1/18,None,81631,Eagle,Eagle,CO,P.O. Box 1867,,Eagle,UNITED STATES OF AMERICA,"Horizon Roofing, Inc.",970-328-4185,,81631-1867,,CO,N,,,Y,2018,7:00 AM,4:30 PM,,,,Roofer Helper,"LAW OFFICE OF CHRIS POOLEY, ESQ.",,23816,,Seasonal,5,5,,35,,,Y,19.38,,Hour,,,N,,47-3016,Helpers--Roofers,1/1/18,,N,,,N,H-2B,,,,,,,
CENTENNIAL,DANIEL KOWALSKI,CO,Y,,,$14.51 ,,H-400-18001-624745,Certification,4/1/18,10/31/18,3/1/18,None,80017,Aurora,Arapahoe,CO,1250 S. Chambers Rd,,Aurora,UNITED STATES OF AMERICA,JBK Landscape LLC,303-751-0192,,80017,,CO,N,,,Y,2018,8:00 AM,4:30 PM,,,,Landscape Laborers,Ware Immigration,,561730,,Peakload,60,60,,35,,,Y,21.77,27,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
BOULDER,LISA BATTAN,CO,Y,,,$17.56 ,,H-400-18001-833370,Certification,4/1/18,11/30/18,3/1/18,None,80504,Longmont,Boulder,CO,14751 E. County Line Rd.,,Longmont,UNITED STATES OF AMERICA,"B & M Concrete, Inc.",303-678-5590,,80504,,CO,N,,,Y,2018,7:00 AM,3:00 PM,,,,Concrete Flatwork Laborer,"LISA E. BATTAN, P.C.",,238140,,Peakload,20,20,,35,,,Y,26.34,,Hour,,,N,,47-2051,Cement Masons and Concrete Finishers,1/1/18,,N,,,N,H-2B,,,,,,,
LOVINGSTON,Elizabeth Whitley,VA,Y,,,$14.51 ,,H-400-17314-108896,Certification,4/1/18,10/31/18,3/2/18,None,80134,Parker,Douglas,CO,10004 Dransfeldt Rd.,P.O. Box 3615  Parker CO 80134,Parker,UNITED STATES OF AMERICA,"Colorado Scapes, Inc.",720-244-7834,,80138,,CO,N,,,Y,2018,7:00 AM,3:30 PM,,,,Landscape Laborer,"MAS LABOR H-2B, LLC",,561730,,Peakload,13,13,,40,,,Y,21.77,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
CENTENNIAL,DANIEL KOWALSKI,CO,Y,,,$14.51 ,,H-400-17319-266977,Certification Expired,4/1/18,9/30/18,3/2/18,None,80112,Centennial,Arapahoe,CO,8201 Southpark Lane,Suite 110,LITTLETON,UNITED STATES OF AMERICA,"TERRACARE ASSOCIATES, LLC",720-587-2520,,80120,,CO,N,,,Y,2018,6:30 AM,3:00 PM,,,,Landscaping/Groundskeeping Laborers,Ware Immigration,,561730,,Peakload,51,51,,40,,,Y,21.77,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
LOVINGSTON,Elizabeth Whitley,VA,Y,,,$15.03 ,,H-400-17341-519727,Certification,4/1/18,11/16/18,3/2/18,None,80011,Aurora,Arapahoe,CO,16797 E 2nd Ave. Suite C-102,,Aurora,UNITED STATES OF AMERICA,"Singing Hills, Inc.",303-343-4100,,80011,,CO,N,,,Y,2018,6:30 AM,5:00 PM,,,,Landscape Laborer,"MAS LABOR H-2B, LLC",,561730,,Peakload,45,45,,40,,,Y,22.55,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,"dba Singing Hills Landscape, Inc.",N,H-2B,,,,,,,
DENVER,MARIE LOWE,CO,Y,,,$11.00 ,,H-400-17342-832222,Certification,4/1/18,12/31/18,3/2/18,None,80524,FORT COLLINS,LARIMER,CO,421 CENTRO WAY,,FORT COLLINS,UNITED STATES OF AMERICA,LA ESPERANZA LLC,970-691-7603,,80524-9283,,CO,N,,,Y,2018,9:30 AM,2:00 PM,,,,BUSSER,"LAW OFFICE OF MARIE H. LOWE, LLC",,722110,,Peakload,4,4,,35,,,N,,,Hour,,,N,,35-9011,Dining Room and Cafeteria Attendants and Bartender,1/1/18,,N,,HACIENDA REAL,N,H-2B,,,,,,,
Myrtle Beach,Donusia Lipinski,SC,Y,,,$14.51 ,,H-400-17353-604927,Partial Certification,4/1/18,11/15/18,3/2/18,None,80204,Denver,Denver,CO,575 Lipan St,,Denver,UNITED STATES OF AMERICA,"Terrain, Inc.",303-777-1033,,80204,,CO,N,,,Y,2018,7:30 AM,4:00 PM,,,,Landscape Laborer,Myrtle Beach Immigration Law Ofc,None,561730,,Seasonal,18,20,,40,,,Y,21.77,30,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
CHARLOTTESVILLE,Elizabeth Whitley,VA,Y,,,$12.86 ,,H-400-17360-015576,Certification,4/1/18,11/16/18,3/2/18,None,80915,Colorado Springs,El Paso,CO,401 Plymouth Road #500,,Plymouth Meeting,UNITED STATES OF AMERICA,"BrightView Landscape Services, Inc. - CO Springs",719-448-9500,,19462,,PA,N,,,Y,2018,7:00 AM,5:30 PM,,,,Landscape Laborer,"MASLABOR H2B, LLC",,561730,,Seasonal,50,50,,40,,,Y,19.29,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
AVON,CHRISTOPHER POOLEY,CO,Y,,,$15.00 ,,H-400-17361-038383,Certification,4/1/18,11/30/18,3/2/18,None,81637,Gypsum,Eagle,CO,581 Hwy 6,,Gypsum,UNITED STATES OF AMERICA,"Rocky Valley Contractors, LLC",970-524-7663,,81637,,CO,N,,,Y,2018,8:00 AM,5:00 PM,,,,Roofer Helper,"LAW OFFICE OF CHRIS POOLEY, ESQ.",,23816,,Peakload,5,5,,35,,,Y,22.5,,Hour,,,N,,47-3016,Helpers--Roofers,1/1/18,,N,,,N,H-2B,,,,,,,
CHARLOTTESVILLE,Elizabeth Whitley,VA,Y,,,$14.51 ,,H-400-17361-239517,Certification,4/1/18,11/16/18,3/2/18,None,80134,Parker,Douglas,CO,401 Plymouth Road #500,,Plymouth Meeting,UNITED STATES OF AMERICA,"BrightView Landscape Services, Inc. - Denver South",303-841-3003,,19462,,PA,N,,,Y,2018,7:00 AM,5:30 PM,,,,Landscape Laborer,"MASLABOR H2B, LLC",,561730,,Seasonal,221,221,,40,,,Y,21.77,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
CHARLOTTESVILLE,Elizabeth Whitley,VA,Y,,,$15.03 ,,H-400-17361-823326,Certification,4/1/18,11/16/18,3/2/18,None,80020,Broomfield,Broomfield,CO,401 Plymouth Road #500,,Plymouth Meeting,UNITED STATES OF AMERICA,"BrightView Landscape Services, Inc. - Denver North",303-410-1693,,19462,,PA,N,,,Y,2018,7:00 AM,5:30 PM,,,,Landscape Laborer,"MASLABOR H2B, LLC",,561730,,Seasonal,80,80,,40,,,Y,22.55,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
DENVER,MARIE LOWE,CO,Y,,,$13.50 ,,H-400-17363-866081,Certification,4/1/18,12/31/18,3/2/18,None,80524,FORT COLLINS,LARIMER,CO,421 CENTRO WAY,,FORT COLLINS,UNITED STATES OF AMERICA,LA ESPERANZA LLC,970-691-7603,,80524-9283,,CO,N,,,Y,2018,9:30 AM,2:00 PM,,,,COOK,"LAW OFFICE OF MARIE H. LOWE, LLC",,722110,,Peakload,4,4,,35,,,N,,,Hour,,,N,,35-2014,"Cooks, Restaurant",1/1/18,,N,,HACIENDA REAL,N,H-2B,,,,,,,
AVON,CHRISTOPHER POOLEY,CO,Y,,,$16.72 ,,H-400-18001-652899,Certification,4/1/18,11/30/18,3/2/18,None,81637,Gypsum,Eagle,CO,P.O. Box 4091,"3288B Cooley Mesa Road Gypsum, CO 81637",Vail,UNITED STATES OF AMERICA,"Hollywood Services, Inc.",970-524-9000,,81657,,CO,N,,,Y,2018,7:00 AM,4:30 PM,,,,Landscape Laborer,"LAW OFFICE OF CHRIS POOLEY, ESQ.",,561730,,Seasonal,5,5,,35,,,Y,,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
CENTENNIAL,DANIEL KOWALSKI,CO,Y,,,$20.00 ,,H-400-17269-047652,Certification,4/1/18,11/30/18,3/5/18,None,80229,Denver,Unincorporated Adams,CO,2505 E. 74th Ave,,Denver,UNITED STATES OF AMERICA,A-1 Chipseal Co.,303-464-9267,,80229,,CO,Y,2,,Y,2018,6:00 AM,6:00 PM,,,,Equipment Operator,Ware Immigration,,237310,,Peakload,10,10,,40,,,Y,30,36,Hour,,,N,,47-2071,"Paving, Surfacing, and Tamping Equipment Operators",1/1/18,,N,,,N,H-2B,,,,,,,
DENVER,TIMOTHY BAKKEN,CO,Y,,,$18.24 ,,H-400-17352-242978,Certification,4/1/18,12/22/18,3/5/18,None,80110,Englewood,Arapahoe,CO,0100 Yacht Club Drive,P.O. Box 99,Wolcott,UNITED STATES OF AMERICA,"Gallegos Masonry, Inc.",970-926-3737,,81655,,CO,Y,3,,Y,2018,7:00 AM,2:30 PM,,,,Stonemason Helper,"LAW FIRM OF TIMOTHY R. BAKKEN, P.C.",,238140,,Peakload,30,30,,35,,,Y,27.36,,Hour,,,N,,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons,",1/1/18,,N,,The Gallegos Corporation,N,H-2B,,,,,,,
DENVER,TIMOTHY BAKKEN,CO,Y,,,$14.94 ,,H-400-17354-546596,Certification,4/1/18,12/22/18,3/5/18,None,59718,Bozeman,Gallatin,MT,0100 Yacht Club Drive,PO Box 99,Wolcott,UNITED STATES OF AMERICA,"Gallegos Masonry, Inc.",970-926-3737,,81655,,CO,Y,3,,Y,2018,7:00 AM,2:30 PM,,,,Stonemason Helper,"LAW FIRM OF TIMOTHY R. BAKKEN, P.C.",,238140,,Peakload,25,25,,35,,,Y,22.41,,Hour,,,N,,47-3011,"Helpers--Brickmasons, Blockmasons, Stonemasons,",1/1/18,,N,,The Gallegos Corporation,N,H-2B,,,,,,,
CENTENNIAL,DANIEL KOWALSKI,CO,Y,,,$12.86 ,,H-400-17271-717623,Certification,4/1/18,10/1/18,3/7/18,None,80907,Colorado Springs,El Paso,CO,2785 Steel Drive,,Colorado Springs,UNITED STATES OF AMERICA,"Hiner Landscapes, Inc.",719-357-5770,,80907,,CO,N,,,Y,2018,8:00 AM,5:00 PM,,,,Landscape Laborer,WARE IMMIGRATION,,56173,,Peakload,4,4,,40,,,Y,19.29,,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,1/1/18,,N,,,N,H-2B,,,,,,,
BAY CITY,BRANDIE ALEXANDER,TX,Y,,,$19.79 ,,H-400-17310-924279,Denied,4/1/18,12/31/18,3/7/18,None,80640,Henderson,Adams,CO,"8200 S. Akron Street, Suite 105","Mailing: 9109 Monaco Street, Henderson, CO 80226",Centennial,UNITED STATES OF AMERICA,"Brown Brothers Asphalt & Concrete, LLC",303-781-9999,,80112,,CO,Y,6,,Y,2018,6:00 AM,6:00 PM,,,,Concrete Finisher,FEWA,,238110,,Peakload,,35,,40,,,Y,29.69,,Hour,,,N,,47-2051,Cement Masons and Concrete Finishers,1/1/18,,N,,,N,H-2B,,,,,,,
WESTMINSTER,MARIO SANTILLAN,CO,Y,,,$14.51 ,,H-400-17313-383229,Denied,2/16/18,10/31/18,3/7/18,None,80640,Henderson,Adams,CO,12150 Oakland ST,,Henderson,UNITED STATES OF AMERICA,Magic Landscaping,720-971-0681,,80640,,CO,N,,,Y,2018,7:00 AM,3:00 PM,,,,Landscaping Labors,INNOVATIVE VISA SOLUTIONS,,56173,,Seasonal,,35,,40,,,N,21.77,22.5,Hour,,,N,,37-3011,Landscaping and Groundskeeping Workers,12/3/17,,N,,Magic Landscaping,N,H-2B,,,,,,,
CORAL GABLES,JENNIFER ESTRELLA,FL,Y,,,$10.28 ,,H-400-17355-022716,Certification,4/1/18,10/16/18,3/7/18,None,80906,Colorado Springs,El Paso,CO,1 Lake Avenue,,Colorado Springs,UNITED STATES OF AMERICA,"The Broadmoor Hotel, Inc.",719-634-7711,,80906,,CO,N,,,Y,2018,4:00 AM,12:00 PM,,,,Recreation Facility Attendant,"FRAGOMEN DEL REY BERNSEN & LOEWY, LLP",,721110,,Peakload,13,13,,35,,,Y,15.42,,Hour,,,N,,39-3091,Amusement and Recreation Attendants,1/1/18,,N,,The Broadmoor Hotel,N,H-2B,,,,,,,
ST. LOUIS,ARIF HAQUE,MO,Y,,,$19.82 ,,H-400-18002-765532,Withdrawn,4/1/18,1/31/19,3/8/18,None,81631,Eagle,Eagle County,CO,PO Box 5438 (Mailing),"332 Grand Avenue West-Side, Eagle, CO 81631 (Physical)",Eagle,UNITED STATES OF AMERICA,"A.G. Roofing Company, Inc.",970-328-7077,,81331,,CO,Y,1,,Y,2018,8:00 AM,5:00 PM,,,,Roof Laborer,"BORDER CROSSING LAW FIRM, P.C.",,23816,,Peakload,,25,,40,,,Y,29.73,,Hour,,,N,,47-2181,Roofers,1/2/18,,N,,,N,H-2B,,,,,,,
