AGENT_ATTORNEY_ADDRESS,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_STATE,ALIEN_WORK_STATE,APPLICATION_TYPE,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,CASE_NUMBER,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,DECISION_DATE,DOT_NAME,DOT_OCCUPATIONAL_CODE,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_NAME,EMPLOYER_POSTAL_CODE,EMPLOYER_STATE,FY,JOB_TITLE,LAWFIRM_NAME,NBR_WORKERS_CERTIFIED,NBR_WORKERS_REQUESTED,NPC_SUBMITTED_DATE,PREVAILING_WAGE,PW_UNIT_OF_PAY,RECENT_DECISION_DATE,SOC_CODE,SOC_NAME,VISA_CLASS
,VAIL,AMY JILL NOVAK,CO,CO,,22.74,HR,C-12018-57447,DENIED,5/1/12,2/28/13,3/8/12,"Sewing-Machine Operator, Special Equipment",689.685-118,P.O. BOX 1440,,EAGLE,"SPECIAL PROTECTION, INC",81631,CO,2012,"SEWING MACHINE OPERATOR, SPECIAL EQUIPMENT",,0,1,1/18/12,22.74,HR,,516031,Sewing Machine Operators,H-2B
,GOFFSTOWN,JOSEPH ERIC YOUNG/ NEW ENGLAND APPLE COUNCIL INC,NH,CO,,9.61,HR,C-12046-58256,PARTIAL CERTIFIED,4/1/12,11/30/12,3/9/12,"Laborer, Landscape",408.687-014,7209 CALIFORNIA DR,,COLORADO SPRINGS,GREEN THUMB COMMERCIAL GROUNDS MAINTENANCE INC,80923,CO,2012,"LABORER, LANDSCAPE",,6,10,2/15/12,9.61,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,,,,CO,,11.35,HR,C-12052-58316,CERTIFIED,4/1/12,11/30/12,3/9/12,Construction Worker I,869.664-014,PO BOX 190,,EAGLE,"DOUBLE M ASPHALT & COATING, INC.",81631,CO,2012,CONSTRUCTION WORKER I,,5,5,2/21/12,11.35,HR,,473012,Helpers--Carpenters,H-2B
,VAIL,AMY JILL NOVAK/THE NOVAK LAW OFFICE,CO,CO,,9.12,HR,C-12059-58493,DENIED,6/18/12,11/30/12,3/9/12,Janitor,382.664-010,1300 WESTHAVEN DRIVE,,VAIL,"L-O VAIL HOTEL, INC. DBA VAIL CASCADE RESORT & SPA",81657,CO,2012,JANITOR,,0,15,2/28/12,9.12,HR,,372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",H-2B
,LOVINGSTON,"ELIZABETH D. WHITLEY / MAS LABOR H2B, LLC",VA,CO,,11.39,HR,C-12066-58607,CERTIFIED,4/15/12,11/15/12,3/12/12,"Laborer, Landscape",408.687-014,1801 LINCOLN AVENUE,,STEAMBOAT SPRINGS,WINDEMERE RANCH INC. D/B/A WINDEMERE LANDSCAPE & G,80487,CO,2012,"LABORER, LANDSCAPE",,20,20,3/6/12,11.39,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,NEW YORK,"CHAD C. BLOCKER/ FRAGOMEN, DEL REY, BERNSEN & LOEW",NY,WY,,8.2,HR,C-12069-58649,CERTIFIED,5/12/12,10/9/12,3/14/12,"Cleaner, Housekeeping",323.687-014,390 INTERLOCKEN CRESCENT,,BROOMFIELD,GRAND TETON LODGE COMPANY,80021,CO,2012,"CLEANER, HOUSEKEEPING",,50,50,3/9/12,8.2,HR,,372012,Maids and Housekeeping Cleaners,H-2B
,DENVER,"LILIAN SHEA / LILIAN SHEA LAW OFFICE, LLC",CO,CO,,19.33,HR,C-12059-58490,PARTIAL CERTIFIED,4/1/12,11/30/12,3/16/12,Cement Mason,844.364-010,P.O. BOX 880253,,STEAMBOAT SPRINGS,"G.L. COOK CONCRETE, INC.",80488,CO,2012,CEMENT MASON,,4,5,2/28/12,19.33,HR,,472051,Cement Masons and Concrete Finishers,H-2B
,WINDSOR,SUE ANN BOWEN,CO,CO,,13.23,HR,C-12072-58681,CERTIFIED,4/1/12,12/15/12,3/22/12,Rock Splitter,771.684-010,12993 N. FOOTHILLS HWY,,LONGMONT,LOUKONEN BROS. STONE CO.,80503,CO,2012,ROCK SPLITTER,,8,8,3/12/12,13.23,HR,,519031,"Cutters and Trimmers, Hand",H-2B
,BAY CITY,RITA ROMERO/FEDERATION OF EMPLOYERS AND WORKERS OF,TX,CO,,9.15,HR,C-12081-58774,PARTIAL CERTIFIED,4/1/12,12/1/12,3/26/12,"Laborer, Landscape",408.687-014,1437 HALSEY WAY,,CARROLLTON,LMI LANDSCAPES INC.-CO,75007,TX,2012,"LABORER, LANDSCAPE",,32,40,3/21/12,9.15,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,DENVER,"KIMBERLEY A CHANDLER / CHANDLER LAW FIRM, LLC",CO,CT,,9.5,HR,C-12061-58523,CERTIFIED,3/15/12,11/30/12,3/27/12,"Laborer, Landscape",408.687-014,549 HARRISON AVENUE,,FORT LUPTON,"RANGEL LANDSCAPE SERVICES, INC.",80621,CO,2012,"LABORER, LANDSCAPE",,30,30,3/1/12,9.5,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,BAY CITY,RITA ROMERO/ FEDERATION OF EMPLOYERS AND WORKERS O,TX,CO,,9.15,HR,C-12083-58805,PARTIAL CERTIFIED,4/1/12,11/30/12,3/28/12,"Laborer, Landscape",408.687-014,6709 E. 38TH AVE.,,DENVER,CLEAN CUT INC,80207,CO,2012,"LABORER, LANDSCAPE",,11,12,3/23/12,9.15,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,VAIL,AMY JILL NOVAK / NOVAK LAW OFFICE,CO,CO,,9.12,HR,C-12067-58627,DENIED,6/10/12,11/30/12,3/29/12,Janitor,382.664-010,1300 WESTHAVEN DRIVE,,VAIL,L-O VAIL HOTEL DBA VAIL CASCADE RESORT & SPA,81657,CO,2012,JANITOR,,0,15,3/7/12,9.12,HR,,372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",H-2B
,,,,CO,,9.5,HR,C-12086-58812,PARTIAL CERTIFIED,4/23/12,11/30/12,3/30/12,"Laborer, Landscape",408.687-014,24151 VENTURA BLVD.,,CALABASAS,VALLEYCREST LANDSCAPE DEVELOPMENT (VCD-COLORADO),91302,CA,2012,"LABORER, LANDSCAPE",,12,20,3/26/12,9.5,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,DENVER,"MARSHALL G. WHITEHEAD/LAW OFFICE OF MARIE H. LOWE,",CO,CO,,36.91,HR,C-12058-58458,CERTIFIED,4/1/12,11/30/12,4/2/12,"Supervisor, Chimney Construction",801.131-010,4997 RAINTREE DRIVE,,PARKER,ROBERT FAY HOWREY DBA CONCRETE REFACING TECHNOLOGI,80134,CO,2012,"SUPERVISOR, CHIMNEY CONSTRUCTION",,1,1,2/27/12,36.91,HR,,471011,First-Line Supervisors/Managers of Construction Trades and Extraction Workers,H-2B
,CORAL GABLES,JENNIFER H. ESTRELLA,FL,CO,,10,HR,C-12093-58871,CERTIFIED,5/21/12,11/28/12,4/5/12,"Cleaner, Housekeeping",323.687-014,1 LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2012,"CLEANER, HOUSEKEEPING",,22,22,4/2/12,10,HR,,372012,Maids and Housekeeping Cleaners,H-2B
,CORAL GABLES,"JENNIFER HOLT ESTRELLA / FRAGOMEN, DEL REY, BERNSE",FL,CO,,7.8,HR,C-12093-58873,CERTIFIED,5/21/12,11/28/12,4/5/12,Bellhop,324.677-010,1 LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2012,BELLHOP,,10,10,4/2/12,7.8,HR,,396011,Baggage Porters and Bellhops,H-2B
,CORAL GABLES,JENNIFER H. ESTRELLA,FL,CO,,,,C-12093-58874,CERTIFIED,5/14/12,10/12/12,4/5/12,"Laborer, Landscape",408.687-014,1 LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2012,"LABORER, LANDSCAPE",,23,23,4/2/12,,,,373011,Landscaping and Groundskeeping Workers,H-2B
,CORAL GABLES,"JENNIFER H. ESTRELLA/FRAGOMEN, DEL REY, BERNSEN &",FL,CO,,8.15,HR,C-12093-58877,CERTIFIED,5/21/12,10/26/12,4/5/12,Cafeteria Attendant,311.677-010,1 LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC",80906,CO,2012,CAFETERIA ATTENDANT,,10,10,4/2/12,8.15,HR,,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,H-2B
,CORAL GABLES,"JENNIFER H. ESTRELLA / FRAGOMEN, DEL REY, BERNSEN",FL,CO,,7.96,HR,C-12093-58880,CERTIFIED,5/21/12,10/26/12,4/5/12,Waiter/Waitress,350.677-030,1 LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2012,WAITER/WAITRESS,,12,12,4/2/12,7.96,HR,,353031,Waiters and Waitresses,H-2B
,CORAL GABLES,JENNIFER H. ESTRELLA,FL,CO,,8.5,HR,C-12093-58883,CERTIFIED,5/21/12,10/26/12,4/5/12,Kitchen Helper,318.687-010,1 LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2012,KITCHEN HELPER,,28,28,4/2/12,8.5,HR,,359021,Dishwashers,H-2B
,CORAL GABLES,"JENNIFER H. ESTRELLA / FRAGOMEN, DEL REY, BERNSEN",FL,CO,,8.5,HR,C-12093-58884,CERTIFIED,5/21/12,11/28/12,4/5/12,Laundry Worker I,361.684-014,1 LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2012,LAUNDRY WORKER I,,15,15,4/2/12,8.5,HR,,516011,Laundry and Dry-Cleaning Workers,H-2B
,CORAL GABLES,"JENNIFER H. ESTRELLA/FRAGOMEN, DEL REY, BERNSEN &",FL,CO,,7.68,HR,C-12093-58885,PARTIAL CERTIFIED,5/12/12,10/20/12,4/5/12,Amusement Park Worker,349.664-010,1 LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2012,AMUSEMENT PARK WORKER,,13,14,4/2/12,7.68,HR,,393091,Amusement and Recreation Attendants,H-2B
,CORAL GABLES,"JENNIFER HOLT ESTRELLA / FRAGOMEN, DEL REY, BERNSE",FL,CO,,9,HR,C-12093-58875,CERTIFIED,5/21/12,10/26/12,4/16/12,Cook,313.361-014,1 LAKE AVENUE,,COLORADO SPRINGS,"THE BROADMOOR HOTEL, INC.",80906,CO,2012,COOK,,27,27,4/2/12,9,HR,,352014,"Cooks, Restaurant",H-2B
,BAY CITY,RITA ROMERO / FEDERATION EMPLOYERS AND WORKERS OF,TX,CO,,11.39,HR,C-12107-59010,PARTIAL CERTIFIED,4/15/12,11/30/12,4/20/12,"Laborer, Landscape",408.687-014,1021 MAIN STREET,P.O. BOX 850,MINTURN,JOHNIE'S GARDEN INC,81645,CO,2012,"LABORER, LANDSCAPE",,17,20,4/16/12,11.39,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,GLENWOOD SPRINGS,"THEODORE G. HESS/HESS & SCHUBERT, LLP",CO,CO,,11.06,HR,C-12107-59021,PARTIAL CERTIFIED,4/1/12,1/31/13,4/20/12,Roofer Apprentice,866.381-014,P.O. BOX 2123,,EAGLE,"TCC CONTRACTORS, INC. DBA TCC ROOFING CONTRACTORS",81631,CO,2012,ROOFER APPRENTICE,,19,20,4/16/12,11.06,HR,,472181,Roofers,H-2B
,VAIL,AMY JILL NOVAK/NOVAK LAW OFFICE,CO,CO,,9.12,HR,C-12087-58838,CERTIFIED,6/18/12,11/30/12,4/26/12,Janitor,382.664-010,1300 WESTHAVEN DRIVE,,VAIL,"L-O VAIL HOTEL, INC DBA VAIL CASCADE RESORT & SPA",81657,CO,2012,JANITOR,,15,15,3/27/12,9.12,HR,,372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",H-2B
,DENVER,JOCELYN C. CAMPANARO / OGLETREE DEAKINS,CO,CO,,13,HR,C-12101-58966,CERTIFIED,5/15/12,10/31/12,4/26/12,Housekeeper,321.137-010,117 ASPEN AIRPORT BUSINESS CTR,,ASPEN,ASPEN SKIING COMPANY,81611,CO,2012,HOUSEKEEPER,,40,40,4/10/12,13,HR,,371011,First-Line Supervisors/Managers of Housekeeping and Janitorial Workers,H-2B
,VAIL,AMY JILL NOVAK / NOVAK LAW OFFICE,CO,CO,,10.31,HR,C-12111-59094,CERTIFIED,6/1/12,11/30/12,4/27/12,Cook,313.361-014,1300 WESTHAVEN DRIVE,,VAIL,"L-O VAIL HOTEL, INC. DBA VAIL CASCADE RESORT & SPA",81657,CO,2012,COOK,,15,15,4/20/12,10.31,HR,,352014,"Cooks, Restaurant",H-2B
,VAIL,AMY JILL NOVAK/NOVAK LAW OFFICE,CO,CO,,25.28,HR,C-12104-59004,CERTIFIED,5/1/12,2/28/13,4/30/12,Sewing-Machine Operator,780.682-010,063 EAGLE PARK EAST DRIVE,PO BOX 1440,EAGLE,"SPECIAL PROTECTION, INC.",81631,CO,2012,SEWING MACHINE OPERATOR,,1,1,4/13/12,25.28,HR,,516031,Sewing Machine Operators,H-2B
,BALD KNOB,DAVID NORMAN DONALDSON / USAMEX LTD CO.,AR,CO,,11.07,HR,C-12108-59026,CERTIFIED,5/15/12,11/30/12,4/30/12,Construction Worker I,869.664-014,595 CLOMAN BLVD,,PAGOSA SPRINGS,MASTERCRAFT CONCRETE CONTRACTING LLC,81147,CO,2012,CONSTRUCTION WORKER I,,5,5,4/17/12,11.07,HR,,473012,Helpers--Carpenters,H-2B
,GLENWOOD SPRINGS,"JOHN E. REARDON/REARDON LAW GROUP, LLC.",CO,CO,,15.58,HR,C-12083-58793,CERTIFIED,4/1/12,12/31/12,5/2/12,Construction Worker I,869.664-014,P.O. BOX 824,,NORWOOD,"EARTHTECH WEST II, LTD",81423,CO,2012,CONSTRUCTION WORKER I,,4,4,3/23/12,15.58,HR,,473012,Helpers--Carpenters,H-2B
,VAIL,AMY JILL NOVAK/NOVAK LAW OFFICE,CO,CO,,8,HR,C-12111-59093,CERTIFIED,6/1/12,11/30/12,5/4/12,Waiter/Waitress,350.677-030,1300 WESTHAVEN DRIVE,,VAIL,"L-O VAIL HOTEL, INC. DBA VAIL CASCADE RESORT & SPA",81657,CO,2012,WAITER/WAITRESS,,5,5,4/20/12,8,HR,,353031,Waiters and Waitresses,H-2B
,,,,CO,,40,HR,C-12101-58971,DENIED,5/15/12,9/28/12,5/16/12,"Guide, Travel",353.167-010,512 MYSTIC AVE,,CANON CITY,ROYAL GORGE RAFTING INC,81212,CO,2012,"GUIDE, TRAVEL",,0,2,4/10/12,40,HR,,396022,Travel Guides,H-2B
,AVON,"CHRIS POOLEY, ESQ. / LAW OFFICE OF CHRIS POOLEY, E",CO,CO,,,,C-12102-58984,DENIED,4/1/12,11/30/12,5/17/12,"Laborer, Landscape",408.687-014,12775 HWY 6,,GYPSUM,"G.H. DANIELS III & ASSOCIATES, INC.",81637,CO,2012,"LABORER, LANDSCAPE",,0,25,4/11/12,,,,373011,Landscaping and Groundskeeping Workers,H-2B
,CENTENNIAL,ANN ALLOT/ ALLOTT IMMIGRATION LAW FIRM,CO,CO,,13,HR,C-12114-59100,DENIED,6/1/12,11/30/12,5/30/12,Roofer,866.381-010,6270 EAST 50TH AVENUE,,COMMERCE CITY,"D & D ROOFING, INC.",80022,CO,2012,ROOFER,,0,40,4/23/12,13,HR,,472181,Roofers,H-2B
,SPRING,JOSE J GOMEZ-URQUIZA/VISA SOLUTIONS,TX,CO,,12.02,HR,C-12156-59263,CERTIFIED,8/15/12,3/15/13,6/8/12,Tractor-Trailer-Truck Driver,904.383-010,305 9TH AVENUE,PO BOX 1369,SCOTTSBLUFF,AULICK LEASING CORPORATION,69363,NE,2012,TRACTOR TRAILER TRUCK DRIVER,,60,60,6/4/12,12.02,HR,,533032,"Truck Drivers, Heavy and Tractor-Trailer",H-2B
,VAIL,AMY JILL NOVAK/NOVAK LAW OFFICE,CO,CO,,8.11,HR,C-12139-59218,DENIED,6/1/12,11/30/12,6/11/12,Steward/Stewardess,310.137-018,1300 WESTHAVEN DRIVE,,VAIL,"L-O VAIL HOTEL, INC. DBA VAIL CASCADE RESORT & SPA",81657,CO,2012,STEWARD/STEWARDESS,,0,5,5/18/12,8.11,HR,,351012,First-Line Supervisors/Managers of Food Preparation and Serving Workers,H-2B
,VAIL,AMY JILL NOVAK / NOVAK LAW OFFICE,CO,CO,,8.11,HR,C-12164-59284,CERTIFIED,6/1/12,11/30/12,6/12/12,Cafeteria Attendant,311.677-010,1300 WESTHAVEN DRIVE,,VAIL,"L-O VAIL HOTEL, INC. DBA VAIL CASCADE RESORT & SPA",81657,CO,2012,CAFETERIA ATTENDANT,,5,5,6/12/12,8.11,HR,,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,H-2B
,SCOTTSBLUFF,AULICK LEASING CORPORATION,NE,CO,,10.98,HR,C-12156-59262,CERTIFIED,8/15/12,3/15/13,6/18/12,Diesel Mechanic,625.281-010,305 9TH AVENUE,PO BOX 1369,SCOTSSBLUFF,AULICK LEASING CORPORATION,69363,NE,2012,DIESEL MECHANIC,,5,5,6/4/12,10.98,HR,,493031,Bus and Truck Mechanics and Diesel Engine Specialists,H-2B
,,,,CO,,9,HR,C-12174-59317,CERTIFIED,10/1/12,3/31/13,6/26/12,Snowmaker,969.685-010,490 ALDER CREEK CT.,,RENO,SEASONAL LABOR SOLUTIONS LTD.,89511,NV,2012,SNOWMAKER,,12,12,6/22/12,9,HR,,519199,"Production Workers, All Other",H-2B
,VAIL,AMY JILL NOVAK/NOVAK LAW OFFICE,CO,CO,,8.11,HR,C-12207-59479,CERTIFIED,11/1/12,4/30/13,7/31/12,Dining Room Attendant,311.677-018,1300 WESTHAVEN DRIVE,,VAIL,"L-O VAIL HOTEL, INC. DBA VAIL CASCADE RESORT & SPA",81657,CO,2012,DINING ROOM ATTENDANT,,10,10,7/25/12,8.11,HR,,359011,Dining Room and Cafeteria Attendants and Bartender Helpers,H-2B
,VAIL,AMY JILL NOVAK/NOVAK LAW OFFICE,CO,CO,,8.65,HR,C-12207-59482,CERTIFIED,11/1/12,4/30/13,7/31/12,Kitchen Helper,318.687-010,1300 WESTHAVEN DRIVE,,VAIL,"L-O VAIL HOTEL, INC. DBA VAIL CASCADE RESORT & SPA",81657,CO,2012,KITCHEN HELPER,,10,10,7/25/12,8.65,HR,,359021,Dishwashers,H-2B
,IOWA FALLS,AARON DAVID BERNARD/THE BERNARD FIRM P.L.C.,IA,CO,,22.28,HR,C-12198-59422,PARTIAL CERTIFIED,7/23/12,11/15/12,8/9/12,Tile Setter,861.381-054,1100 AGENCY STREET,,BURLINGTON,"RHEINSCHMIDT TILE AND MARBLE, INC.",52601,IA,2012,TILE SETTER,,3,4,7/16/12,22.28,HR,,472044,Tile and Marble Setters,H-2B
,BAY CITY,RITA ROMERO/ FEDERATION OF EMPLOYERS AND WORKERS O,TX,CO,,9.5,HR,C-12219-59544,PARTIAL CERTIFIED,11/1/12,4/30/13,8/9/12,Snow Shoveler,955.687-014,270 INTERLOCKEN BLVD,,BROOMFIELD,MAGNUM SNOW REMOVAL INC,80021,CO,2012,SNOW SHOVELER,,26,30,8/6/12,9.5,HR,,519198,Helpers--Production Workers,H-2B
,,,,CO,,9.58,HR,C-12219-59551,CERTIFIED,11/1/12,4/20/13,8/10/12,Janitor,382.664-010,155 ANGLERS DRIVE,PO BOX 880346,STEAMBOATS SPRINGS,MOVING MOUNTAINS INC DBA MOVING MOUNTAINS CHALETS,80488,CO,2012,JANITOR,,5,5,8/6/12,9.58,HR,,372011,"Janitors and Cleaners, Except Maids and Housekeeping Cleaners",H-2B
,MECHANICSVILLE,FERNANDO ERNESTO SAENZ/ WORKFORCE ADVANTAGE,VA,CO,,10.95,HR,C-12205-59466,PARTIAL CERTIFIED,2/1/12,12/1/12,8/14/12,"Laborer, Landscape",408.687-014,8585 E. WARREN AVE.,,DENVER,"SWINGLE INC. DBA SWINGLE LAWN, TREE AND LANDSCAPE",80231,CO,2012,"LABORER, LANDSCAPE",,18,20,7/23/12,10.95,HR,,373011,Landscaping and Groundskeeping Workers,H-2B
,VAIL,AMY JILL NOVAK/NOVAK LAW OFFICE,CO,CO,,9.03,HR,C-12207-59486,CERTIFIED,11/1/12,4/30/13,8/16/12,"Cleaner, Housekeeping",323.687-014,1300 WESTHAVEN DRIVE,,VAIL,"L-O VAIL HOTEL, INC/DBA VAIL CASCADE RESORT & SPA",81658,CO,2012,"CLEANER, HOUSEKEEPING",,30,30,7/25/12,9.03,HR,,372012,Maids and Housekeeping Cleaners,H-2B
,VAIL,AMY JILL NOVAK/NOVAK LAW OFFICE,CO,CO,,10.28,HR,C-12227-59592,CERTIFIED,11/1/12,4/30/13,8/17/12,"Laundry Worker, Domestic",302.685-010,1300 WESTHAVEN DRIVE,,VAIL,"L-O VAIL HOTEL, INC DBA VAIL CASCADE RESORT & SPA",81657,CO,2012,"LAUNDRY WORKER, DOMESTIC",,5,5,8/14/12,10.28,HR,,372012,Maids and Housekeeping Cleaners,H-2B
,DENVER,JOYCE F BOGAN / SAM'S FORM PREPARATION LLC,CO,CO,,20.55,HR,C-12209-59514,DENIED,7/2/12,3/5/13,8/20/12,Carpenter,860.381-022,20 LEGEND CIRCLE,,DILLON,DP FRAMING COMPANY INC.,80435,CO,2012,CARPENTER,,0,20,7/27/12,20.55,HR,,472031,Carpenters,H-2B
,,,,CO,,20.87,HR,C-12227-59591,CERTIFIED,10/1/12,4/30/13,8/20/12,Shoe Repairer,365.361-014,650 MOUNTAIN VILLAGE BLVD.,,TELLURIDE,"BOOT DOCTORS, INC.",81435,CO,2012,SHOE REPAIRER,,5,5,8/14/12,20.87,HR,,516041,Shoe and Leather Workers and Repairers,H-2B
,VAIL,AMY JILL MOVAK/NOVAK LAW OFFICE,CO,CO,,9.03,HR,C-12207-59485,DENIED,11/1/12,4/30/13,8/22/12,"Cook, Head, School Cafeteria",313.131-018,1300 WESTHAVEN DRIVE,,VAIL,"L-O VAIL HOTEL, INC DBA VAIL CASCADE RESORT & SPA",81657,CO,2012,"COOK, HEAD, SCHOOL CAFETERIA",,0,10,7/25/12,9.03,HR,,351011,Chefs and Head Cooks,H-2B
,VAIL,AMY JILL NOVAK/NOVAK LAW OFFICE,CO,CO,,10.94,HR,C-12229-59617,DENIED,11/1/12,4/30/13,8/22/12,"Food Assembler, Kitchen",319.484-010,1300 WESTHAVEN DRIVE,,VAIL,"L-O VAIL HOTEL, INC. DBA VAIL CASCADE RESORT & SPA",81657,CO,2012,"FOOD ASSEMBLER, KITCHEN",,0,10,8/16/12,10.94,HR,,352021,Food Preparation Workers,H-2B
,VAIL,AMY JILL NOVAK/ NOVALK LAW OFFICE,CO,CO,,10.94,HR,C-12229-59618,CERTIFIED,11/1/12,4/30/13,8/22/12,Food Checker,211.482-014,1300 WESTHAVEN DRIVE,,VAIL,"L-O VAIL HOTEL, INC. DBA VAIL CASCADE RESORT & SPA",81657,CO,2012,FOOD CHECKER,,10,10,8/16/12,10.94,HR,,412011,Cashiers,H-2B
,DALLAS,VERONICA T. STRICKLAND-BIRKENSTOCK / PRACTICAL EMP,TX,CO,,12.26,HR,C-12230-59626,CERTIFIED,11/15/12,8/31/13,8/22/12,Housecleaner,323.687-018,47 EAST BEAVER CREEK BOULEVARD,,AVON,CHRISTIE LODGE OWNER'S ASSOCIATION DBA CHRISTIE LO,81620,CO,2012,HOUSECLEANER,,7,7,8/17/12,12.26,HR,,372012,Maids and Housekeeping Cleaners,H-2B
,,,,CO,,24.21,HR,C-12236-59653,CERTIFIED,11/19/12,4/14/13,8/27/12,"Instructor, Sports",153.227-018,565 MOUNTAIN VILLAGE BLVD.,,TELLURIDE,"TELLURIDE SKI AND GOLF, LLC DBA TELLURIDE SKI AND",81435,CO,2012,"INSTRUCTOR, SPORTS",,9,9,8/23/12,24.21,HR,,399031,Fitness Trainers and Aerobics Instructors,H-2B
,,,,CO,,20.82,HR,C-12236-59656,CERTIFIED,11/19/12,4/14/13,8/27/12,"Instructor, Sports",153.227-018,565 MOUNTAIN VILLAGE BLVD.,,TELLURIDE,"TSG SKI AND GOLF, LLC DBA TELLURIDE SKI AND GOLF",81435,CO,2012,"INSTRUCTOR, SPORTS",,4,4,8/23/12,20.82,HR,,399031,Fitness Trainers and Aerobics Instructors,H-2B
,VAIL,AMY JILL NOVAK/ NOVALK LAW OFFICE,CO,CO,,10.94,HR,C-12230-59622,CERTIFIED,11/1/12,4/30/13,8/29/12,Cook,315.361-010,P.O. BOX 5720,,AVON,AVON RIVERFRONT RESTAURANT DBA CIMA,81620,CO,2012,COOK,,10,10,8/17/12,10.94,HR,,352012,"Cooks, Institution and Cafeteria",H-2B
,NORMAN,"CRAIG DAVID MCDOUGAL/ WILLIAM VELIE, ATTORNEYS AT",OK,CO,,11.1,HR,C-12244-59704,CERTIFIED,11/15/12,5/1/13,9/6/12,Cook,305.281-010,186 ROBERTSON LANE,,BRECKENRIDGE,"SKIWORLD, INC.",80424,CO,2012,COOK,,9,9,8/31/12,11.1,HR,,352013,"Cooks, Private Household",H-2B
,BAY CITY,APRIL MCKINNEY / FEDERATION OF EMPLOYERS AND WORKE,TX,CO,,9.36,HR,C-12244-59709,CERTIFIED,12/1/12,3/31/13,9/6/12,Snow Shoveler,955.687-014,18126 E. PEAKVIEW PLACE,"PO BOX 110871, AURORA, CO 80042",AURORA,GL INC,80016,CO,2012,SNOW SHOVELER,,15,15,8/31/12,9.36,HR,,519198,Helpers--Production Workers,H-2B
,VAIL,AMY JILL NOVAK/NOVAK LAW OFFICE,CO,CO,,11.74,HR,C-12207-59484,DENIED,11/1/12,4/30/13,9/10/12,Cook,313.361-014,P.O. BOX 5549,,AVON,GROUP 970 DBA BLUE MOOSE/VAIL CHOPHOUSE,81620,CO,2012,COOK,,0,15,7/25/12,11.74,HR,,352014,"Cooks, Restaurant",H-2B
,AVON,"CHRISTOPHER JONATHAN POOLEY, ESQ/LAW OFFICE OF CHR",CO,CO,,11.75,HR,C-12243-59694,CERTIFIED,11/10/12,4/30/13,9/12/12,Tool-and-Equipment-Rental Clerk,295.357-014,225 WALL STREET,,VAIL,AMERICAN SKI EXCHANGE,81657,CO,2012,TOOL AND EQUIPMENT RENTAL CLERK,,9,9,8/30/12,11.75,HR,,412021,Counter and Rental Clerks,H-2B
,,,,WI,,,,C-12242-59682,DENIED,9/16/12,9/22/12,9/24/12,Fiberglass Laminator,806.684-054,7000 BROADWAY,SUITE 108,DENVER,"PUREPLAY , LLC",80221,CO,2012,FIBERGLASS LAMINATOR,,0,1,8/29/12,,,,519199,"Production Workers, All Other",H-2B
,DENVER,JOCELYN C. CAMPANARO/OGLETREE DEAKINS,CO,CO,,15,HR,C-12268-59818,CERTIFIED,11/15/12,5/1/13,9/28/12,"Cleaner, Housekeeping",323.687-014,117 ASPEN AIRPORT BUSINESS CTR,,ASPEN,ASPEN SKIING COMPANY,81611,CO,2012,"CLEANER, HOUSEKEEPING",,29,29,9/24/12,15,HR,,372012,Maids and Housekeeping Cleaners,H-2B
,,,,CO,,8.16,HR,C-07268-28083,CERTIFIED,12/15/07,4/13/08,10/1/07,,,12 SNOWMASS ROAD,P.O. BOX 5700,MT.CRESTED BUTTE,"CRESTED BUTTE, LLC",81225,CO,2008,"SALESPERSON, SPORTING GOODS",,5,,9/25/07,7.73,HR,,,,
