,CASE_NO,DECISION_DATE,VISA_CLASS,CASE_RECEIVED_DATE,CASE_STATUS,REQUESTED_START_DATE_OF_NEED,REQUESTED_END_DATE_OF_NEED,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE_ID,SOC_TITLE,NBR_WORKERS_CERTIFIED,BASIC_NUMBER_OF_HOURS,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,WORKSITE_LOCATION_CITY,WORKSITE_LOCATION_STATE,ORGANIZATION_FLAG
2466,H-300-14013-472648,2014-02-13 09:51:27,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-01 00:00:00,2014-11-15 00:00:00,2014-03-01 00:00:00,2014-11-15 00:00:00,"Schutter Seed Farm, Inc.",3627 Wooden Shoe Road,,Manhattan,MT,59741,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,General Farm/Irrigation Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",15.0,48.0,10.69,Hour,Manhattan,MT,Individual Employer
2467,H-300-14013-486160,2014-02-12 13:39:37,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-10 00:00:00,2014-11-30 00:00:00,2014-03-10 00:00:00,2014-11-30 00:00:00,YONDER FRUIT FARM INC.,37 MAPLE LANE,,VALATIE,NY,12184,VALLEY GROWERS CO-OP,JOSEPH RUSSO,MILTON,NY,"FARMWORKERS, LABORERS & CROPS",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",32.0,42.0,11.22,Hour,VALATIE,NY,Individual Employer
2468,H-300-14013-491341,2014-02-05 13:08:24,H-2A,2014-01-16 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-07 00:00:00,2014-11-26 00:00:00,2014-03-07 00:00:00,2014-11-26 00:00:00,"BLUE VIEW, INC.",221 JOHNNY RD.,PO BOX 189,DUNN,NC,28334,ANDREW JACKSON LAW,ANDREW JACKSON,CLINTON,NC,Farmworkers & Laborers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",68.0,35.0,9.87,Hour,Dunn,NC,Individual Employer
2469,H-300-14013-492838,2014-02-13 14:39:20,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - DENIED,2014-02-22 00:00:00,2014-06-01 00:00:00,2014-02-22 00:00:00,2014-06-01 00:00:00,"H2A Complete II, Inc.",1926 First Commercial Drive N Suite 109,,Southaven,MS,38671,,,,,Citrus Hand Harvester,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",0.0,35.0,10.26,Hour,Vero Beach,FL,H-2A Labor Contractor or Job Contractor
2470,H-300-14013-610880,2014-01-23 12:12:47,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-03-01 00:00:00,2014-06-30 00:00:00,2014-03-01 00:00:00,2014-06-30 00:00:00,"Bieber Farms Crawfish, Inc.",1628 Bieber Rd.,,Mamou,LA,70554,,,,LA,General Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",60.0,40.0,9.87,Hour,Mamou,LA,Individual Employer
2471,H-300-14013-653920,2014-02-24 15:51:06,H-2A,2014-01-16 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-08 00:00:00,2014-12-05 00:00:00,2014-03-08 00:00:00,2014-12-05 00:00:00,"EDWARDS FARMS, INC.",923 OLD HWY 41,,BLADENBORO,NC,28320,ANDREW JACKSON LAW,ANDREW JACKSON,CLINTON,NC,Ag Equipment Operators,45-2091,Agricultural Equipment Operators,8.0,35.0,9.87,Hour,Bladenboro,NC,Individual Employer
2472,H-300-14013-670316,2014-02-13 09:39:36,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-15 00:00:00,2014-12-15 00:00:00,2014-03-15 00:00:00,2014-12-15 00:00:00,Plus Z Farms Inc.,5776 W. 76th Ave.,,Manhattan,KS,66503,COC PLACEMENT SERVICE LLC,GAROLD DUNGY,GOWER,MO,Farmworker Grain,45-2091,Agricultural Equipment Operators,7.0,48.0,10.86,Hour,Manhattan,KS,H-2A Labor Contractor or Job Contractor
2473,H-300-14013-671045,2014-01-30 16:27:12,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-15 00:00:00,2015-01-15 00:00:00,2014-03-15 00:00:00,2015-01-15 00:00:00,"Quad Ag Enterprise, LLC",36140 Richland Rd,,White Castle,LA,70788,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Agricultural Equipment Operators,45-2091,Agricultural Equipment Operators,8.0,40.0,9.87,Hour,Plaquemine,LA,Individual Employer
2474,H-300-14013-727291,2014-02-21 14:10:03,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-15 00:00:00,2014-12-10 00:00:00,2014-03-15 00:00:00,2014-12-10 00:00:00,DIRK KANIS CONTRACTING LTD,RR1,"36274, RANGE ROAD 10",INNISFAIL,,T4G1T6,,,,,"Farmworker, Grain 1",45-2091,Agricultural Equipment Operators,12.0,48.0,10.86,Hour,Hendrix,OK,H-2A Labor Contractor or Job Contractor
2475,H-300-14013-729598,2014-01-22 14:23:48,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-10 00:00:00,2014-12-15 00:00:00,2014-03-10 00:00:00,2014-12-15 00:00:00,M.G. HURD & SONS,76 HURDS ROAD,PO BOX 403,CLINTONDALE,NY,12515,VALLEY GROWERS CO-OP,JOSEPH RUSSO,MILTON,NY,AGRICULTURAL EQUIPMENT OPERATOR,45-2091,Agricultural Equipment Operators,4.0,40.0,11.22,Hour,CLINTONDALE,NY,Individual Employer
2476,H-300-14013-740419,2014-02-20 15:52:48,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-01 00:00:00,2014-12-31 00:00:00,2014-03-01 00:00:00,2014-12-31 00:00:00,"RDL, Inc.",706 S Potter,,Gettysburg,SD,57442,USA FARM LABOR,MANUEL FICK,WAYNESVILLE,NC,Agricultural Equipment Operator,45-2091,Agricultural Equipment Operators,2.0,48.0,13.41,Hour,Lebanon,SD,Individual Employer
2477,H-300-14013-740431,2014-01-29 11:03:36,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-01 00:00:00,2014-12-31 00:00:00,2014-03-01 00:00:00,2014-12-31 00:00:00,CIDER HILL FARMS,45 FERN AVENUE,,AMESBURY,MA,01913,"WFDS, LLC",JULIE SCOTT,FERGUS FALLS,MN,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",5.0,48.0,11.22,Hour,Amesbury,ME,Individual Employer
2478,H-300-14013-743357,2014-02-12 13:13:10,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-10 00:00:00,2014-11-01 00:00:00,2014-03-10 00:00:00,2014-11-01 00:00:00,Ed Lester Farms,1165 Hwy 84 East,Mailing: PO Box 524,Coushatta,LA,71019,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Farm Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",7.0,50.0,9.87,Hour,Coushatta,LA,Individual Employer
2479,H-300-14013-747594,2014-02-14 08:35:57,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-01 00:00:00,2014-12-01 00:00:00,2014-03-01 00:00:00,2014-12-01 00:00:00,Hayday Farm Partnership,165 Riley Road,,McGehee,AR,71654,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Agricultural Equipment Operators,45-2091,Agricultural Equipment Operators,5.0,45.0,9.87,Hour,Tillar,AR,Individual Employer
2480,H-300-14013-758665,2014-01-27 12:14:09,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-03-01 00:00:00,2014-05-15 00:00:00,2014-03-01 00:00:00,2014-05-15 00:00:00,Fairview Orchards Inc,50 Barnum Rd,,Ayer,MA,01432,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2.0,40.0,11.22,Hour,Groton,MA,Association - Filing as Agent (H-2A Only)
2481,H-300-14013-758980,2014-02-07 11:38:41,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-01 00:00:00,2014-12-31 00:00:00,2014-03-01 00:00:00,2014-12-31 00:00:00,BRIAN & KIM GARBERG,1021 RY TRAIL,,FLAXVILLE,MT,59222,"WFDS, LLC",JULIE SCOTT,FERGUS FALLS,MN,Farm Worker,45-2091,Agricultural Equipment Operators,3.0,54.0,14.0,Hour,Flaxville,MT,Individual Employer
2482,H-300-14013-761126,2014-02-14 17:50:15,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-05 00:00:00,2015-01-05 00:00:00,2014-03-05 00:00:00,2015-01-05 00:00:00,BAR A RANCH,8190 RCR 3,,TOPONAS,CO,80479,High Country Agricultural Services,Kandance Kropinak,Craig,CO,General Ranch Hand,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",1.0,45.0,10.89,Hour,Toponas,CO,Individual Employer
2483,H-300-14013-780639,2014-02-11 10:59:24,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-14 00:00:00,2014-11-01 00:00:00,2014-03-14 00:00:00,2014-11-01 00:00:00,"DONATO FARMS, INC.",2036 RT 44-55,,MODENA,NY,12548,VALLEY GROWERS CO-OP,JOSEPH RUSSO,MILTON,NY,"FARMWORKERS, LABORERS & CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",6.0,40.0,11.22,Hour,MODENA,NY,Individual Employer
2484,H-300-14013-792206,2014-02-12 15:29:50,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-20 00:00:00,2014-12-17 00:00:00,2014-03-20 00:00:00,2014-12-17 00:00:00,GREEN THUMB FARMS,132 HALSEY LANE,,WATERMILL,NY,11976,MELINDA A RUBIN PC,MELINDA RUBIN,HAMPTON BAYS,NY,FARM WORKER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2.0,40.0,11.22,Year,WATERMILL,NY,Individual Employer
2485,H-300-14013-794095,2014-01-31 15:04:35,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-01 00:00:00,2014-11-01 00:00:00,2014-03-01 00:00:00,2014-11-01 00:00:00,March Farm,160 Munger Lane,,Bethlehem,CT,06751,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",5.0,40.0,11.22,Hour,Bethlehem,CT,Association - Filing as Agent (H-2A Only)
2486,H-300-14013-808754,2014-02-04 13:34:31,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-08 00:00:00,2014-11-25 00:00:00,2014-03-08 00:00:00,2014-11-25 00:00:00,FISHKILL FARMS,9 FISHKILL FARM ROAD,,HOPEWELL JUNCTION,NY,12533,VALLEY GROWERS CO-OP,JOSEPH RUSSO,MILTON,NY,AGRICULTURAL EQUIPMENT OPERATORS,45-2091,Agricultural Equipment Operators,4.0,48.0,11.22,Hour,HOPEWELL JUNCTION,NY,Individual Employer
2487,H-300-14013-812960,2014-02-07 09:24:14,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-08 00:00:00,2014-12-01 00:00:00,2014-03-08 00:00:00,2014-12-01 00:00:00,MAYNARD FARMS,326 RIVER ROAD,,ULSTER PARK,NY,12487,VALLEY GROWERS CO-OP,JOSEPH RUSSO,MILTON,NY,"FARMWORKERS, LABORERS, CROP",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4.0,44.0,11.22,Hour,ULSTER PARK,NY,Individual Employer
2488,H-300-14013-818767,2014-02-19 13:37:28,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-20 00:00:00,2015-03-19 00:00:00,2014-03-20 00:00:00,2015-03-19 00:00:00,"Eleven Bar Ranch, LLC",893 Finley Lane,,Craig,CO,81625,HIGH COUNTRY AGRICULTURAL SERVICES,KANDANCE KROPINAK,CRAIG,CO,sheepherder,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,45.0,750.0,Month,Hamilton,CO,Individual Employer
2489,H-300-14013-821944,2014-02-13 09:48:52,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-01 00:00:00,2014-12-01 00:00:00,2014-03-01 00:00:00,2014-12-01 00:00:00,"EVANS WELLS & LIVESTOCK, LLC",PO BOX 46,42 COWPOKE ROAD,BAGGS,WY,82321,High County Agricultural Servcies,Kandance Kropinak,Craig,CO,LIVESTOCK WORKER,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",1.0,45.0,875.0,Month,CRAIG,CO,Individual Employer
2490,H-300-14013-845460,2014-03-03 10:49:59,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-01 00:00:00,2014-12-31 00:00:00,2014-03-01 00:00:00,2014-12-31 00:00:00,Phil Pirani Farms,3343 Old River Rd,,Turrell,AR,72384,USA FARM LABOR,MANUEL FICK,WAYNESVILLE,NC,Agricultural Equipment Operator,45-2091,Agricultural Equipment Operators,6.0,48.0,9.5,Hour,Turrell,AR,Individual Employer
2491,H-300-14013-859445,2014-02-20 13:40:52,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-11 00:00:00,2014-10-31 00:00:00,2014-03-11 00:00:00,2014-10-31 00:00:00,Thomas bebout,570 Bebout Rd,,Venetia,PA,15367,CITA,Jesse Duron,Yuma,AZ,Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2.0,40.0,11.06,Hour,Venetia,PA,Individual Employer
2492,H-300-14013-877048,2014-02-21 09:46:19,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-01 00:00:00,2014-11-01 00:00:00,2014-03-01 00:00:00,2014-11-01 00:00:00,"Centennial Livestock, Inc.",900 Mansfield Lane,,Dillon,MT,59725,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,Farm/Irrigation/Livestock Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3.0,48.0,10.69,Hour,Dillon,MT,Individual Employer
2493,H-300-14013-900391,2014-02-13 13:42:59,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-15 00:00:00,2015-01-15 00:00:00,2014-03-15 00:00:00,2015-01-15 00:00:00,GONS GO LLC,2516 E AMIRAL DOYLE DRIVE,,NEW IBERIA,LA,70560,,,,,Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",12.0,35.0,9.87,Hour,New Iberia,LA,Individual Employer
2494,H-300-14013-909174,2014-01-29 12:54:31,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-01 00:00:00,2014-10-15 00:00:00,2014-03-01 00:00:00,2014-10-15 00:00:00,King Farm Inc,15 scales lane,,Townsend,MA,01469,New England Apple Council Inc,JOSEPH YOUNG,GOFFSTOWN,NH,farmworker and laborer crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",4.0,40.0,11.22,Hour,Townsend,MA,Association - Filing as Agent (H-2A Only)
2495,H-300-14013-918271,2014-03-05 14:14:50,H-2A,2014-01-24 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-08 00:00:00,2014-10-30 00:00:00,2014-03-08 00:00:00,2014-10-30 00:00:00,"Turfway, Inc",402 Cypress,Suite 605,Abilene,TX,79601,"HEAD HONCHOS, LLC",TODD MILLER,SAN ANTONIO,TX,"Farmworker, laborer, crop",45-2092,"Farmworkers and Laborers, Crop, Nursery, and",6.0,40.0,10.86,Hour,Tuscola,TX,Individual Employer
2496,H-300-14013-923394,2014-02-12 13:21:48,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-01 00:00:00,2014-11-01 00:00:00,2014-03-01 00:00:00,2014-11-01 00:00:00,"Summit Valley Turf Farms, LLC",56 Gornick Ln.,,Whitehall,MT,59759,SNAKE RIVER FARMERS ASSOCIATION INC,MICHAELENE ROWE,HEYBURN,ID,Farm/Irrigation/Livestock Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2.0,48.0,10.69,Hour,Whitehall,MT,Individual Employer
2497,H-300-14013-925538,2014-02-12 13:46:07,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-10 00:00:00,2014-11-01 00:00:00,2014-03-10 00:00:00,2014-11-01 00:00:00,"SANDY KNOLL FARMS, INC",2196 Swett Road,,Lyndonville,NY,14098,,,,,Farm Workers and Laborers- Crop,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",12.0,35.0,11.22,Hour,Lyndonville,NY,Individual Employer
2498,H-300-14013-926713,2014-02-13 10:41:53,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-12 00:00:00,2014-11-28 00:00:00,2014-03-12 00:00:00,2014-11-28 00:00:00,DE&K Farms Partnership,76 Cotton Lane,Mailing: PO Box 297,Grady,AR,71644,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Farm Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2.0,50.0,9.87,Hour,Grady,AR,Individual Employer
2499,H-300-14013-932876,2014-02-12 12:04:59,H-2A,2014-01-15 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-15 00:00:00,2015-01-15 00:00:00,2014-03-15 00:00:00,2015-01-15 00:00:00,G & L Farm Partnership,8182 Morganza Hwy,Mailing: P.O. Box 403,Morganza,LA,70759,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Farm Workers,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",19.0,50.0,9.87,Hour,Batchelor,LA,Individual Employer
2500,H-300-14013-980531,2014-02-07 12:54:21,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-09 00:00:00,2014-12-10 00:00:00,2014-03-09 00:00:00,2014-12-10 00:00:00,PAVERO COLD STORAGE,10 NORTH ROAD,,HIGHLAND,NY,12528,VALLEY GROWERS CO-OP,JOSEPH RUSSO,MILTON,NY,AGRICULTURAL EQUIPMENT OPERATOR,45-2091,Agricultural Equipment Operators,12.0,45.0,11.22,Hour,MARLBORO,NY,Individual Employer
2501,H-300-14013-992834,2014-02-07 13:18:34,H-2A,2014-01-13 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-15 00:00:00,2014-12-25 00:00:00,2014-03-15 00:00:00,2014-12-25 00:00:00,WILLIAM NICHOLS,196 INDIAN POND ROAD,,ORFORD,NH,03777,,,,,FARM LABOR CROP,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",12.0,35.0,11.22,Hour,ORFORD,NH,Individual Employer
2502,H-300-14014-011604,2014-02-10 12:58:13,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-03-10 00:00:00,2014-09-20 00:00:00,2014-03-10 00:00:00,2014-09-20 00:00:00,Tidwell's Berry Farm,402 Strawberry Rd,,Spring City,TN,37381,International Labor Management Corp,Christi Tabaretti,Vass,NC,Fruit Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",1.0,35.0,10.1,Hour,Spring City,TN,Individual Employer
2503,H-300-14014-017989,2014-02-19 13:33:32,H-2A,2014-01-16 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-03 00:00:00,2014-12-15 00:00:00,2014-03-03 00:00:00,2014-12-15 00:00:00,"Laurel Springs Nursery, LLC",7491 Hwy. 18 South,"mailing: P.O. Box 85, Laurel Springs, NC  28644",Laurel Springs,NC,28644,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Christmas Tree Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",9.0,40.0,9.87,Hour,Laurel Springs,NC,Individual Employer
2504,H-300-14014-025423,2014-02-11 13:27:31,H-2A,2014-01-15 00:00:00,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-03-01 00:00:00,2014-06-30 00:00:00,2014-03-01 00:00:00,2014-06-30 00:00:00,"FRESH HARVEST, INC.",101 E. MAIN STREET,,HEBER,CA,92249,"MALITZLAW, INC.",JEANNE MALITZ,SAN DIEGO,CA,Strawberry Harvest Workers (Table and Machine),45-2092,"Farmworkers and Laborers, Crop, Nursery, and",120.0,35.0,11.01,Hour,Oceanside,CA,H-2A Labor Contractor or Job Contractor
2505,H-300-14014-038393,2014-03-05 13:15:44,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-03 00:00:00,2014-11-01 00:00:00,2014-03-03 00:00:00,2014-11-01 00:00:00,Witten Produce Patch,16670 SR 60,"mailing: P.O. Box 13 , Beverly OH  45715",Lowell,OH,45744,"MAS Labor H2A, LLC",Elizabeth Whitley,Lovingston,VA,Farmworker/Nursery Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",7.0,40.0,11.63,Hour,Lowell,OH,Individual Employer
2506,H-300-14014-051456,2014-02-13 10:34:57,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-10 00:00:00,2014-12-31 00:00:00,2014-03-10 00:00:00,2014-12-31 00:00:00,Sorum Farms,7945 104th St. NW,,Flaxton,ND,58737,"WFDS, LLC",JULIE SCOTT,FERGUS FALLS,MN,Farm Worker,45-2091,Agricultural Equipment Operators,1.0,48.0,18.0,Hour,Flaxton,ND,Individual Employer
2507,H-300-14014-061220,2014-02-20 14:45:39,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-19 00:00:00,2014-12-15 00:00:00,2014-03-19 00:00:00,2014-12-15 00:00:00,KEVIN BLOOD FARMS,1378 HWY 71 SOUTH BUNKIE,,BUNKIE,LA,71322,ANDERSON OROZCO P.L.L.C,JEREMY ANDERSON,GULFPORT,MS,FARM WORKER,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",3.0,40.0,9.87,Hour,BUNKIE,LA,Individual Employer
2508,H-300-14014-066344,2014-02-28 10:09:32,H-2A,2014-01-17 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-10 00:00:00,2014-11-10 00:00:00,2014-03-10 00:00:00,2014-11-10 00:00:00,"Evans Farms, Inc.",193 Evans Farm Road,"mailing: 193 Evans Farm Road , Fremont NC  27830",Fremont,NC,27830,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Farm Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",56.0,40.0,9.87,Hour,Fremont,NC,Individual Employer
2509,H-300-14014-066814,2014-02-05 12:36:21,H-2A,2014-01-16 00:00:00,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-03-03 00:00:00,2014-06-20 00:00:00,2014-03-03 00:00:00,2014-06-20 00:00:00,"STUDEBAKER NURSERIES, INC.",11140 Milton-Carlisle Rd.,"mailing: 11140 Milton-Carlisle Rd., New Carlisle, OH  45344",New Carlisle,OH,45344,"MAS Labor H-2A, LLC",Elizabeth Whitley,Lovingston,VA,Nursery Worker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",48.0,35.0,11.63,Hour,New Carlisle,OH,Individual Employer
2510,H-300-14014-074215,2014-02-07 12:36:33,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-13 00:00:00,2014-12-10 00:00:00,2014-03-13 00:00:00,2014-12-10 00:00:00,NCGA,"NCGA, Inc 230 Cameron Ave Vass, NC 28394 Post Office Box 399",See Addendum for NCGA Members Names and Addresses,Vass,NC,28394,,Not Applicable- NCGA is a Join,,,Farmworker Supervisor,45-1011,"First-Line Supervisors of Farming, Fishing, and",5.0,40.0,10.0,Hour,Vass,NC,Association - Joint Employer (H-2A Only)
2511,H-300-14014-074215,2014-02-07 12:36:33,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-13 00:00:00,2014-12-10 00:00:00,2014-03-13 00:00:00,2014-12-10 00:00:00,NCGA,"PO BOX 417, 230 CAMERON AVENUE",,VASS,NC,28394,,Not Applicable- NCGA is a Join,,,Farmworker Supervisor,45-1011,"First-Line Supervisors of Farming, Fishing, and",5.0,40.0,10.0,Hour,Vass,NC,
2512,H-300-14014-093442,2014-02-13 10:19:09,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-01 00:00:00,2014-12-31 00:00:00,2014-03-01 00:00:00,2014-12-31 00:00:00,Bruce Young Farm,76295 Road 338,,Madrid,NE,69150,USA FARM LABOR,MANUEL FICK,WAYNESVILLE,NC,Agricultural Equipment Operator,45-2091,Agricultural Equipment Operators,3.0,48.0,13.41,Hour,Madrid,NE,Individual Employer
2513,H-300-14014-096384,2014-01-31 15:39:44,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-01 00:00:00,2014-11-30 00:00:00,2014-03-01 00:00:00,2014-11-30 00:00:00,W H Dunklin Jr Farms,102 Silent Street,,McGehee,AR,71654,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Farm Worker,45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",20.0,40.0,9.87,Hour,Dumas,AR,Individual Employer
2514,H-300-14014-104282,2014-02-05 12:52:50,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-10 00:00:00,2014-12-31 00:00:00,2014-03-10 00:00:00,2014-12-31 00:00:00,The Chef's Garden Inc,9009 Huron Avery Road,,Huron,OH,44839,International Labor Management Corp,Christi Tabaretti,Vass,NC,Vegetable Farmworker,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",29.0,40.0,11.74,Hour,Huron,OH,Individual Employer
2515,H-300-14014-131363,2014-03-14 09:32:15,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION,2014-03-20 00:00:00,2014-12-31 00:00:00,2014-03-20 00:00:00,2014-12-31 00:00:00,KTM FARMS,7345 177 AVE. SE,,WAHPETON,ND,58075,"EMPLOYMENT USA, LLC",KEVIN OPP,ABERDEEN,SD,FARMWORKER,45-2091,Agricultural Equipment Operators,10.0,40.0,13.41,Hour,WAHPETON,ND,Individual Employer
2516,H-300-14014-142290,2014-02-07 09:32:27,H-2A,2014-01-14 00:00:00,DETERMINATION ISSUED - CERTIFICATION EXPIRED,2014-03-08 00:00:00,2014-10-01 00:00:00,2014-03-08 00:00:00,2014-10-01 00:00:00,Plymouth Valley Cellars,57442 S. CR 255,,Fairview,OK,73737,AGRI PLACEMENTS INTERNATIONAL,ELAINE FLAMING,FAIRVIEW,OK,Farm Labor,45-2092,"Farmworkers and Laborers, Crop, Nursery, and",2.0,48.0,10.86,Hour,Fairview,OK,Individual Employer
