,FY,CASE_NUMBER,DECISION_DATE,VISA_CLASS,SUBMITTED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,TRADE_NAME_DBA,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,AGENT_POC_EMPLOYER_REP_BY_AGENT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_NAME,NAICS_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_NUMBER_OF_HOURS,HOURLY_WORK_SCHEDULE_AM,HOURLY_WORK_SCHEDULE_PM,BASIC_RATE_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,PAY_RANGE_UNIT,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDUCATION,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQUIRED,NUM_MONTHS_TRAINING,NAME_REQUIRED_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_COUNTY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
2241,2017,H-400-16322-316745,2016-12-27,H-2B,2016-11-17,Certification,2017-02-01,2017-10-31,"R&A Trucking, Inc",,12802 Harnose Dr.,,El Paso,TX,79928,UNITED STATES OF AMERICA,,915-860-9696,,Y,VISA SOLUTIONS,JOSE GOMEZ URQUIZA,SPRING,TX,Diesel Mechanic,49-3031,Bus and Truck Mechanics and Diesel Engine,4841.0,3.0,3.0,Y,Peakload,40,06:00 AM,02:00 PM,$16.12,,,Hour,N,,None,,,N,,N,,,Y,6.0,El Paso,El Paso,TX,79928,N,,,,
2242,2017,H-400-16322-322903,2016-12-14,H-2B,2016-11-17,Certification,2017-02-15,2017-11-15,DEVILLE'S FENCING LLC,,8411 NEAL LANE,"8210 Lemoine Lane Ventress, LA 70783 MAILING",MORGANZA,LA,70759,UNITED STATES OF AMERICA,,225-718-2304,,Y,CAJUN VISA COMPANY INC,Terri White,LIVINGSTON,LA,FENCING ERECTORS,47-4031,Fence Erectors,238990.0,4.0,4.0,Y,Peakload,35,06:30 AM,03:00 PM,$15.76,23.64,,Hour,N,,None,,,N,,N,,,N,,Morganza,Pointe Coupee,LA,70759,Y,,,,
2243,2017,H-400-16322-326191,2017-03-09,H-2B,2017-01-03,Certification,2017-04-01,2017-12-31,"Orchards Newco, LLC",Orchards Inn,301 L'Auberge Lane,,Sedona,AZ,86336,UNITED STATES OF AMERICA,,928-204-4311,,Y,LABORQUEST,THOMAS ROBINSON,WELLINGTON,FL,Room Attendants,37-2012,Maids and Housekeeping Cleaners,72111.0,4.0,4.0,Y,Peakload,40,08:00 AM,04:30 PM,$11.,16.5,16.5,Hour,N,,None,,,N,,N,,,Y,1.0,Sedona,Coconino,AZ,86336,N,,,,
2244,2017,H-400-16322-331260,2017-04-04,H-2B,2017-01-05,Certification,2017-04-04,2017-12-01,"Environmental Site Consultants, Inc.",,2333 W. Reid Road,,Flint,MI,48507,UNITED STATES OF AMERICA,,248-920-6065,,Y,LABORQUEST,THOMAS ROBINSON,WELLINGTON,FL,LANDSCAPE LABORER,37-3011,Landscaping and Groundskeeping Workers,56173.0,6.0,6.0,Y,Seasonal,40,08:00 AM,05:00 PM,$13.36,20.04,20.04,Hour,N,,None,,,N,,N,,,Y,1.0,Flint,Genesee,MI,48507,Y,,,,
2245,2017,H-400-16322-339762,2017-02-21,H-2B,2017-01-02,Certification,2017-04-01,2017-11-26,MEADOWLANDS COUNTRY CLUB,,711 BOEHM'S CHURCH ROAD,,BLUE BELL,PA,19422,UNITED STATES OF AMERICA,,215-646-8044,0.0,Y,MJC LABOR SOLUTIONS LLC,CARL HEMPHILL,UPPER DARBY,PA,LANDSCAPE LABORER,37-3011,Landscaping and Groundskeeping Workers,713910.0,8.0,8.0,Y,Seasonal,40,06:00 AM,02:30 PM,$11.97,17.96,,Hour,N,,None,,,N,,N,,,Y,3.0,Blue Bell,MONTGOMERY,PA,19026,N,,,,
2246,2017,H-400-16322-340835,2017-04-10,H-2B,2017-01-15,Withdrawn,2017-04-01,2017-11-30,Johnson Landscaping & Irrigation,,133 Crawford Lane,,Fall Branch,TN,37656,UNITED STATES OF AMERICA,,423-446-8173,,Y,LABORQUEST,THOMAS ROBINSON,WELLINGTON,FL,LABORER,37-3011,Landscaping and Groundskeeping Workers,56173.0,10.0,,Y,Seasonal,40,08:00 AM,05:00 PM,$11.71,17.57,17.57,Hour,N,,None,,,N,,N,,,Y,1.0,Fall Branch,Washington,TN,37656,Y,,,,
2247,2017,H-400-16322-347190,2017-03-22,H-2B,2017-01-02,Denied,2017-04-01,2017-12-23,Three Seasons Landscape Contracting Services Inc.,Three Seasons Landscape,"1720 South State Road, Rear Lot 201",,Upper Darby,PA,19082,UNITED STATES OF AMERICA,,610-352-8008,0.0,N,,,,,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,3.0,,Y,Seasonal,40,06:30 AM,02:00 PM,$11.97,17.96,,Hour,N,,None,,,N,,N,,,Y,3.0,Upper Darby,DELAWARE,PA,19082,Y,,,,
2248,2017,H-400-16322-349826,2017-02-28,H-2B,2017-01-03,Certification,2017-04-01,2017-12-01,"Green Guys Lawn Maintenance, LLC",,205 Chesterfield Industrial Blvd,,Chesterfield,MO,63005,UNITED STATES OF AMERICA,Shelby,636-778-1004,,Y,LABORQUEST,THOMAS ROBINSON,WELLINGTON,FL,LANDSCAPE LABORER,37-3011,Landscaping and Groundskeeping Workers,56173.0,8.0,8.0,Y,Seasonal,40,07:00 AM,05:00 PM,$13.2,19.8,19.8,Hour,N,,None,,,N,,N,,,Y,1.0,Chesterfield,St Louis,MO,63005,Y,,,,
2249,2017,H-400-16322-352870,2016-12-23,H-2B,2016-11-17,Certification,2017-02-15,2017-11-15,"Grass Works Lawn Care, LLC",,1003 Adventure Lane   Ste. B,,Cedar Park,TX,78613,UNITED STATES OF AMERICA,,512-797-1640,,Y,"SAM HADDAD, ATTORNEY AT LAW",SAM HADDAD,AUSTIN,TX,landscape laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,30.0,30.0,Y,Peakload,40,07:00 AM,04:00 PM,$12.82,19.23,20.25,Hour,N,,None,,,N,,N,,,Y,3.0,Cedar Park,Williamson,TX,78613,Y,,,,
2250,2017,H-400-16322-386094,2016-12-29,H-2B,2016-11-17,Partial Certification,2017-02-15,2017-12-15,"WINDRIDGE LANDSCAPING COMPANY, INC",,7150 ROCKFISH VALLEY HIGHWAY,,AFTON,VA,22920,UNITED STATES OF AMERICA,,434-361-1588,,Y,WORKFORCE ADVANTAGE,FERNANDO SAENZ,Glen Allen,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,10.0,9.0,Y,Peakload,35,07:30 AM,06:00 PM,$13.69,20.54,20.54,Hour,N,,None,,,N,,N,,,Y,3.0,AFTON,NELSON,VA,22920,Y,,,,
2251,2017,H-400-16322-387952,2017-01-10,H-2B,2016-11-17,Certification,2017-02-15,2017-11-30,"David Brill Landscape Nursery, LLC",David Brill Landscape,1574 Elephant Road,,Perkasie,PA,18944,UNITED STATES OF AMERICA,,215-453-2900,,Y,"MASLABOR H2B, LLC",ELIZABETH WHITLEY,LOVINGSTON,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,6.0,6.0,Y,Seasonal,40,08:30 AM,04:30 PM,$14.39,21.59,,Hour,N,,None,,,N,,N,,,N,,Perkasie,Bucks,PA,18944,Y,,,,
2252,2017,H-400-16322-390739,2017-02-16,H-2B,2017-01-02,Certification,2017-04-01,2017-12-23,Three Seasons Landscape Contracting Services Inc.,Three Seasons Landscape,"1720 South State Road, Rear Lot 201",,Upper Darby,PA,19082,UNITED STATES OF AMERICA,,610-352-8008,,N,,,,,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,1.0,1.0,Y,Seasonal,40,06:30 AM,02:00 PM,$11.97,17.96,,Hour,N,,None,,,N,,N,,,Y,3.0,Gladwyne,Montgomery,PA,19035,N,,,,
2253,2017,H-400-16322-392376,2017-02-28,H-2B,2017-01-03,Certification,2017-04-01,2017-11-30,Tocco & Mannino Landscaping Inc,,27739 Groesbeck Highway,,Roseville,MI,48066,UNITED STATES OF AMERICA,,313-884-1101,,Y,LABORQUEST,THOMAS ROBINSON,WELLINGTON,FL,LANDSCAPE LABORER,37-3011,Landscaping and Groundskeeping Workers,56173.0,17.0,17.0,Y,Seasonal,40,08:00 AM,05:00 PM,$13.36,20.04,20.04,Hour,N,,None,,,N,,N,,,Y,1.0,Roseville,Macomb,MI,48066,Y,,,,
2254,2017,H-400-16322-394705,2017-01-10,H-2B,2016-11-17,Partial Certification,2017-02-15,2017-11-15,Sombrero Construction LLC,,14575 W La Estrella Suite C,,Goodyear,AZ,85338,UNITED STATES OF AMERICA,,623-932-1774,,Y,LEFELCO,ARMANDO GARCIA,LAS VEGAS,NV,Helper of Carpenter,47-3012,Helpers--Carpenters,321214.0,60.0,45.0,Y,Peakload,40,07:00 AM,03:00 PM,$15.81,23.72,23.72,Hour,N,,None,,,N,,N,,,Y,3.0,Goodyear,Maricopa,AZ,85338,Y,,,,
2255,2017,H-400-16322-398405,2017-01-12,H-2B,2016-11-18,Partial Certification,2017-02-01,2017-10-31,"WestCor Construction, Inc.",,5630 Stephanie Street,,Las Vegas,NV,89122,UNITED STATES OF AMERICA,,702-433-1414,,Y,"FISHERBROYLES, LLP",KEVIN LASHUS,AUSTIN,TX,Helper - Carpenters,47-3012,Helpers--Carpenters,2361.0,38.0,36.0,Y,Peakload,40,07:00 AM,03:00 PM,$15.7,23.55,,Hour,N,,None,,,N,,N,,,N,,Las Vegas,Clark,NV,89122,Y,,,,
2256,2017,H-400-16322-405623,2017-01-04,H-2B,2016-11-17,Certification,2017-02-01,2017-11-01,"Stachowski Farm, Inc.",,12561 State Route 44,,Mantua,OH,44255,UNITED STATES OF AMERICA,,330-274-2494,,Y,SVETLANA SCHREIBER AND ASSOCIATES,MICHELE NORTON,CLEVELAND,OH,Horse Groom,39-2021,Nonfarm Animal Caretakers,112920.0,17.0,17.0,Y,Seasonal,40,06:00 AM,03:00 PM,$9.53,14.3,,Hour,N,,None,,,N,,N,,,Y,1.0,Mantua,Portage,OH,44255,N,,,,
2257,2017,H-400-16322-412877,2016-12-28,H-2B,2016-11-18,Certification,2017-02-15,2017-12-15,"Full Care, Inc.",,10421 Liberty Ave.,,St. Louis,MO,63132,UNITED STATES OF AMERICA,,314-428-2040,,Y,"AMIGOS LABOR SOLUTIONS, INC.","Robert Wingfield, Jr.",DALLAS,TX,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,52.0,52.0,Y,Seasonal,40,07:00 AM,04:00 PM,$13.2,19.8,,Hour,N,,None,,,N,,N,,,N,,St. Louis,St.Louis,MO,63132,Y,,,,
2258,2017,H-400-16322-416590,2016-12-29,H-2B,2016-11-17,Certification,2017-02-15,2017-11-15,"MAESTRO SOCCER ACADEMY, LLC",,"812 Central Ave, Suite 4",,Westfield,NJ,07090,UNITED STATES OF AMERICA,,908-523-7282,,Y,"PUSIN & SKLAR, LLC",STEVEN SKLAR,MAPLEWOOD,NJ,Soccer coach,27-2022,Coaches and Scouts,611620.0,20.0,20.0,Y,Peakload,35,04:00 PM,09:00 PM,$26.87,,,Hour,N,,None,,,N,,N,,,Y,24.0,Basking Ridge,Somerset,NJ,07920,Y,,,,
2259,2017,H-400-16322-432264,2017-01-05,H-2B,2016-11-17,Partial Certification,2017-02-15,2017-11-15,"Furtmann Bros, LLC",,5742 W Maryland Ave,,Glendale,AZ,85301,UNITED STATES OF AMERICA,,623-792-1138,,Y,LEFELCO,ARMANDO GARCIA,LAS VEGAS,NV,Helper of Carpenter,47-3012,Helpers--Carpenters,321214.0,45.0,44.0,Y,Peakload,40,07:00 AM,03:00 PM,$15.81,23.72,23.72,Hour,N,,None,,,N,,N,,,Y,3.0,Glendale,Maricopa,AZ,85301,Y,,,,
2260,2017,H-400-16322-432603,2017-03-16,H-2B,2017-01-03,Certification,2017-04-01,2017-11-30,"The Bristol Group, LLC",,19201 84th Street,,Bristol,WI,53104,UNITED STATES OF AMERICA,,262-857-9191,,Y,LABORQUEST,THOMAS ROBINSON,WELLINGTON,FL,LANDSCAPE LABORER,37-3011,Landscaping and Groundskeeping Workers,56173.0,20.0,20.0,Y,Seasonal,40,07:00 AM,04:00 PM,$14.34,21.51,21.51,Hour,N,,None,,,N,,N,,,Y,1.0,Bristol,Kenosha,WI,53104,Y,,,,
2261,2017,H-400-16322-436163,2017-02-08,H-2B,2017-01-01,Certification,2017-04-01,2017-11-30,VILLAGE HARDWARE,,32 NEWTOWN LANE,,EASTHAMPTON,NY,11937,UNITED STATES OF AMERICA,,631-324-2456,,Y,IMMIGRATION USA,LISSETTE HILDESHEIM,PALM CITY,FL,STOCK CLERK,43-5081,Stock Clerks and Order Fillers,444130.0,3.0,3.0,Y,Peakload,40,09:00 AM,06:00 PM,$12.98,,,Hour,N,,None,,,N,,N,,,N,,EASTHAMPTON,SUFFOLK,NY,11937,N,,,,
2262,2017,H-400-16322-437202,2017-04-03,H-2B,2017-01-03,Certification,2017-04-01,2017-12-01,Salvador Mancera Landscape & Co.,,8327 Kedvale Avenue,,Skokie,IL,60076,UNITED STATES OF AMERICA,,847-676-0473,,Y,LABORQUEST,THOMAS ROBINSON,WELLINGTON,FL,LANDSCAPE LABORER,37-3011,Landscaping and Groundskeeping Workers,56173.0,3.0,3.0,Y,Seasonal,40,08:30 AM,04:30 PM,$14.34,21.51,21.51,Hour,N,,None,,,N,,N,,,Y,1.0,Skokie,Cook,IL,60076,Y,,,,
2263,2017,H-400-16322-443743,2016-12-21,H-2B,2016-11-17,Certification Expired,2017-02-15,2017-09-30,HILTON SAN ANTONIO HILL COUNTRY HOTEL AND SPA,,9800 WESTOVER HILLS BLVD,,SAN ANTONIO,TX,78251,UNITED STATES OF AMERICA,,210-509-9800,,Y,"Global Employment Services, Inc",ROBERT LALTOO,North Bay Village,FL,Dining Room Attendant,35-9011,Dining Room and Cafeteria Attendants and Bartender,721110.0,6.0,6.0,Y,Peakload,35,07:00 AM,02:00 PM,$9.16,13.74,,Hour,N,,None,,,N,,N,,,Y,1.0,San Antonio,Bexar,TX,78251,N,,,,
2264,2017,H-400-16322-448030,2017-02-28,H-2B,2017-01-02,Certification,2017-04-01,2017-12-10,Tomahawk Landscaping Service,,313 DEER HAVEN WAY,,GLENMOORE,PA,19343,UNITED STATES OF AMERICA,,610-724-3097,0.0,Y,MJC LABOR SOLUTIONS LLC,CARL HEMPHILL,UPPER DARBY,PA,LANDSCAPING LABORER,37-3011,Landscaping and Groundskeeping Workers,561730.0,5.0,5.0,Y,Seasonal,40,07:00 AM,04:00 PM,$14.39,21.59,,Hour,N,,None,,,N,,N,,,Y,3.0,GLENMOORE,CHESTER,PA,19343,Y,,,,
2265,2017,H-400-16322-473460,2017-01-04,H-2B,2016-11-17,Certification,2017-02-15,2017-11-30,"Wilson & Wilson Irrigation, Inc.",,2610 Lakeland Drive,,Flowood,MS,39232,UNITED STATES OF AMERICA,,601-939-8810,,Y,"MASLABOR H2B, LLC",ELIZABETH WHITLEY,LOVINGSTON,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,14.0,14.0,Y,Peakload,40,07:30 AM,04:30 PM,$11.33,17.0,,Hour,N,,None,,,N,,N,,,N,,Flowood,Rankin,MS,39232,Y,,,,
2266,2017,H-400-16322-477346,2016-12-21,H-2B,2016-11-17,Certification,2017-02-15,2017-10-22,"Global Housekeeping Services, Inc.",,7601 EAST TREASURE DR,Ste 220,NORTH BAY VILLAGE,FL,33141,UNITED STATES OF AMERICA,,786-348-0376,,N,,,,,Housekeeper,37-2012,Maids and Housekeeping Cleaners,561720.0,65.0,65.0,Y,Peakload,35,09:00 AM,04:00 PM,$10.03,15.05,,Hour,N,,None,,,N,,N,,,Y,1.0,Panama City Beach,Bay,FL,32407,Y,,,,
2267,2017,H-400-16322-494702,2017-01-05,H-2B,2016-11-17,Certification,2017-02-15,2017-12-15,"Tanto Irrigation, LLC",,5 North Payne Street,,Elmsford,NY,10523,UNITED STATES OF AMERICA,,914-347-5151,,Y,LABOR CONSULTANTS INTERNATIONAL,AMBER HELLER,COEUR D'ALENE,ID,Groundskeeper; Irrigation Worker,37-3011,Landscaping and Groundskeeping Workers,221310.0,15.0,15.0,Y,Peakload,35,07:30 AM,05:30 PM,$15.46,23.19,27.75,Hour,N,,None,,,N,,N,,,N,,Norton,Bristol (NORTON),MA,02766,Y,,,,
2268,2017,H-400-16322-497507,2017-02-24,H-2B,2017-01-01,Partial Certification,2017-04-01,2017-11-30,"Country Club Land and Lawn, Inc.",,10320 Old Frederick Road,"P.O. Box 271, Monrovia, MD 21770",Woodstock,MD,21163,UNITED STATES OF AMERICA,,443-398-6168,,Y,"AGWORKS H2, LLC",PATRICIA HALL,LAKE PARK,GA,Landscape Laborers,37-3011,Landscaping and Groundskeeping Workers,561730.0,5.0,4.0,Y,Peakload,40,06:30 AM,03:00 PM,$12.95,19.43,,Hour,N,,None,,,N,,N,,,N,,Woodstock,Howard,MD,21163,Y,,,,
2269,2017,H-400-16322-497603,2017-01-05,H-2B,2016-11-17,Certification,2017-02-01,2017-10-31,Unique Landscapes by Griffin,,114 S Extension Rd,,MESA,AZ,85210,UNITED STATES OF AMERICA,,480-969-1911,,Y,LEFELCO,ARMANDO GARCIA,LAS VEGAS,NV,Landscape Laborers,37-3011,Landscaping and Groundskeeping Workers,541320.0,20.0,20.0,Y,Peakload,40,06:00 AM,02:00 PM,$11.74,17.61,17.61,Hour,N,,None,,,N,,N,,,Y,3.0,MESA,Maricopa,AZ,85210,Y,,,,
2270,2017,H-400-16322-537484,2017-02-28,H-2B,2017-01-03,Certification,2017-04-01,2017-11-21,"Springfield Lawn & Landscape, LLC",The Grounds Guys of Toledo,1890 A S.Crissey Road,P.O. Box 711 Holland OH 43528,Monclova,OH,43542,UNITED STATES OF AMERICA,,419-865-6994,,Y,LABORQUEST,THOMAS ROBINSON,WELLINGTON,FL,LANDSCAPE LABORER,37-3011,Landscaping and Groundskeeping Workers,56173.0,13.0,13.0,Y,Seasonal,40,07:30 AM,05:00 PM,$10.78,16.17,16.17,Hour,N,,None,,,N,,N,,,Y,1.0,Monclova,Lucas,OH,43542,Y,,,,
2271,2017,H-400-16322-561859,2017-03-17,H-2B,2017-01-03,Certification,2017-04-01,2017-10-31,"Coastal Greenery, Inc",,1242 Old Jesup Road,,Brunswick,GA,31520,UNITED STATES OF AMERICA,,912-261-8171,,Y,LABORQUEST,THOMAS ROBINSON,WELLINGTON,FL,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,56173.0,22.0,22.0,Y,Peakload,40,06:30 AM,05:00 PM,$12.,18.0,18.0,Hour,N,,None,,,N,,N,,,Y,1.0,Brunswick,Glynn,GA,31520,Y,,,,
2272,2017,H-400-16322-570184,2016-12-29,H-2B,2016-11-17,Certification,2017-02-15,2017-11-15,MOBILE ICE CREAM CORP (RIC),,11186 HOPSON ROAD,,ASHLAND,VA,23005,UNITED STATES OF AMERICA,,804-798-9889,,Y,WORKFORCE ADVANTAGE,FERNANDO SAENZ,Glen Allen,VA,ICE CREAM TRUCK DRIVERS,53-3031,Driver/Sales Workers,722330.0,25.0,25.0,Y,Peakload,35,12:00 PM,08:00 PM,$13.56,,,Hour,N,,None,,,N,,N,,,N,,ASHLAND,HANVOER,VA,23005,Y,,,,
2273,2017,H-400-16322-573453,2016-12-13,H-2B,2016-11-17,Certification,2017-02-15,2017-11-15,"Grass Rangers, LLC",,14046 Hwy 431,,St. Amant,LA,70774,UNITED STATES OF AMERICA,,225-622-5115,,Y,CAJUN VISA COMPANY INC,Terri White,LIVINGSTON,LA,Labor,37-3011,Landscaping and Groundskeeping Workers,561730.0,18.0,18.0,Y,Peakload,35,06:30 AM,03:00 PM,$12.63,18.95,,Hour,N,,None,,,N,,N,,,Y,1.0,St. Amant,Ascension,LA,70774,Y,,,,
2274,2017,H-400-16322-578139,2017-01-12,H-2B,2016-12-01,Certification,2017-03-01,2017-11-30,"Highlands Landscaping & Fencing, LLC",,5895 W. 56th Ave.,,Arvada,CO,80002,UNITED STATES OF AMERICA,,720-884-6378,,Y,"JOSEPH LAW FIRM, PC",JEFF JOSEPH,AURORA,CO,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,20.0,20.0,Y,Seasonal,40,08:00 AM,04:00 PM,$13.95,20.93,,Hour,N,,None,,,N,,N,,,N,,Arvada,Jefferson,CO,80002,Y,,,,
2275,2017,H-400-16322-583284,2017-01-04,H-2B,2016-11-17,Certification,2017-02-15,2017-12-15,"Tanto Irrigation, LLC",,5 North Payne Street,,Elmsford,NY,10523,UNITED STATES OF AMERICA,,914-347-5151,,Y,LABOR CONSULTANTS INTERNATIONAL,AMBER HELLER,COEUR D'ALENE,ID,Groundskeeper; Irrigation Worker,37-3011,Landscaping and Groundskeeping Workers,221310.0,15.0,15.0,Y,Peakload,35,07:30 AM,05:30 PM,$13.95,20.93,27.75,Hour,N,,None,,,N,,N,,,N,,Englewood,Arapahoe,CO,80112,Y,,,,
2276,2017,H-400-16322-603800,2017-04-10,H-2B,2017-01-13,Denied,2017-04-01,2017-12-31,R B PLASTERING & STUCCO INC.,,2030 OLD DIXIE HWY SE,SUITE #3,VERO BEACH,FL,32962,UNITED STATES OF AMERICA,,772-617-2281,,Y,BRITTANIE L JONES PA,BRITTANIE JONES,VERO BEACH,FL,Plasterer,47-2161,Plasterers and Stucco Masons,238140.0,8.0,,Y,Peakload,40,07:00 AM,03:00 PM,$18.63,,,Hour,Y,1.0,None,,,N,,N,,,Y,36.0,Vero Beach,Indian River,FL,32962,Y,,,,
2277,2017,H-400-16322-614808,2016-12-21,H-2B,2016-11-17,Certification,2017-02-15,2017-10-19,"Global Housekeeping Services, Inc.",,7601 EAST TREASURE DR,Ste 220,NORTH BAY VILLAGE,FL,33141,UNITED STATES OF AMERICA,,786-348-0376,,N,,,,,Housekeeper,37-2012,Maids and Housekeeping Cleaners,561720.0,40.0,40.0,Y,Peakload,35,09:00 AM,04:00 PM,$10.28,15.42,,Hour,N,,None,,,N,,N,,,Y,1.0,Santa Rosa Beach,Walton,FL,32549,N,,,,
2278,2017,H-400-16322-619092,2017-02-24,H-2B,2017-01-01,Certification,2017-04-01,2017-12-31,R.C.O. Reforesting Inc,,1332 Fairlane Rd.,,Yreka,CA,96097,UNITED STATES OF AMERICA,,530-842-7647,,Y,LABOR CONSULTANTS INTERNATIONAL,MONICA THODE,COEUR D' ALENE,ID,Forestry Worker,45-4011,Forest and Conservation Workers,115310.0,80.0,80.0,Y,Seasonal,35,06:00 AM,02:00 PM,$10.5,15.75,30.44,Hour,N,,None,,,N,,N,,,Y,3.0,Yreka,Siskiyou,CA,96097,Y,,,,
2279,2017,H-400-16322-623416,2017-03-17,H-2B,2017-01-03,Certification,2017-04-01,2017-11-01,"Nature Scapes, Inc",,1270-A Turner Road,,Lilburn,GA,30047,UNITED STATES OF AMERICA,,770-923-7023,,Y,LABORQUEST,THOMAS ROBINSON,WELLINGTON,FL,LANDSCAPE LABORER,37-3011,Landscaping and Groundskeeping Workers,56173.0,22.0,22.0,Y,Peakload,40,06:30 AM,04:30 PM,$12.98,19.47,19.47,Hour,N,,None,,,N,,N,,,Y,1.0,Lilburn,Gwinnett,GA,30047,Y,,,,
2280,2017,H-400-16322-623983,2016-12-16,H-2B,2016-11-17,Certification,2017-02-15,2017-11-15,"BART KELLER COMPANY, LLC",,3256 NICHOLSON DRIVE,,BATON ROUGE,LA,70802,UNITED STATES OF AMERICA,,225-344-0316,,Y,CAJUN VISA COMPANY INC,Terri White,LIVINGSTON,LA,CONSTRUCTION LABORERS,47-2061,Construction Laborers,236115.0,8.0,8.0,Y,Peakload,35,06:30 AM,03:00 PM,$15.3,22.95,,Hour,N,,None,,,N,,N,,,N,,BATON ROUGE,EAST BATON ROUGE,LA,70802,Y,,,,
2281,2017,H-400-16322-653847,2017-02-28,H-2B,2017-01-03,Certification,2017-04-01,2017-11-30,Daniel A Sherrod,Greener Lawnscapes,2105 Pebblebrook Lane,,Bryan,TX,77807,UNITED STATES OF AMERICA,,979-204-1996,,Y,LABORQUEST,THOMAS ROBINSON,WELLINGTON,FL,LANDSCAPE LABORER,37-3011,Landscaping and Groundskeeping Workers,56173.0,4.0,4.0,Y,Peakload,40,08:00 AM,05:00 PM,$11.31,16.97,16.97,Hour,N,,None,,,N,,N,,,Y,1.0,Bryan,Brazos,TX,77807,Y,,,,
2282,2017,H-400-16322-696248,2017-02-16,H-2B,2017-01-02,Certification,2017-04-01,2017-12-23,Three Seasons Landscape Contracting Services Inc.,Three Seasons Landscape,"1720 South State Road, Rear Lot 201",,Upper Darby,PA,19082,UNITED STATES OF AMERICA,,610-352-8008,,N,,,,,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,2.0,2.0,Y,Seasonal,40,06:30 AM,02:00 PM,$11.97,17.96,,Hour,N,,None,,,N,,N,,,Y,3.0,Drexel Hill,Delaware,PA,19026,Y,,,,
2283,2017,H-400-16322-714973,2017-04-06,H-2B,2017-01-20,Partial Certification,2017-04-05,2017-11-20,"Derby Landscaping, Inc.",,117 Rosecrest Drive,,Pittsburgh,PA,15229,UNITED STATES OF AMERICA,,412-931-4999,,Y,LABORQUEST,THOMAS ROBINSON,WELLINGTON,FL,LANDSCAPE LABORER,37-3011,Landscaping and Groundskeeping Workers,56173.0,8.0,7.0,Y,Seasonal,40,08:00 AM,06:00 PM,$13.02,19.53,19.53,Hour,N,,None,,,N,,N,,,Y,1.0,PITTSBURGH,ALLEGHENY,PA,15229,Y,,,,
2284,2017,H-400-16322-720819,2017-02-15,H-2B,2017-01-02,Certification,2017-04-01,2017-12-15,GTM Landscaping Inc.,,12712 CABELL ROAD,,PHILADELPHIA,PA,19154,UNITED STATES OF AMERICA,,215-338-9370,0.0,Y,MJC LABOR SOLUTIONS LLC,CARL HEMPHILL,UPPER DARBY,PA,LANDSCAPING AND GROUNDSKEEPING WORKERS,37-3011,Landscaping and Groundskeeping Workers,561730.0,4.0,4.0,Y,Seasonal,40,07:00 AM,04:00 PM,$11.97,17.96,,Hour,N,,None,,,N,,N,,,Y,3.0,"Bensalem, PA",Bucks,PA,19020,Y,,,,
2285,2017,H-400-16322-728681,2016-12-28,H-2B,2016-12-01,Certification,2017-03-01,2017-12-01,"Gary Murphy Excavating, LLC",,8470 Mulligan Rd.,,Owensboro,KY,42301,UNITED STATES OF AMERICA,,270-929-6283,,Y,LABOR CONSULTANTS INTERNATIONAL,MONICA THODE,COEUR D' ALENE,ID,Landscape and Groundskeep Worker,37-3011,Landscaping and Groundskeeping Workers,561730.0,4.0,4.0,Y,Seasonal,35,07:00 AM,05:00 PM,$11.52,17.28,,Hour,N,,None,,,N,,N,,,N,,Owensboro,Daviess,KY,42301,Y,,,,
