,FY,CASE_NUMBER,DECISION_DATE,VISA_CLASS,SUBMITTED_DATE,CASE_STATUS,CERTIFICATION_BEGIN_DATE,CERTIFICATION_END_DATE,EMPLOYER_NAME,EMPLOYER_ADDRESS1,EMPLOYER_ADDRESS2,EMPLOYER_CITY,EMPLOYER_STATE,EMPLOYER_POSTAL_CODE,EMPLOYER_COUNTRY,EMPLOYER_PROVINCE,EMPLOYER_PHONE,EMPLOYER_PHONE_EXT,LAWFIRM_NAME,AGENT_ATTORNEY_NAME,AGENT_ATTORNEY_CITY,AGENT_ATTORNEY_STATE,JOB_TITLE,SOC_CODE,SOC_TITLE,NAIC_CODE,NBR_WORKERS_REQUESTED,NBR_WORKERS_CERTIFIED,FULL_TIME_POSITION,NATURE_OF_TEMPORARY_NEED,BASIC_RATE_OF_PAY,BASIC_UNIT_OF_PAY,OVERTIME_RATE_FROM,OVERTIME_RATE_TO,SUPERVISE_OTHER_EMP,SUPERVISE_HOW_MANY,EDUCATION_LEVEL,OTHER_EDUCATION,MAJOR,SECOND_DIPLOMA,SECOND_DIPLOMA_MAJOR,TRAINING_REQUIRED,NUM_MONTHS_TRAINING,NAME_REQUIRED_TRAINING,EMP_EXPERIENCE_REQD,EMP_EXP_NUM_MONTHS,WORKSITE_CITY,WORKSITE_STATE,WORKSITE_POSTAL_CODE,OTHER_WORKSITE_LOCATION,SWA_NAME,JOB_IDNUMBER,JOB_START_DATE,JOB_END_DATE
1271,2016,H-400-15313-249489,2016-04-05,H-2B,2016-01-02,Certification,2016-04-05 00:00:00,2016-12-01,"ALL PHASE CONCRETE CONSTRUCTION, INC. (CL)",4740 SOUTH WYANDOT STREET,,ENGLEWOOD,CO,80110,UNITED STATES OF AMERICA,,303-783-9788,,"LABOR SOLUTIONS, INC.",SUE BOWEN,WINDSOR,CO,Construction Laborers,47-2061,Construction Laborers,238110.0,15.0,15.0,Y,Peakload,$15.8,Hour,23.7,,N,,None,,,N,,N,,,N,,Englewood,CO,80110,Y,,,,
1272,2016,H-400-15313-249841,2016-01-06,H-2B,2015-11-17,Certification,2016-02-01 00:00:00,2016-10-31,American Seafoods Company LLC,2025 First Avenue,Suite 900,Seattle,WA,98121,UNITED STATES OF AMERICA,,206-448-0300,,"Ryan Swanson & Cleveland, PLLC",Joel Paget,Seattle,WA,Surimi Quality Control Technician,49-9041,Industrial Machinery Mechanics,424420.0,2.0,2.0,Y,Seasonal,$35.5,Hour,53.25,,N,,None,,,N,,N,,,Y,24.0,Dutch Harbor,AK,99692,N,,,,
1273,2016,H-400-15313-263410,2016-03-09,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-15,"ASPEN LEAF LANDSCAPE MAINTENANCE, INC.",777 CONRAD STREET,,COLORADO SPRINGS,CO,80915,UNITED STATES OF AMERICA,,719-591-9972,,"LABOR SOLUTIONS, INC.",SUE BOWEN,WINDSOR,CO,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,8.0,8.0,Y,Peakload,$12.34,Hour,18.51,,N,,None,,,N,,N,,,N,,Colorado Springs,CO,80915,Y,,,,
1274,2016,H-400-15313-327305,2016-04-15,H-2B,2015-11-09,Certification,2016-04-15 00:00:00,2016-10-31,Erickson Construction,250 N Beck Ave,,Chandler,AZ,85226,UNITED STATES OF AMERICA,,480-627-1141,,FOREMEN LLC,IRIS JUAREZ,PHOENIX,AZ,Carpenter helper,47-3012,Helpers--Carpenters,321214.0,40.0,40.0,Y,Peakload,$15.78,Hour,,,N,,None,,,N,,N,,,Y,3.0,Roseville,CA,95678,Y,,,,
1275,2016,H-400-15313-365937,2016-01-28,H-2B,2015-11-09,Denied,2015-12-07 00:00:00,2016-12-07,ANGEL'S FRIENDS CHILD DEVELOPMENT,611 N. EAST AVE,,SARASOTA,FL,34237,UNITED STATES OF AMERICA,,941-953-3852,,,,,,childcare/nanny/ 39-9011,39-9011,Childcare Workers,624410.0,1.0,,Y,Intermittent or Other Temporary Need,$8.5,Hour,12.5,,Y,1.0,High School/GED,none,none,N,,N,,,N,,Sarasota,FL,34237,N,,,,
1276,2016,H-400-15313-381706,2016-03-02,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-30,A YARD BUTLER,3608 BURGUNDY DRIVE,,IDAHO FALLS,ID,83404,UNITED STATES OF AMERICA,,208-523-9273,,"LABOR SOLUTIONS, INC.",SUE BOWEN,WINDSOR,CO,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,3.0,3.0,Y,Peakload,$10.65,Hour,15.98,,N,,None,,,N,,N,,,N,,Idaho Falls,ID,83404,Y,,,,
1277,2016,H-400-15313-413728,2016-04-26,H-2B,2016-01-18,Certification,2016-04-26 00:00:00,2016-11-30,"Double M Asphalt and  Coatings, Inc.",P.O. Box 1956 (mailing),1019 Edwards Village Road B-5,Edwards,CO,81632,UNITED STATES OF AMERICA,,970-926-3343,,NOVAK LAW OFFICE,AMY NOVAK,VAIL,CO,Construction Laborer,47-2061,Construction Laborers,488490.0,7.0,7.0,Y,Seasonal,$16.59,Hour,24.89,24.89,N,,None,,None,N,,N,,,N,,Edwards,CO,81632,Y,,,,
1278,2016,H-400-15313-454371,2016-04-13,H-2B,2016-01-11,Withdrawn,2016-04-01 00:00:00,2016-12-14,Delton Services Co. LLC,P.O. Box 5341,"328 Leonard Plantation Dr., Shreveport, LA 71115",Shreveport,LA,71135,UNITED STATES OF AMERICA,,318-469-3510,,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,ROBIN SVEC,BAY CITY,TX,Laborers,37-3011,Landscaping and Groundskeeping Workers,561730.0,8.0,,Y,Peakload,$12.83,Hour,19.25,,N,,None,,,N,,N,,,N,,Shreveport,LA,71115,Y,,,,
1279,2016,H-400-15313-531415,2016-03-31,H-2B,2016-01-20,Certification,2016-04-15 00:00:00,2017-01-15,Tribal Casino Gaming Enterprise,777 Casino Drive,,Cherokee,NC,28719,UNITED STATES OF AMERICA,,828-497-7777,,"Fragomen Del Rey Bernsen and Loewy, LLP",Jennifer Estrella,Coral Gables,FL,Service Assistant,35-9011,Dining Room and Cafeteria Attendants and Bartender,721120.0,5.0,5.0,Y,Peakload,$10.,Hour,15.0,,N,,None,,,N,,N,,,N,,Cherokee,NC,28719,N,,,,
1280,2016,H-400-15313-584720,2015-12-09,H-2B,2015-11-09,Certification,2016-01-25 00:00:00,2016-10-25,"JUICYS, LLC",582 NW VAN BUREN,"(PO Box X, Corvallis OR 97330)",CORVALLIS,OR,97330-0000,UNITED STATES OF AMERICA,,888-909-9991,,"JKJ WORKFORCE AGENCY, INC",JAMES JUDKINS,HARLINGEN,TX,Amusement and Recreation Attendants - Traveling Ca,39-3091,Amusement and Recreation Attendants,713990.0,75.0,75.0,Y,Seasonal,$8.75,Hour,,,N,,None,,,N,,N,,,N,,Scottsdale,AZ,85260,Y,,,,
1281,2016,H-400-15313-591893,2016-01-06,H-2B,2015-11-10,Certification Expired,2016-01-20 00:00:00,2016-04-10,"NIPPON SUISAN (U.S.A.), INC.",15400 N.E. 90TH STREET,SUITE 100,REDMOND,WA,98052-3507,UNITED STATES OF AMERICA,,425-869-1703,0.0,Davis Wright Tremaine LLP,Richard Rawson,Seattle,WA,Seafood Processing Technician (Surimi and Roe),51-9032,"Cutting and Slicing Machine Setters, Operators,",311712.0,4.0,4.0,Y,Seasonal,$16.,Hour,24.0,45.0,N,,None,,,N,,N,,,Y,24.0,Dutch Harbor,AK,99692,Y,,,,
1282,2016,H-400-15313-597892,2016-04-27,H-2B,2016-01-20,Certification,2016-04-27 00:00:00,2017-01-15,Tribal Casino Gaming Enterprise,777 Casino Drive,,Cherokee,NC,28719,UNITED STATES OF AMERICA,,828-497-7777,,"FRAGOMEN DEL REY BERNSEN & LOEWY, LLP",JENNIFER ESTRELLA,CORAL GABLES,FL,Steward,35-9021,Dishwashers,721120.0,22.0,22.0,Y,Peakload,$10.,Hour,15.0,,N,,None,,,N,,N,,,N,,Cherokee,NC,28719,N,,,,
1283,2016,H-400-15313-608327,2016-01-05,H-2B,2015-11-10,Certification Expired,2016-01-20 00:00:00,2016-04-30,"NIPPON SUISAN (U.S.A.), INC.",15400 N.E. 90TH STREET,SUITE 100,REDMOND,WA,98052-3507,UNITED STATES OF AMERICA,,425-869-1703,0.0,Davis Wright Tremaine LLP,Richard Rawson,Seattle,WA,Seafood Processing Technician (Roe),51-3092,Food Batchmakers,311712.0,4.0,4.0,Y,Seasonal,$16.,Hour,24.0,45.0,N,,None,,,N,,N,,,Y,24.0,Dutch Harbor,AK,99692,N,,,,
1284,2016,H-400-15313-666731,2015-11-13,H-2B,2015-11-09,Withdrawn,2016-02-04 00:00:00,2016-11-04,RAY CAMMACK SHOWS INC,4950 WEST SOUTHERN AVENUE,,LAVEEN,AZ,85339,UNITED STATES OF AMERICA,,602-763-2179,,PRACTICAL EMPLOYEE SOLUTIONS,VERONICA STICKLAND-BIRKENSTOCK,FRISCO,TX,Carnival Worker,39-3091,Amusement and Recreation Attendants,713990.0,300.0,,Y,Seasonal,$8.75,Hour,13.13,17.45,N,,None,,,N,,N,,,N,,LAVEEN,AZ,85339,Y,AZ JOB CONNECTION,1861113,2015-11-06,2016-01-14
1285,2016,H-400-15313-698002,2016-01-11,H-2B,2015-11-11,Certification,2016-02-09 00:00:00,2016-11-08,FALLAS LANDSCAPE LTD,2255 SOUTHVIEW DR,,WYLIE,TX,75098,UNITED STATES OF AMERICA,,972-517-5296,,ACTION VISA ASSISTANCE,LORI WHITTEN,WYLIE,TX,LANDSCAPE LABORER,37-3011,Landscaping and Groundskeeping Workers,561730.0,30.0,30.0,Y,Peakload,$11.91,Hour,17.87,,N,,None,,,N,,N,,,Y,3.0,WYLIE,TX,75098,Y,,,,
1286,2016,H-400-15313-716462,2016-02-24,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-12-01,"AQUATRON IRRIGATION, INC.",155 ANDERSON ROAD,,ALPHARETTA,GA,30004,UNITED STATES OF AMERICA,,770-664-0763,,"LABOR SOLUTIONS, INC.",SUE BOWEN,WINDSOR,CO,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,10.0,10.0,Y,Peakload,$12.39,Hour,18.59,,N,,None,,,N,,N,,,N,,Alpharetta,GA,30004,Y,,,,
1287,2016,H-400-15313-726210,2016-02-29,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-30,Marathon Moving Company Inc.,129 York Ave,,Randolph,MA,02368,UNITED STATES OF AMERICA,,781-300-3201,,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,MONSERRAT DANNELS,BAY CITY,TX,Movers,53-7062,"Laborers and Freight, Stock, and Material Movers,",484210.0,35.0,35.0,Y,Peakload,$15.7,Hour,23.55,,N,,None,,,N,,N,,,N,,Randolph,MA,02368,Y,,,,
1288,2016,H-400-15313-741688,2016-02-24,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-30,"ALL PHASE LANDSCAPE CONSTRUCTION, INC.",16080 SMITH ROAD,,AURORA,CO,80011,UNITED STATES OF AMERICA,,303-360-0606,,"LABOR SOLUTIONS, INC.",SUE BOWEN,WINDSOR,CO,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,35.0,35.0,Y,Peakload,$13.64,Hour,20.46,,N,,None,,,N,,N,,,N,,Aurora,CO,80011,Y,,,,
1289,2016,H-400-15313-749302,2016-01-27,H-2B,2015-12-03,Certification,2016-03-01 00:00:00,2016-11-30,Omni Tree Service Inc.,55 Old State Rd,,Ellisville,MO,63021,UNITED STATES OF AMERICA,,636-391-9944,,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,ROBIN SVEC,BAY CITY,TX,Groundsman,37-3013,Tree Trimmers and Pruners,561730.0,10.0,10.0,Y,Peakload,$15.03,Hour,22.55,,N,,None,,,N,,N,,,N,,Ballwin,MO,63021,Y,,,,
1290,2016,H-400-15313-823953,2016-02-24,H-2B,2015-12-24,Partial Certification,2016-03-08 00:00:00,2016-11-30,Milberger's Landscaping Inc,3920 N Loop 1604 E,,San Antonio,TX,78247,UNITED STATES OF AMERICA,,210-497-3757,,Federation of Employers and Workers of America,RITA ROMERO,BAY CITY,TX,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,70.0,66.0,Y,Peakload,$12.21,Hour,18.32,,N,,None,,,N,,N,,,N,,San Antonio,TX,78247,Y,,,,
1291,2016,H-400-15313-848421,2016-01-27,H-2B,2015-11-30,Certification,2016-02-13 00:00:00,2016-10-31,Juan D Maldonado Enterprise Corp,3011 Hwy 90 W.,,Seguin,TX,78155,UNITED STATES OF AMERICA,,830-372-3879,,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,ROBIN SVEC,BAY CITY,TX,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,16.0,16.0,Y,Peakload,$12.21,Hour,,,N,,None,,,N,,N,,,N,,Seguin,TX,78155,Y,,,,
1292,2016,H-400-15313-860323,2016-01-25,H-2B,2015-11-27,Certification,2016-02-25 00:00:00,2016-11-24,Lang's Lawn Care,130 Pennsylvania Ave,,Malvern,PA,19355,UNITED STATES OF AMERICA,,610-647-6001,,FEWA,RITA ROMERO,BAY CITY,TX,Lawncare Applicator,37-3011,Landscaping and Groundskeeping Workers,561730.0,6.0,6.0,Y,Peakload,$15.11,Hour,22.67,,N,,None,,,N,,N,,,N,,Malvern,PA,19355,Y,,,,
1293,2016,H-400-15313-877133,2016-01-26,H-2B,2015-11-09,Certification,2016-02-01 00:00:00,2016-10-31,Power House Plastering Inc.,3485 John Peter Lee St,,North Las Vegas,NV,89032,UNITED STATES OF AMERICA,,702-476-9797,,FOREMEN LLC,IRIS JUAREZ,PHOENIX,AZ,Plasterers,47-2161,Plasterers and Stucco Masons,321214.0,15.0,15.0,Y,Peakload,$14.29,Hour,,,N,,None,,,N,,N,,,Y,3.0,Tucson,AZ,85706,Y,,,,
1294,2016,H-400-15313-894669,2015-11-27,H-2B,2015-11-10,Withdrawn,2015-12-15 00:00:00,2016-09-15,DAKOTA TERRITORY LODGING,75 EAST RIVER ROAD SOUTH,,MEDORA,ND,58645,UNITED STATES OF AMERICA,,701-623-4800,,"NORTHWEST PLACEMENT USA, LLC",JOHN-CARL ROGGE,BILLINGS,MT,ROOM ATTENDANT,37-2012,Maids and Housekeeping Cleaners,721110.0,6.0,,Y,Peakload,$12.42,Hour,18.63,,N,,None,,,N,,N,,,N,,MEDORA,ND,58645,N,,,,
1295,2016,H-400-15313-902249,2016-02-22,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-10-27,AMERICAN LANDSCAPE MAINTENANCE CO.,9432 NORTH MOTSENBOCKER ROAD,,PARKER,CO,80134,UNITED STATES OF AMERICA,,303-841-2820,,"LABOR SOLUTIONS, INC.",SUE BOWEN,WINDSOR,CO,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,15.0,15.0,Y,Peakload,$13.64,Hour,20.46,,N,,None,,,N,,N,,,N,,Parker,CO,80134,Y,,,,
1296,2016,H-400-15313-918529,2016-01-13,H-2B,2015-11-10,Certification,2016-02-08 00:00:00,2016-11-18,"Diversified Labor, LLC - Okeechobee Group",2600 Overlook Drive,mailing: P.O. Box 747  Winter Haven FL 33882,Winter Haven,FL,33884,UNITED STATES OF AMERICA,,863-324-2100,,"MAS Labor H-2B, LLC",Elizabeth Whitley,LOVINGSTON,VA,Hand Crew Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,54.0,54.0,Y,Seasonal,$11.92,Hour,17.88,,N,,None,,,N,,N,,,N,,Okeechobee,FL,34974,Y,,,,
1297,2016,H-400-15313-921919,2016-03-01,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-12-01,"ALL PHASE CONCRETE CONSTRUCTION, INC. (F)",4740 SOUTH WYANDOT STREET,,ENGLEWOOD,CO,80110,UNITED STATES OF AMERICA,,303-783-9788,,"LABOR SOLUTIONS, INC.",SUE BOWEN,WINDSOR,CO,Cement Masons and Concrete Finishers,47-2051,Cement Masons and Concrete Finishers,238110.0,15.0,15.0,Y,Peakload,$18.14,Hour,27.21,,N,,None,,,N,,N,,,N,,Englewood,CO,80110,Y,,,,
1298,2016,H-400-15313-932764,2016-01-06,H-2B,2015-11-09,Certification Expired,2016-01-23 00:00:00,2016-04-29,The Loose Caboose,433 W. 4th St.,,Boca Grande,FL,33921,UNITED STATES OF AMERICA,,341-421-2805,,LABOR CONSULTANTS INTERNATIONAL,AMBER HELLER,COEUR D'ALENE,ID,Cook Helper/ Food Prep Worker,35-2021,Food Preparation Workers,722511.0,8.0,8.0,Y,Seasonal,$9.84,Hour,14.76,18.75,N,,None,,,N,,N,,,N,,Boca Grande,FL,33921,N,,,,
1299,2016,H-400-15313-958095,2016-02-02,H-2B,2015-11-24,Certification,2016-02-08 00:00:00,2016-12-08,Placer United Soccer Club,1091 Tinker Road,Suite 300,Rocklin,CA,95765,UNITED STATES OF AMERICA,,916-434-5890,,"JOANNE TRIFILO STARK, PLLC",JOANNE STARK,PHOENIX,AZ,Staff Coach,27-2022,Coaches and Scouts,61162.0,1.0,1.0,Y,Seasonal,$16.47,Hour,,,N,,Bachelor's,,Sports Field of Study or equivalent,N,,N,,,Y,48.0,Rocklin,CA,95765,Y,,,,
1300,2016,H-400-15314-013541,2015-11-18,H-2B,2015-11-10,Withdrawn,2016-01-01 00:00:00,2016-09-30,MAMACITAS MEXICAN RESTAURANT & CANTINA,19831 NORTHWEST FREEWAY,,HOUSTON,TX,77065,UNITED STATES OF AMERICA,,281-469-3663,,,,,,CHEF,35-1011,Chefs and Head Cooks,722511.0,3.0,,Y,Intermittent or Other Temporary Need,$15.,Hour,,,Y,5.0,High School/GED,,,N,,N,,,Y,60.0,HOUSTON,TX,77065,N,,,,
1301,2016,H-400-15314-028876,2016-02-04,H-2B,2015-12-03,Certification,2016-03-01 00:00:00,2016-11-30,WAINSCOTT FARMS INC.,P O BOX 696,3 Industrial Road,WAINSCOTT,NY,11975,UNITED STATES OF AMERICA,,631-537-1440,,IMMIGRATION USA,LISSETTE HILDESHEIM,PALM CITY,FL,LANDSCAPING,37-3011,Landscaping and Groundskeeping Workers,561730.0,7.0,7.0,Y,Seasonal,$14.94,Hour,,,N,,None,,,N,,N,,,N,,WAINSCOTT,NY,11975,Y,,,,
1302,2016,H-400-15314-029937,2015-12-09,H-2B,2015-11-10,Certification,2016-02-01 00:00:00,2016-10-31,Herder Plumbing Inc.,3707 E Southern Ave. Suite 1039,,Mesa,AZ,85206,UNITED STATES OF AMERICA,,480-385-5122,,FOREMEN LLC,IRIS JUAREZ,PHOENIX,AZ,Pool laborer helper,47-3015,"Helpers--Pipelayers, Plumbers, Pipefitters, and",238990.0,20.0,20.0,Y,Peakload,$14.54,Hour,,,N,,None,,,N,,N,,,Y,3.0,Mesa,AZ,85206,Y,,,,
1303,2016,H-400-15314-042973,2016-03-07,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-10-31,BALLYNEAL GOLF LTD,1 BALLYNEAL LANE,,HOLYOKE,CO,80734,UNITED STATES OF AMERICA,,970-854-5904,,"LABOR SOLUTIONS, INC.",SUE BOWEN,WINDSOR,CO,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,713910.0,10.0,10.0,Y,Peakload,$13.13,Hour,19.7,,N,,None,,,N,,N,,,N,,Holyoke,CO,80734,N,,,,
1304,2016,H-400-15314-060568,2016-01-07,H-2B,2015-11-10,Certification,2016-02-08 00:00:00,2016-11-08,William J. Barry Landscaping,331 Myrtle Avenue,,Cheltenham,PA,19012,UNITED STATES OF AMERICA,,215-663-0979,,"MAS Labor H-2B, LLC",Elizabeth Whitley,LOVINGSTON,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,4.0,4.0,Y,Seasonal,$15.11,Hour,22.67,,N,,None,,,N,,N,,,N,,Cheltenham,PA,19012,Y,,,,
1305,2016,H-400-15314-060795,2016-03-14,H-2B,2016-01-05,Certification,2016-04-01 00:00:00,2016-11-30,"CONNELY'S SCENIC LANDSCAPING AND NURSERY, LLC",3520 CRESTLINE CIRCLE,,GILLETTE,WY,82716,UNITED STATES OF AMERICA,,307-660-7242,,"LABOR SOLUTIONS, INC.",SUE BOWEN,WINDSOR,CO,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,10.0,10.0,Y,Peakload,$13.73,Hour,20.6,,N,,None,,,N,,N,,,N,,Gillette,WY,82718,Y,,,,
1306,2016,H-400-15314-064648,2016-03-01,H-2B,2016-01-04,Certification,2016-04-01 00:00:00,2016-11-22,Lawn Patrol Service Inc,9312 Parkview Dr,"Mailing : PO Box 330895, Fort Worth, TX 76163",Fort Worth,TX,76134,UNITED STATES OF AMERICA,,817-423-2273,,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,MONSERRAT DANNELS,BAY CITY,TX,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,25.0,25.0,Y,Peakload,$11.91,Hour,17.87,18.0,N,,None,,,N,,N,,,N,,Fort Worth,TX,76134,Y,,,,
1307,2016,H-400-15314-094718,2016-01-06,H-2B,2015-11-10,Certification,2016-02-01 00:00:00,2016-10-31,C & H Concrete LLC,5620 Stephanie St,,Las Vegas,NV,89122,UNITED STATES OF AMERICA,,702-433-1414,,FOREMEN LLC,IRIS JUAREZ,PHOENIX,AZ,Production helpers,51-9198,Helpers--Production Workers,238140.0,15.0,15.0,Y,Peakload,$12.06,Hour,,,N,,None,,,N,,N,,,Y,3.0,Las Vegas,NV,89122,Y,,,,
1308,2016,H-400-15314-103414,2016-02-26,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-12-15,"Dingwall Painting and Remodeling, LLC","21818 Hwy 71 W, Ste. 101",,Spicewood,TX,78669,UNITED STATES OF AMERICA,,512-264-7222,,"THE KERSHAW LAW FIRM, PC",ROBERT KERSHAW,AUSTIN,TX,Painter Helper,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and",238320.0,6.0,6.0,Y,Peakload,$12.28,Hour,18.42,22.5,N,,None,,,N,,N,,,N,,Spicewood,TX,78669,Y,,,,
1309,2016,H-400-15314-110791,2016-02-29,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-11-30,TRIPLE V STONE LLC,2853 STONE CANYON ROAD,,LYONS,CO,80540,UNITED STATES OF AMERICA,,720-409-7557,,"LABOR SOLUTIONS, INC.",SUE BOWEN,WINDSOR,CO,"Rock Splitters, Quarry",47-5051,"Rock Splitters, Quarry",212311.0,20.0,20.0,Y,Peakload,$15.7,Hour,23.55,,N,,None,,,N,,N,,,N,,Lyons,CO,80540,N,,,,
1310,2016,H-400-15314-118085,2016-02-26,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-12-15,"CASTLE VALLEY STONE, LLC (P)",2421 West 350 North,,HURRICANE,UT,84737,UNITED STATES OF AMERICA,,435-635-2601,3.0,"LABOR SOLUTIONS, INC.",SUE BOWEN,WINDSOR,CO,"Packers and Packagers, Hand",53-7064,"Packers and Packagers, Hand",212311.0,9.0,9.0,Y,Peakload,$10.79,Hour,16.19,,N,,None,,,N,,N,,,N,,Peoa,UT,84061,N,,,,
1311,2016,H-400-15314-121103,2016-01-21,H-2B,2015-11-17,Certification,2016-02-15 00:00:00,2016-11-15,"Ecoscape Solutions Group, Inc. - Raleigh",311 South Plum Street,"mailing: PO Box 3328, Huntersville, NC 28070",Durham,NC,27703,UNITED STATES OF AMERICA,,704-509-0020,114.0,"MAS Labor H-2B, LLC",Elizabeth Whitley,LOVINGSTON,VA,Landscape Laborer,37-3011,Landscaping and Groundskeeping Workers,561730.0,21.0,21.0,Y,Peakload,$13.65,Hour,20.48,,N,,None,,,N,,N,,,N,,Durham,NC,27703,Y,,,,
1312,2016,H-400-15314-150501,2016-03-18,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-10-21,"WESTERN PROSCAPES, INC","3160 SOUTH ZUNI STREET, SUITE 201",,ENGLEWOOD,CO,80016,UNITED STATES OF AMERICA,,303-789-3934,,"LABOR SOLUTIONS, INC.",SUE BOWEN,WINDSOR,CO,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,40.0,40.0,Y,Peakload,$13.64,Hour,20.46,,N,,None,,,N,,N,,,N,,Englewood,CO,80016,Y,,,,
1313,2016,H-400-15314-187024,2016-03-24,H-2B,2016-01-16,Certification,2016-04-15 00:00:00,2016-10-31,"COLORADO MOUNTAIN LANDSCAPES, LLC",120 EAST AGATE AVENUE,,GRANBY,CO,80446,UNITED STATES OF AMERICA,,970-887-3156,,"LABOR SOLUTIONS, INC.",SUE BOWEN,WINDSOR,CO,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,5.0,5.0,Y,Peakload,$15.11,Hour,22.67,,N,,None,,,N,,N,,,N,,Granby,CO,80446,Y,,,,
1314,2016,H-400-15314-196060,2016-02-24,H-2B,2016-01-02,Certification,2016-04-01 00:00:00,2016-10-30,"B AND G COMPLETE LANDSCAPING AND FENCE, LLC",10037 NORTH 95TH STREET,,LONGMONT,CO,80501,UNITED STATES OF AMERICA,,720-684-9831,,"LABOR SOLUTIONS, INC.",SUE BOWEN,WINDSOR,CO,Landscaping and Groundskeeping Workers,37-3011,Landscaping and Groundskeeping Workers,561730.0,17.0,17.0,Y,Peakload,$13.64,Hour,20.46,,N,,None,,,N,,N,,,N,,Longmont,CO,80501,Y,,,,
1315,2016,H-400-15314-235437,2016-01-12,H-2B,2015-11-19,Certification,2016-02-15 00:00:00,2016-11-14,"Southern Gunite, LP","1735 Buford Hwy, Suite 215-301",,Cumming,GA,30041,UNITED STATES OF AMERICA,,770-570-0654,,FEDERATION OF EMPLOYERS AND WORKERS OF AMERICA,ROBIN SVEC,BAY CITY,TX,Gunite Top Finisher,47-2051,Cement Masons and Concrete Finishers,238110.0,10.0,10.0,Y,Peakload,$16.64,Hour,24.96,26.19,N,,None,,,N,,N,,,Y,12.0,Gainesville,GA,30501,Y,,,,
1316,2016,H-400-15314-258000,2016-02-24,H-2B,2015-11-10,Denied,2016-01-01 00:00:00,2016-09-30,OSTIONERIA 7 MARES SEAFOOD,4602 IRVINGTON BLVD,,HOUSTON,TX,77009,UNITED STATES OF AMERICA,,832-420-8509,,,,,,waiters/waitress,35-3031,Waiters and Waitresses,722511.0,5.0,,Y,Intermittent or Other Temporary Need,$7.25,Hour,,,N,,None,,,N,,N,,,N,,Houston,TX,77009,N,,,,
1317,2016,H-400-15314-276607,2016-02-08,H-2B,2015-11-10,Certification,2016-02-08 00:00:00,2016-10-31,Power House Plastering Inc.,3485 John Peter Lee St.,,North Las Vegas,NV,89032,UNITED STATES OF AMERICA,,702-476-9797,,FOREMEN LLC,IRIS JUAREZ,PHOENIX,AZ,Helper of plasterer,47-3014,"Helpers--Painters, Paperhangers, Plasterers, and",238310.0,50.0,50.0,Y,Peakload,$12.76,Hour,,,N,,None,,,N,,N,,,Y,3.0,North Las Vegas,NV,89032,Y,,,,
1318,2016,H-400-15314-290608,2016-01-21,H-2B,2015-11-17,Certification,2016-02-15 00:00:00,2016-11-11,Grass Groomers Inc.,7017 American Parkway,,Reynoldsburg,OH,43068,UNITED STATES OF AMERICA,,614-759-7033,,"MAS LABOR  H-2B, LLC",ELIZABETH WHITLEY,LOVINGSTON,VA,Grounds/Maintenance Specialist,37-3011,Landscaping and Groundskeeping Workers,561730.0,20.0,20.0,Y,Seasonal,$12.19,Hour,18.29,,N,,None,,,N,,N,,,Y,3.0,Reynoldsburg,OH,43068,Y,,,,
